,A,B,Label
3163,>ath-miR859,>lcl|Athaliana_AT3G44798.1,0
3164,>mtr-miR5233,>lcl|Mtruncatula_Medtr1g073500.1,1
3165,>mtr-miR2606a,>lcl|Mtruncatula_Medtr0101s0020.3,0
3166,>gma-miR5772,>lcl|Gmax_Glyma.19G130300.1,1
3167,>gma-miR4416c-3p,>lcl|Gmax_Glyma.03G198900.1,0
3168,>ath-miR5646,>NONATHT002007,1
3169,>ath-miR169b-5p,>lcl|Athaliana_AT2G15000.1,0
3170,>mtr-miR2586a,>lcl|Mtruncatula_Medtr7g031890.1,1
3171,>mtr-miR5281b,>lcl|Mtruncatula_Medtr4g115740.7,0
3172,>gma-miR5767,>lcl|Gmax_Glyma.20G011600.2,1
3173,>gma-miR5377,>lcl|Gmax_Glyma.12G061000.1,0
3174,>ath-miR780.1,>CNT2086446,1
3175,>ath-miR5017-3p,>lcl|Athaliana_AT1G03106.1,0
3176,>mtr-miR5241a,>lcl|Mtruncatula_Medtr1g104990.1,1
3177,>mtr-miR5287b,>lcl|Mtruncatula_Medtr4g006610.1,0
3178,>gma-miR172i-3p,>lcl|Gmax_Glyma.09G208800.1,1
3179,>gma-miR403a,>lcl|Gmax_Glyma.05G109000.1,0
3180,>ath-miR2111b-3p,>lcl|Athaliana_AT2G38990.1,1
3181,>ath-miR394b-3p,>lcl|Athaliana_AT3G60480.1,0
3182,>mtr-miR2616,>lcl|Mtruncatula_Medtr7g106610.1,1
3183,>mtr-miR169l-3p,>lcl|Mtruncatula_Medtr5g015470.1,0
3184,>gma-miR5037d,>lcl|Gmax_Glyma.20G164800.1,1
3185,>gma-miR5033,>lcl|Gmax_Glyma.13G278900.4,0
3186,>ath-miR167a-5p,>lcl|Athaliana_AT5G64572.1,1
3187,>ath-miR852,>lcl|Athaliana_AT1G17232.1,0
3188,>mtr-miR7700-5p,>lcl|Mtruncatula_Medtr2g094940.1,1
3189,>mtr-miR5262,>lcl|Mtruncatula_Medtr8g022770.3,0
3190,>gma-miR160b,>lcl|Gmax_Glyma.08G301900.1,1
3191,>gma-miR166i-5p,>lcl|Gmax_Glyma.15G240200.1,0
3192,>ath-miR157c-3p,>CNT2085188,1
3193,>ath-miR860,>lcl|Athaliana_AT1G36605.1,0
3194,>mtr-miR5233,>lcl|Mtruncatula_Medtr2g009150.1,1
3195,>mtr-miR5242,>lcl|Mtruncatula_Medtr1g054150.1,0
3196,>gma-miR169c,>lcl|Gmax_Glyma.10G164400.1,1
3197,>gma-miR396i-3p,>lcl|Gmax_Glyma.10G187600.1,0
3198,>ath-miR5636,>NONATHT000271,1
3199,>ath-miR5019,>lcl|Athaliana_AT2G06520.1,0
3200,>mtr-miR398b,>lcl|Mtruncatula_Medtr5g069230.1,1
3201,>mtr-miR171c,>lcl|Mtruncatula_Medtr5g074570.1,0
3202,>gma-miR4414b,>lcl|Gmax_Glyma.19G096000.1,1
3203,>gma-miR1525,>lcl|Gmax_Glyma.02G111100.1,0
3204,>ath-miR169a-5p,>CNT2087752,1
3205,>ath-miR399d,>CNT2088035,0
3206,>mtr-miR168b,>lcl|Mtruncatula_Medtr1g021540.1,1
3207,>mtr-miR7696c-5p,>lcl|Mtruncatula_Medtr2g009910.2,0
3208,>gma-miR399m,>lcl|Gmax_Glyma.08G018200.1,1
3209,>gma-miR390e,>lcl|Gmax_Glyma.13G315600.1,0
3210,>ath-miR169g-3p,>CNT2088038,1
3211,>ath-miR5649a,>lcl|Athaliana_AT3G13677.2,0
3212,>mtr-miR168a,>lcl|Mtruncatula_Medtr8g066952.1,1
3213,>mtr-miR5225a,>lcl|Mtruncatula_Medtr2g019360.1,0
3214,>gma-miR319c,>lcl|Gmax_Glyma.05G056200.1,1
3215,>gma-miR10194,>lcl|Gmax_Glyma.08G276200.1,0
3216,>ath-miR397a,>lcl|Athaliana_AT5G57860.2,1
3217,>ath-miR8121,>lcl|Athaliana_AT4G13493.1,0
3218,>mtr-miR2633,>lcl|Mtruncatula_Medtr1g085480.1,1
3219,>mtr-miR5281b,>lcl|Mtruncatula_Medtr2g028720.1,0
3220,>gma-miR4386,>lcl|Gmax_Glyma.U020200.1,1
3221,>gma-miR10428,>lcl|Gmax_Glyma.17G251800.2,0
3222,>ath-miR8181,>CNT2087978,1
3223,>ath-miR3434-5p,>lcl|Athaliana_AT3G43522.1,0
3224,>mtr-miR5563-3p,>lcl|Mtruncatula_Medtr7g056523.1,1
3225,>mtr-miR5265,>lcl|Mtruncatula_Medtr5g084410.3,0
3226,>gma-miR9740,>lcl|Gmax_Glyma.11G005900.1,1
3227,>gma-miR4387c,>lcl|Gmax_Glyma.05G080300.2,0
3228,>ath-miR319a,>lcl|Athaliana_AT4G22440.1,1
3229,>ath-miR844-3p,>CNT2087584,0
3230,>mtr-miR5270a,>lcl|Mtruncatula_Medtr2g042340.1,1
3231,>mtr-miR171h,>lcl|Mtruncatula_Medtr2g105240.5,0
3232,>gma-miR10199,>lcl|Gmax_Glyma.06G291500.1,1
3233,>gma-miR5041-3p,>lcl|Gmax_Glyma.17G146200.1,0
3234,>ath-miR5643a,>CNT2087611,1
3235,>ath-miR832-5p,>CNT2084893,0
3236,>mtr-miR5242,>lcl|Mtruncatula_Medtr4g075490.1,1
3237,>mtr-miR395h,>lcl|Mtruncatula_Medtr0101s0020.3,0
3238,>gma-miR4993,>lcl|Gmax_Glyma.08G052200.1,1
3239,>gma-miR4386,>lcl|Gmax_Glyma.10G033300.1,0
3240,>ath-miR394b-3p,>CNT2086442,1
3241,>ath-miR848,>lcl|Athaliana_AT1G43320.1,0
3242,>mtr-miR5562-3p,>lcl|Mtruncatula_Medtr4g065470.1,1
3243,>mtr-miR5554a-5p,>lcl|Mtruncatula_Medtr1g095390.2,0
3244,>gma-miR5042-3p,>lcl|Gmax_Glyma.08G320400.1,1
3245,>gma-miR1507c-5p,>lcl|Gmax_Glyma.U022300.1,0
3246,>ath-miR397a,>CNT2087738,1
3247,>ath-miR2939,>lcl|Athaliana_AT5G47455.3,0
3248,>mtr-miR482-5p,>lcl|Mtruncatula_Medtr1728s0010.1,1
3249,>mtr-miR2622,>lcl|Mtruncatula_Medtr1g086180.1,0
3250,>gma-miR156d,>lcl|Gmax_Glyma.07G099300.2,1
3251,>gma-miR9731,>lcl|Gmax_Glyma.11G137200.1,0
3252,>ath-miR5642a,>CNT2087441,1
3253,>ath-miR5017-5p,>CNT2086717,0
3254,>mtr-miR5557-3p,>lcl|Mtruncatula_Medtr3g045140.1,1
3255,>mtr-miR2632a,>lcl|Mtruncatula_Medtr2g105230.5,0
3256,>gma-miR482e,>lcl|Gmax_Glyma.06G306400.1,1
3257,>gma-miR5780b,>lcl|Gmax_Glyma.U032600.1,0
3258,>ath-miR854a,>CNT2086562,1
3259,>ath-miR5021,>lcl|Athaliana_AT1G48315.1,0
3260,>mtr-miR5759,>lcl|Mtruncatula_Medtr2g028885.1,1
3261,>mtr-miR2642,>lcl|Mtruncatula_Medtr2g031430.1,0
3262,>gma-miR9748,>lcl|Gmax_Glyma.16G113400.1,1
3263,>gma-miR160a-3p,>lcl|Gmax_Glyma.14G072000.1,0
3264,>ath-miR832-5p,>NONATHT000983,1
3265,>ath-miR161.1,>NONATHT000772,0
3266,>mtr-miR319a-5p,>lcl|Mtruncatula_Medtr2g025240.1,1
3267,>mtr-miR2643a,>lcl|Mtruncatula_Medtr3g053460.2,0
3268,>gma-miR4414b,>lcl|Gmax_Glyma.07G271600.1,1
3269,>gma-miR167g,>lcl|Gmax_Glyma.08G276200.1,0
3270,>ath-miR5645a,>CNT2085887,1
3271,>ath-miR846-5p,>CNT2086613,0
3272,>mtr-miR2673a,>lcl|Mtruncatula_Medtr4g036635.1,1
3273,>mtr-miR2595,>lcl|Mtruncatula_Medtr0101s0020.4,0
3274,>gma-miR171a,>lcl|Gmax_Glyma.11G117900.3,1
3275,>gma-miR5769,>lcl|Gmax_Glyma.07G051900.1,0
3276,>ath-miR834,>lcl|Athaliana_AT2G38870.1,1
3277,>ath-miR870-3p,>NONATHT001652,0
3278,>mtr-miR168b,>lcl|Mtruncatula_Medtr3g087015.1,1
3279,>mtr-miR5759,>lcl|Mtruncatula_Medtr0152s0100.1,0
3280,>gma-miR156p,>lcl|Gmax_Glyma.02G300800.1,1
3281,>gma-miR2109-5p,>lcl|Gmax_Glyma.16G092300.1,0
3282,>ath-miR8171,>lcl|Athaliana_AT4G06732.1,1
3283,>ath-miR5633,>CNT2085302,0
3284,>mtr-miR171f,>lcl|Mtruncatula_Medtr2g102705.1,1
3285,>mtr-miR2670e,>lcl|Mtruncatula_Medtr1g086180.2,0
3286,>gma-miR4994-3p,>lcl|Gmax_Glyma.15G214200.1,1
3287,>gma-miR166j-3p,>lcl|Gmax_Glyma.11G136800.1,0
3288,>ath-miR399e,>lcl|Athaliana_AT1G53687.1,1
3289,>ath-miR161.1,>lcl|Athaliana_AT2G21000.1,0
3290,>mtr-miR319d-5p,>lcl|Mtruncatula_Medtr3g074440.1,1
3291,>mtr-miR5255,>lcl|Mtruncatula_Medtr7g111640.2,0
3292,>gma-miR394b-3p,>lcl|Gmax_Glyma.06G322400.1,1
3293,>gma-miR319a,>lcl|Gmax_Glyma.11G013200.1,0
3294,>ath-miR8181,>lcl|Athaliana_AT2G20921.1,1
3295,>ath-miR5014a-5p,>CNT2088773,0
3296,>mtr-miR2667a,>lcl|Mtruncatula_Medtr0237s0020.1,1
3297,>mtr-miR169a,>lcl|Mtruncatula_Medtr3g109685.1,0
3298,>gma-miR156z,>lcl|Gmax_Glyma.06G007200.1,1
3299,>gma-miR4416b,>lcl|Gmax_Glyma.02G087300.1,0
3300,>ath-miR5629,>lcl|Athaliana_AT4G22233.1,1
3301,>ath-miR865-5p,>NONATHT000258,0
3302,>mtr-miR5742,>lcl|Mtruncatula_Medtr6g053130.1,1
3303,>mtr-miR2617a,>lcl|Mtruncatula_Medtr4g053180.2,0
3304,>gma-miR5034,>lcl|Gmax_Glyma.16G135600.1,1
3305,>gma-miR4353,>lcl|Gmax_Glyma.07G051900.1,0
3306,>ath-miR8176,>lcl|Athaliana_AT4G16450.1,1
3307,>ath-miR833a-3p,>CNT2088810,0
3308,>mtr-miR5554a-3p,>lcl|Mtruncatula_Medtr2g437780.1,1
3309,>mtr-miR5253,>lcl|Mtruncatula_Medtr1g107440.2,0
3310,>gma-miR169s-3p,>lcl|Gmax_Glyma.17G079300.1,1
3311,>gma-miR4371b,>lcl|Gmax_Glyma.11G136800.1,0
3312,>ath-miR854a,>lcl|Athaliana_AT3G26812.1,1
3313,>ath-miR870-5p,>CNT2087547,0
3314,>mtr-miR160a,>lcl|Mtruncatula_Medtr4g086000.1,1
3315,>mtr-miR2606c,>lcl|Mtruncatula_Medtr4g053180.2,0
3316,>gma-miR4387d,>lcl|Gmax_Glyma.07G239300.1,1
3317,>gma-miR9734,>lcl|Gmax_Glyma.03G179400.1,0
3318,>ath-miR5020a,>CNT2088285,1
3319,>ath-miR3933,>CNT2085439,0
3320,>mtr-miR319b-5p,>lcl|Mtruncatula_Medtr7g050285.1,1
3321,>mtr-miR2629h,>lcl|Mtruncatula_Medtr3g117730.1,0
3322,>gma-miR5037a,>lcl|Gmax_Glyma.U007400.1,1
3323,>gma-miR5767,>lcl|Gmax_Glyma.01G175700.9,0
3324,>ath-miR773b-3p,>CNT2087921,1
3325,>ath-miR846-3p,>lcl|Athaliana_AT1G48953.1,0
3326,>mtr-miR156d-3p,>lcl|Mtruncatula_Medtr2g041010.1,1
3327,>mtr-miR5748,>lcl|Mtruncatula_Medtr2g105230.5,0
3328,>gma-miR9748,>lcl|Gmax_Glyma.18G279700.2,1
3329,>gma-miR1518,>lcl|Gmax_Glyma.12G082900.1,0
3330,>ath-miR162a-3p,>lcl|Athaliana_AT2G19755.1,1
3331,>ath-miR5017-3p,>lcl|Athaliana_AT2G07486.1,0
3332,>mtr-miR398b,>lcl|Mtruncatula_Medtr1g109140.1,1
3333,>mtr-miR2599,>lcl|Mtruncatula_Medtr7g102320.4,0
3334,>gma-miR4351,>lcl|Gmax_Glyma.13G073100.1,1
3335,>gma-miR156g,>lcl|Gmax_Glyma.02G111100.1,0
3336,>ath-miR394b-3p,>lcl|Athaliana_AT5G31536.1,1
3337,>ath-miR171a-3p,>CNT2085513,0
3338,>mtr-miR164a,>lcl|Mtruncatula_Medtr7g082560.1,1
3339,>mtr-miR5226,>lcl|Mtruncatula_Medtr2g105230.5,0
3340,>gma-miR9749,>lcl|Gmax_Glyma.16G034800.1,1
3341,>gma-miR5371-5p,>lcl|Gmax_Glyma.15G272500.1,0
3342,>ath-miR8175,>CNT2088711,1
3343,>ath-miR395a,>CNT2088648,0
3344,>mtr-miR166d,>lcl|Mtruncatula_Medtr5g097710.1,1
3345,>mtr-miR164a,>lcl|Mtruncatula_Medtr3g053460.2,0
3346,>gma-miR5037c,>lcl|Gmax_Glyma.13G242500.1,1
3347,>gma-miR9746i,>lcl|Gmax_Glyma.18G078100.1,0
3348,>ath-miR5996,>lcl|Athaliana_AT5G04080.1,1
3349,>ath-miR161.1,>NONATHT001277,0
3350,>mtr-miR2591,>lcl|Mtruncatula_Medtr1g071670.1,1
3351,>mtr-miR5240,>lcl|Mtruncatula_Medtr4g053180.2,0
3352,>gma-miR398c,>lcl|Gmax_Glyma.09G036600.1,1
3353,>gma-miR9750-5p,>lcl|Gmax_Glyma.05G080300.1,0
3354,>ath-miR834,>CNT2086734,1
3355,>ath-miR5013,>CNT2086587,0
3356,>mtr-miR5282,>lcl|Mtruncatula_Medtr3g015270.1,1
3357,>mtr-miR5554a-3p,>lcl|Mtruncatula_Medtr1g086180.2,0
3358,>gma-miR159e-5p,>lcl|Gmax_Glyma.08G230200.1,1
3359,>gma-miR9743,>lcl|Gmax_Glyma.U034900.1,0
3360,>ath-miR8172,>lcl|Athaliana_AT1G74545.1,1
3361,>ath-miR426,>lcl|Athaliana_AT3G14185.1,0
3362,>mtr-miR399d,>lcl|Mtruncatula_Medtr8g052495.1,1
3363,>mtr-miR2624,>lcl|Mtruncatula_Medtr2g105230.5,0
3364,>gma-miR5034,>lcl|Gmax_Glyma.13G155000.1,1
3365,>gma-miR5675,>lcl|Gmax_Glyma.11G157900.1,0
3366,>ath-miR5639-3p,>NONATHT001186,1
3367,>ath-miR831-3p,>CNT2087362,0
3368,>mtr-miR164d,>lcl|Mtruncatula_Medtr7g079220.1,1
3369,>mtr-miR5287b,>lcl|Mtruncatula_Medtr5g048060.2,0
3370,>gma-miR1507c-5p,>lcl|Gmax_Glyma.17G191800.1,1
3371,>gma-miR1520b,>lcl|Gmax_Glyma.07G094600.1,0
3372,>ath-miR390a-5p,>lcl|Athaliana_AT2G31585.2,1
3373,>ath-miR5661,>CNT2087494,0
3374,>mtr-miR5261,>lcl|Mtruncatula_Medtr7g090720.1,1
3375,>mtr-miR2611,>lcl|Mtruncatula_Medtr7g078390.1,0
3376,>gma-miR167k,>lcl|Gmax_Glyma.07G098700.1,1
3377,>gma-miR5672,>lcl|Gmax_Glyma.07G098900.1,0
3378,>ath-miR8176,>CNT2088691,1
3379,>ath-miR863-3p,>lcl|Athaliana_AT2G03650.1,0
3380,>mtr-miR2621,>lcl|Mtruncatula_Medtr3g010405.1,1
3381,>mtr-miR2662,>lcl|Mtruncatula_Medtr1g107440.6,0
3382,>gma-miR156g,>lcl|Gmax_Glyma.11G173500.1,1
3383,>gma-miR171k-5p,>lcl|Gmax_Glyma.16G020900.3,0
3384,>ath-miR8181,>CNT2086789,1
3385,>ath-miR472-3p,>CNT2087983,0
3386,>mtr-miR5224a,>lcl|Mtruncatula_Medtr4g032815.1,1
3387,>mtr-miR5256,>lcl|Mtruncatula_Medtr0101s0020.2,0
3388,>gma-miR169o,>lcl|Gmax_Glyma.04G132500.1,1
3389,>gma-miR9748,>lcl|Gmax_Glyma.16G055000.2,0
3390,>ath-miR8171,>CNT2085393,1
3391,>ath-miR390a-3p,>NONATHT002107,0
3392,>mtr-miR5252,>lcl|Mtruncatula_Medtr3g467470.1,1
3393,>mtr-miR319c-3p,>lcl|Mtruncatula_Medtr5g084410.2,0
3394,>gma-miR10447,>lcl|Gmax_Glyma.07G169400.1,1
3395,>gma-miR5673,>lcl|Gmax_Glyma.04G237800.1,0
3396,>ath-miR156d-3p,>lcl|Athaliana_AT2G27535.1,1
3397,>ath-miR8170-5p,>CNT2087041,0
3398,>mtr-miR5557-3p,>lcl|Mtruncatula_Medtr8g015260.1,1
3399,>mtr-miR399c,>lcl|Mtruncatula_Medtr2g023920.2,0
3400,>gma-miR4414a-3p,>lcl|Gmax_Glyma.07G183800.1,1
3401,>gma-miR159c,>lcl|Gmax_Glyma.07G135200.1,0
3402,>ath-miR5658,>CNT2085738,1
3403,>ath-miR5651,>lcl|Athaliana_AT2G11502.1,0
3404,>mtr-miR5239,>lcl|Mtruncatula_Medtr7g052650.1,1
3405,>mtr-miR5231,>lcl|Mtruncatula_Medtr1g086180.1,0
3406,>gma-miR4398,>lcl|Gmax_Glyma.05G087800.1,1
3407,>gma-miR10424a,>lcl|Gmax_Glyma.01G175700.9,0
3408,>ath-miR8168,>CNT2085229,1
3409,>ath-miR8170-5p,>lcl|Athaliana_AT3G07230.1,0
3410,>mtr-miR1507-3p,>lcl|Mtruncatula_Medtr4g015020.1,1
3411,>mtr-miR2089-5p,>lcl|Mtruncatula_Medtr2g028720.1,0
3412,>gma-miR4395,>lcl|Gmax_Glyma.12G110000.1,1
3413,>gma-miR1512a-5p,>lcl|Gmax_Glyma.16G092300.1,0
3414,>ath-miR5658,>lcl|Athaliana_AT1G54700.1,1
3415,>ath-miR5595a,>CNT2088776,0
3416,>mtr-miR159b,>lcl|Mtruncatula_Medtr7g112850.1,1
3417,>mtr-miR5262,>lcl|Mtruncatula_Medtr7g102320.4,0
3418,>gma-miR5036,>lcl|Gmax_Glyma.13G011200.1,1
3419,>gma-miR397b-3p,>lcl|Gmax_Glyma.15G110100.1,0
3420,>ath-miR164a,>lcl|Athaliana_AT3G60890.1,1
3421,>ath-miR781a,>lcl|Athaliana_AT2G14415.1,0
3422,>mtr-miR5298a,>lcl|Mtruncatula_Medtr7g093050.1,1
3423,>mtr-miR167b-3p,>lcl|Mtruncatula_Medtr1g054150.1,0
3424,>gma-miR9737,>lcl|Gmax_Glyma.10G094600.1,1
3425,>gma-miR171b-3p,>lcl|Gmax_Glyma.07G098900.1,0
3426,>ath-miR399c-5p,>lcl|Athaliana_AT5G31758.1,1
3427,>ath-miR399b,>CNT2084860,0
3428,>mtr-miR5276,>lcl|Mtruncatula_Medtr6g006840.1,1
3429,>mtr-miR5286a,>lcl|Mtruncatula_Medtr2g028720.1,0
3430,>gma-miR482a-5p,>lcl|Gmax_Glyma.20G024300.1,1
3431,>gma-miR1517,>lcl|Gmax_Glyma.10G256400.1,0
3432,>ath-miR156a-5p,>lcl|Athaliana_AT2G47015.1,1
3433,>ath-miR5997,>CNT2086206,0
3434,>mtr-miR164d,>lcl|Mtruncatula_Medtr1g052595.1,1
3435,>mtr-miR7697-5p,>lcl|Mtruncatula_Medtr7g108080.1,0
3436,>gma-miR9748,>lcl|Gmax_Glyma.11G168100.1,1
3437,>gma-miR156d,>lcl|Gmax_Glyma.15G110100.1,0
3438,>ath-miR771,>At4,1
3439,>ath-miR5631,>CNT2088409,0
3440,>mtr-miR5754,>lcl|Mtruncatula_Medtr8g009440.1,1
3441,>mtr-miR5287b,>lcl|Mtruncatula_Medtr1g107440.6,0
3442,>gma-miR5043,>lcl|Gmax_Glyma.15G136600.1,1
3443,>gma-miR10410a,>lcl|Gmax_Glyma.13G020800.1,0
3444,>ath-miR832-5p,>CNT2086300,1
3445,>ath-miR158a-3p,>NONATHT002739,0
3446,>mtr-miR2602a,>lcl|Mtruncatula_Medtr8g469560.1,1
3447,>mtr-miR2089-5p,>lcl|Mtruncatula_Medtr5g048060.2,0
3448,>gma-miR408d,>lcl|Gmax_Glyma.15G000200.1,1
3449,>gma-miR319d,>lcl|Gmax_Glyma.06G247400.1,0
3450,>ath-miR5020a,>lcl|Athaliana_AT1G19830.1,1
3451,>ath-miR413,>CNT2087000,0
3452,>mtr-miR166d,>lcl|Mtruncatula_Medtr2g036870.1,1
3453,>mtr-miR1510a-3p,>lcl|Mtruncatula_Medtr1g107440.6,0
3454,>gma-miR319h,>lcl|Gmax_Glyma.02G080100.1,1
3455,>gma-miR4375,>lcl|Gmax_Glyma.13G372800.1,0
3456,>ath-miR5659,>CNT2087613,1
3457,>ath-miR828,>lcl|Athaliana_AT2G27775.1,0
3458,>mtr-miR2613,>lcl|Mtruncatula_Medtr2g064200.1,1
3459,>mtr-miR2600a,>lcl|Mtruncatula_Medtr4g059760.1,0
3460,>gma-miR395d,>lcl|Gmax_Glyma.14G142000.1,1
3461,>gma-miR4388,>lcl|Gmax_Glyma.17G146200.1,0
3462,>ath-miR399b,>lcl|Athaliana_AT1G54700.1,1
3463,>ath-miR5997,>lcl|Athaliana_AT4G34600.1,0
3464,>mtr-miR2639,>lcl|Mtruncatula_Medtr1g109600.1,1
3465,>mtr-miR5233,>lcl|Mtruncatula_Medtr0016s0040.1,0
3466,>gma-miR399l,>lcl|Gmax_Glyma.19G092800.1,1
3467,>gma-miR4414a-3p,>lcl|Gmax_Glyma.01G083400.3,0
3468,>ath-miR5643a,>CNT2085737,1
3469,>ath-miR866-3p,>CNT2086123,0
3470,>mtr-miR166c,>lcl|Mtruncatula_Medtr1g047290.1,1
3471,>mtr-miR5209,>lcl|Mtruncatula_Medtr1g095390.2,0
3472,>gma-miR167g,>lcl|Gmax_Glyma.09G069200.1,1
3473,>gma-miR4380a,>lcl|Gmax_Glyma.12G061000.1,0
3474,>ath-miR841a-5p,>lcl|Athaliana_AT1G05575.1,1
3475,>ath-miR5026,>lcl|Athaliana_AT3G42254.1,0
3476,>mtr-miR5293,>lcl|Mtruncatula_Medtr2g038220.1,1
3477,>mtr-miR2673a,>lcl|Mtruncatula_Medtr1g107440.2,0
3478,>gma-miR393c-5p,>lcl|Gmax_Glyma.15G133000.1,1
3479,>gma-miR393b,>lcl|Gmax_Glyma.08G276200.1,0
3480,>ath-miR163,>CNT2087481,1
3481,>ath-miR868-3p,>CNT2086332,0
3482,>mtr-miR5557-3p,>lcl|Mtruncatula_Medtr3g105375.1,1
3483,>mtr-miR2670f,>lcl|Mtruncatula_Medtr0101s0020.2,0
3484,>gma-miR5774a,>lcl|Gmax_Glyma.14G125900.1,1
3485,>gma-miR5038a,>lcl|Gmax_Glyma.15G148400.1,0
3486,>ath-miR8176,>lcl|Athaliana_AT4G38545.1,1
3487,>ath-miR390a-5p,>NONATHT003493,0
3488,>mtr-miR5557-3p,>lcl|Mtruncatula_Medtr1g047150.1,1
3489,>mtr-miR5257,>lcl|Mtruncatula_Medtr1g107440.2,0
3490,>gma-miR4378a,>lcl|Gmax_Glyma.07G136300.1,1
3491,>gma-miR530a,>lcl|Gmax_Glyma.U006200.2,0
3492,>ath-miR854a,>CNT2087348,1
3493,>ath-miR5998a,>lcl|Athaliana_AT1G20515.1,0
3494,>mtr-miR319d-3p,>lcl|Mtruncatula_Medtr0021s0250.1,1
3495,>mtr-miR5212-3p,>lcl|Mtruncatula_Medtr3g466420.1,0
3496,>gma-miR5766,>lcl|Gmax_Glyma.10G033400.1,1
3497,>gma-miR164b,>lcl|Gmax_Glyma.08G342400.1,0
3498,>ath-miR391-5p,>NONATHT001463,1
3499,>ath-miR5998a,>lcl|Athaliana_AT4G03912.1,0
3500,>mtr-miR319a-5p,>lcl|Mtruncatula_Medtr3g086490.1,1
3501,>mtr-miR2654,>lcl|Mtruncatula_Medtr2g009910.2,0
3502,>gma-miR482b-5p,>lcl|Gmax_Glyma.20G130500.2,1
3503,>gma-miR1520l,>lcl|Gmax_Glyma.11G013200.3,0
3504,>ath-miR164a,>CNT2087836,1
3505,>ath-miR776,>CNT2089127,0
3506,>mtr-miR319d-3p,>lcl|Mtruncatula_Medtr4g077030.1,1
3507,>mtr-miR5230,>lcl|Mtruncatula_Medtr4g049300.2,0
3508,>gma-miR9752,>lcl|Gmax_Glyma.10G282800.1,1
3509,>gma-miR390e,>lcl|Gmax_Glyma.04G116800.1,0
3510,>ath-miR447a-3p,>CNT2087915,1
3511,>ath-miR837-3p,>CNT2085461,0
3512,>mtr-miR2616,>lcl|Mtruncatula_Medtr0297s0030.1,1
3513,>mtr-miR5261,>lcl|Mtruncatula_Medtr1g107440.6,0
3514,>gma-miR394b-5p,>lcl|Gmax_Glyma.03G030200.1,1
3515,>gma-miR4397-5p,>lcl|Gmax_Glyma.18G210200.1,0
3516,>ath-miR4227,>lcl|Athaliana_AT5G06865.2,1
3517,>ath-miR861-3p,>lcl|Athaliana_AT5G42410.1,0
3518,>mtr-miR5277,>lcl|Mtruncatula_Medtr3g107620.1,1
3519,>mtr-miR5289a,>lcl|Mtruncatula_Medtr1g095390.2,0
3520,>gma-miR168a,>lcl|Gmax_Glyma.16G011400.1,1
3521,>gma-miR5765,>lcl|Gmax_Glyma.07G197400.1,0
3522,>ath-miR156f-3p,>lcl|Athaliana_AT2G05510.6,1
3523,>ath-miR837-3p,>lcl|Athaliana_AT4G09840.1,0
3524,>mtr-miR5280,>lcl|Mtruncatula_Medtr2g067520.1,1
3525,>mtr-miR5252,>lcl|Mtruncatula_Medtr2g009910.2,0
3526,>gma-miR9763,>lcl|Gmax_Glyma.09G231300.1,1
3527,>gma-miR1512b,>lcl|Gmax_Glyma.08G328700.1,0
3528,>ath-miR8180,>NONATHT002802,1
3529,>ath-miR397a,>lcl|Athaliana_AT5G30428.1,0
3530,>mtr-miR5233,>lcl|Mtruncatula_Medtr2g048805.1,1
3531,>mtr-miR5229a,>lcl|Mtruncatula_Medtr4g072130.1,0
3532,>gma-miR4355,>lcl|Gmax_Glyma.15G141500.1,1
3533,>gma-miR9738,>lcl|Gmax_Glyma.07G197400.1,0
3534,>ath-miR8181,>NONATHT002207,1
3535,>ath-miR403-3p,>CNT2088870,0
3536,>mtr-miR172b,>lcl|Mtruncatula_Medtr1g016930.1,1
3537,>mtr-miR2619b-3p,>lcl|Mtruncatula_Medtr7g108080.1,0
3538,>gma-miR167c,>lcl|Gmax_Glyma.12G007100.1,1
3539,>gma-miR396a-5p,>lcl|Gmax_Glyma.17G251800.2,0
3540,>ath-miR5654-3p,>CNT2087885,1
3541,>ath-miR4239,>CNT2086076,0
3542,>mtr-miR2586b,>lcl|Mtruncatula_Medtr8g052550.1,1
3543,>mtr-miR2596,>lcl|Mtruncatula_Medtr8g022770.3,0
3544,>gma-miR482c-5p,>lcl|Gmax_Glyma.08G022200.1,1
3545,>gma-miR172h-5p,>lcl|Gmax_Glyma.17G124000.1,0
3546,>ath-miR472-3p,>lcl|Athaliana_AT5G52901.1,1
3547,>ath-miR3434-5p,>lcl|Athaliana_AT3G27990.1,0
3548,>mtr-miR5254,>lcl|Mtruncatula_Medtr8g030480.1,1
3549,>mtr-miR5272f,>lcl|Mtruncatula_Medtr5g074570.1,0
3550,>gma-miR4995,>lcl|Gmax_Glyma.20G146400.1,1
3551,>gma-miR4998,>lcl|Gmax_Glyma.13G020800.1,0
3552,>ath-miR778,>lcl|Athaliana_AT1G44075.1,1
3553,>ath-miR868-3p,>lcl|Athaliana_AT1G35130.1,0
3554,>mtr-miR2592bo-5p,>lcl|Mtruncatula_Medtr3g073700.1,1
3555,>mtr-miR2593a,>lcl|Mtruncatula_Medtr1g095390.2,0
3556,>gma-miR4387d,>lcl|Gmax_Glyma.19G075900.1,1
3557,>gma-miR9757,>lcl|Gmax_Glyma.16G121100.1,0
3558,>ath-miR167d,>CNT2086624,1
3559,>ath-miR4227,>CNT2085753,0
3560,>mtr-miR5209,>lcl|Mtruncatula_Medtr5g067050.1,1
