,A,B,A_seq,B_seq,Label,pair_seq
3663,>hsa-miR-148a-3p,>ENST00000498917.2,,,1,
3664,>hsa-miR-328-3p,>ENST00000534499.1,,,0,
3665,>hsa-miR-384,>ENST00000565256.1,,,0,
3666,>hsa-miR-4306,>ENST00000440150.5,,,0,
3667,>hsa-miR-497-5p,>ENST00000412882.5,,,0,
3668,>hsa-miR-372-3p,>ENST00000612281.1,,,0,
3669,>hsa-miR-27b-3p,>ENST00000498624.1,,,0,
3670,>hsa-miR-93-5p,>ENST00000509012.5,,,1,
3671,>hsa-miR-328-3p,>ENST00000537068.5,,,1,
3672,>hsa-miR-421,>ENST00000427820.1,,,0,
3673,>hsa-miR-495-3p,>ENST00000438777.5,,,1,
3674,>hsa-miR-106a-5p,>ENST00000573860.1,,,0,
3675,>hsa-miR-195-5p,>ENST00000464115.1,,,1,
3676,>hsa-miR-450a-5p,>ENST00000582881.1,,,0,
3677,>hsa-miR-708-5p,>ENST00000554032.1,,,0,
3678,>hsa-miR-4735-3p,>ENST00000443799.5,,,1,
3679,>hsa-miR-424-5p,>ENST00000550601.5,,,1,
3680,>hsa-miR-128-3p,>ENST00000478824.1,,,0,
3681,>hsa-miR-421,>ENST00000466893.5,,,1,
3682,>hsa-miR-372-3p,>ENST00000509295.5,,,0,
3683,>hsa-miR-422a,>ENST00000518947.6,,,0,
3684,>hsa-miR-216a-5p,>ENST00000535643.5,,,0,
3685,>hsa-miR-135a-5p,>ENST00000496733.6,,,1,
3686,>hsa-miR-1297,>ENST00000452197.5,,,1,
3687,>hsa-miR-15a-5p,>ENST00000444126.5,,,1,
3688,>hsa-miR-326,>ENST00000436126.5,,,1,
3689,>hsa-miR-181d-5p,>ENST00000500970.5,,,0,
3690,>hsa-miR-136-5p,>ENST00000409898.2,,,0,
3691,>hsa-miR-425-5p,>ENST00000521609.5,,,1,
3692,>hsa-miR-302d-3p,>ENST00000566531.1,,,1,
3693,>hsa-miR-103a-3p,>ENST00000447424.5,,,1,
3694,>hsa-miR-4295,>ENST00000582096.1,,,0,
3695,>hsa-miR-590-3p,>ENST00000517641.1,,,0,
3696,>hsa-miR-4458,>ENST00000498624.1,,,0,
3697,>hsa-miR-29a-3p,>ENST00000419237.1,,,1,
3698,>hsa-miR-146b-5p,>ENST00000501194.2,,,0,
3699,>hsa-miR-139-5p,>ENST00000502041.2,,,0,
3700,>hsa-miR-130a-3p,>ENST00000450713.1,,,1,
3701,>hsa-miR-761,>ENST00000398474.7,,,0,
3702,>hsa-miR-205-5p,>ENST00000449351.5,,,0,
3703,>hsa-miR-130a-3p,>ENST00000521034.1,,,0,
3704,>hsa-miR-214-3p,>ENST00000562391.5,,,1,
3705,>hsa-miR-497-5p,>ENST00000568970.1,,,1,
3706,>hsa-miR-873-5p,>ENST00000588027.5,,,1,
3707,>hsa-miR-181d-5p,>ENST00000599315.5,,,1,
3708,>hsa-miR-199a-5p,>ENST00000590522.1,,,1,
3709,>hsa-miR-18b-5p,>ENST00000523995.1,,,0,
3710,>hsa-miR-376a-3p,>ENST00000585451.5,,,1,
3711,>hsa-miR-101-3p,>ENST00000602587.5,,,1,
3712,>hsa-miR-20b-5p,>ENST00000418300.1,,,0,
3713,>hsa-miR-504-5p,>ENST00000596058.5,,,1,
3714,>hsa-miR-29b-3p,>ENST00000578730.1,,,0,
3715,>hsa-miR-4735-3p,>ENST00000546682.5,,,0,
3716,>hsa-miR-148b-3p,>ENST00000602516.1,,,1,
3717,>hsa-miR-9-5p,>ENST00000456161.5,,,1,
3718,>hsa-miR-93-5p,>ENST00000422761.1,,,1,
3719,>hsa-miR-433-3p,>ENST00000500036.2,,,1,
3720,>hsa-miR-128-3p,>ENST00000416329.5,,,1,
3721,>hsa-miR-130a-3p,>ENST00000604571.1,,,0,
3722,>hsa-miR-186-5p,>ENST00000630598.1,,,1,
3723,>hsa-miR-139-5p,>ENST00000450314.6,,,0,
3724,>hsa-miR-320d,>ENST00000616030.4,,,0,
3725,>hsa-miR-106b-5p,>ENST00000429865.5,,,1,
3726,>hsa-miR-449b-5p,>ENST00000504474.5,,,1,
3727,>hsa-miR-543,>ENST00000479395.2,,,0,
3728,>hsa-miR-26a-5p,>ENST00000593427.1,,,0,
3729,>hsa-miR-4500,>ENST00000512802.1,,,0,
3730,>hsa-miR-23b-3p,>ENST00000458220.1,,,1,
3731,>hsa-miR-34a-5p,>ENST00000436377.1,,,1,
3732,>hsa-miR-544a,>ENST00000509295.5,,,1,
3733,>hsa-miR-26b-5p,>ENST00000588716.5,,,0,
3734,>hsa-miR-454-3p,>ENST00000456876.1,,,1,
3735,>hsa-miR-758-3p,>ENST00000602587.5,,,1,
3736,>hsa-miR-181c-5p,>ENST00000588798.1,,,0,
3737,>hsa-miR-497-5p,>ENST00000423178.6,,,1,
3738,>hsa-miR-182-5p,>ENST00000594959.5,,,0,
3739,>hsa-miR-23c,>ENST00000512005.1,,,1,
3740,>hsa-miR-20a-5p,>ENST00000422740.1,,,0,
3741,>hsa-miR-342-3p,>ENST00000594472.1,,,0,
3742,>hsa-miR-136-5p,>ENST00000449469.5,,,1,
3743,>hsa-miR-210-3p,>ENST00000587306.5,,,0,
3744,>hsa-miR-4465,>ENST00000439024.1,,,0,
3745,>hsa-miR-103a-3p,>ENST00000436715.5,,,1,
3746,>hsa-miR-29c-3p,>ENST00000521242.1,,,0,
3747,>hsa-miR-98-5p,>ENST00000412297.1,,,0,
3748,>hsa-miR-372-3p,>ENST00000534671.1,,,0,
3749,>hsa-miR-320c,>ENST00000579024.5,,,1,
3750,>hsa-miR-330-5p,>ENST00000308604.5,,,1,
3751,>hsa-miR-377-3p,>ENST00000588803.1,,,0,
3752,>hsa-miR-185-5p,>ENST00000420707.5,,,0,
3753,>hsa-miR-9-5p,>ENST00000564629.1,,,0,
3754,>hsa-miR-18a-5p,>ENST00000509007.1,,,0,
3755,>hsa-miR-424-5p,>ENST00000539303.5,,,1,
3756,>hsa-miR-449b-5p,>ENST00000588223.5,,,0,
3757,>hsa-miR-7-5p,>ENST00000481898.5,,,0,
3758,>hsa-miR-148b-3p,>ENST00000531024.1,,,0,
3759,>hsa-miR-29b-3p,>ENST00000422008.5,,,1,
3760,>hsa-miR-520a-3p,>ENST00000511052.1,,,1,
3761,>hsa-miR-22-3p,>ENST00000579201.1,,,0,
3762,>hsa-miR-376a-3p,>ENST00000441075.1,,,0,
3763,>hsa-miR-378b,>ENST00000451355.2,,,1,
3764,>hsa-miR-200b-3p,>ENST00000578293.6,,,1,
3765,>hsa-miR-372-3p,>ENST00000569449.1,,,0,
3766,>hsa-miR-34c-5p,>ENST00000580278.5,,,0,
3767,>hsa-miR-505-3p,>ENST00000591332.5,,,0,
3768,>hsa-miR-4500,>ENST00000563750.1,,,1,
3769,>hsa-miR-378a-3p,>ENST00000593977.1,,,0,
3770,>hsa-miR-302a-3p,>ENST00000427669.5,,,0,
3771,>hsa-miR-485-5p,>ENST00000428584.5,,,0,
3772,>hsa-miR-181a-5p,>ENST00000505541.1,,,0,
3773,>hsa-miR-3118,>ENST00000457921.5,,,1,
3774,>hsa-miR-106b-5p,>ENST00000602089.5,,,0,
3775,>hsa-miR-152-3p,>ENST00000411861.5,,,1,
3776,>hsa-miR-449a,>ENST00000458686.5,,,1,
3777,>hsa-miR-30a-5p,>ENST00000413791.5,,,0,
3778,>hsa-miR-4735-3p,>ENST00000509760.1,,,0,
3779,>hsa-miR-206,>ENST00000583030.1,,,1,
3780,>hsa-miR-34c-5p,>ENST00000554852.5,,,0,
3781,>hsa-miR-449b-5p,>ENST00000527113.1,,,1,
3782,>hsa-miR-374a-5p,>ENST00000412059.5,,,1,
3783,>hsa-miR-374a-5p,>ENST00000588925.5,,,0,
3784,>hsa-miR-496,>ENST00000602516.1,,,1,
3785,>hsa-miR-378d,>ENST00000521708.1,,,0,
3786,>hsa-miR-454-3p,>ENST00000557373.1,,,0,
3787,>hsa-miR-199a-5p,>ENST00000449351.5,,,0,
3788,>hsa-miR-520c-3p,>ENST00000525636.5,,,0,
3789,>hsa-miR-92a-3p,>ENST00000424208.5,,,1,
3790,>hsa-miR-148a-3p,>ENST00000479588.1,,,0,
3791,>hsa-miR-3666,>ENST00000430259.1,,,0,
3792,>hsa-miR-193b-3p,>ENST00000585697.1,,,0,
3793,>hsa-miR-539-5p,>ENST00000592671.1,,,1,
3794,>hsa-miR-18b-5p,>ENST00000594557.1,,,0,
3795,>hsa-miR-320b,>ENST00000555379.1,,,1,
3796,>hsa-miR-340-5p,>ENST00000447911.6,,,1,
3797,>hsa-miR-320b,>ENST00000515466.1,,,0,
3798,>hsa-miR-130b-3p,>ENST00000600643.5,,,0,
3799,>hsa-miR-153-3p,>ENST00000546682.5,,,0,
3800,>hsa-miR-373-3p,>ENST00000631093.1,,,1,
3801,>hsa-miR-181c-5p,>ENST00000445097.2,,,0,
3802,>hsa-miR-543,>ENST00000569449.1,,,1,
3803,>hsa-miR-106a-5p,>ENST00000445097.2,,,0,
3804,>hsa-miR-378i,>ENST00000594562.1,,,0,
3805,>hsa-miR-26b-5p,>ENST00000562919.1,,,0,
3806,>hsa-miR-211-5p,>ENST00000558423.1,,,1,
3807,>hsa-miR-302a-3p,>ENST00000566531.1,,,1,
3808,>hsa-miR-1297,>ENST00000561275.5,,,1,
3809,>hsa-miR-302d-3p,>ENST00000594230.1,,,1,
3810,>hsa-miR-181b-5p,>ENST00000580467.5,,,1,
3811,>hsa-miR-544a,>ENST00000436656.5,,,1,
3812,>hsa-miR-374a-5p,>ENST00000561226.5,,,1,
3813,>hsa-miR-15a-5p,>ENST00000590932.5,,,1,
3814,>hsa-miR-30c-5p,>ENST00000413148.1,,,0,
3815,>hsa-miR-205-5p,>ENST00000505537.1,,,1,
3816,>hsa-miR-4262,>ENST00000601318.1,,,1,
3817,>hsa-miR-329-3p,>ENST00000447959.1,,,0,
3818,>hsa-miR-19a-3p,>ENST00000547492.1,,,0,
3819,>hsa-miR-497-5p,>ENST00000587306.5,,,0,
3820,>hsa-miR-16-5p,>ENST00000440395.1,,,1,
3821,>hsa-miR-3118,>ENST00000413911.1,,,0,
3822,>hsa-miR-144-3p,>ENST00000514905.5,,,0,
3823,>hsa-miR-4295,>ENST00000414894.1,,,1,
3824,>hsa-miR-153-3p,>ENST00000599315.5,,,0,
3825,>hsa-miR-16-5p,>ENST00000589830.1,,,1,
3826,>hsa-miR-30a-5p,>ENST00000532249.1,,,1,
3827,>hsa-miR-876-5p,>ENST00000456746.5,,,1,
3828,>hsa-miR-199b-5p,>ENST00000541775.5,,,0,
3829,>hsa-miR-3666,>ENST00000512287.1,,,1,
3830,>hsa-miR-876-5p,>ENST00000452197.5,,,1,
3831,>hsa-miR-106b-5p,>ENST00000451828.1,,,0,
3832,>hsa-miR-214-3p,>ENST00000572453.1,,,0,
3833,>hsa-miR-326,>ENST00000457649.6,,,0,
3834,>hsa-miR-15a-5p,>ENST00000585358.5,,,1,
3835,>hsa-miR-107,>ENST00000499948.2,,,0,
3836,>hsa-miR-92b-3p,>ENST00000423178.6,,,0,
3837,>hsa-miR-326,>ENST00000425595.5,,,1,
3838,>hsa-miR-874-3p,>ENST00000575139.1,,,0,
3839,>hsa-miR-30c-5p,>ENST00000578730.1,,,1,
3840,>hsa-miR-106a-5p,>ENST00000587743.1,,,1,
3841,>hsa-miR-214-3p,>ENST00000522132.1,,,0,
3842,>hsa-miR-485-5p,>ENST00000429865.5,,,0,
3843,>hsa-miR-29b-3p,>ENST00000592750.5,,,0,
3844,>hsa-miR-373-3p,>ENST00000448136.5,,,1,
3845,>hsa-miR-23a-3p,>ENST00000455838.5,,,1,
3846,>hsa-miR-4500,>ENST00000552511.1,,,1,
3847,>hsa-miR-520c-3p,>ENST00000449175.1,,,0,
3848,>hsa-miR-20b-5p,>ENST00000429865.5,,,1,
3849,>hsa-miR-30b-5p,>ENST00000560545.1,,,1,
3850,>hsa-miR-425-5p,>ENST00000555766.1,,,0,
3851,>hsa-miR-7-5p,>ENST00000398461.5,,,1,
3852,>hsa-miR-4306,>ENST00000494680.6,,,1,
3853,>hsa-miR-373-3p,>ENST00000625218.1,,,1,
3854,>hsa-miR-373-3p,>ENST00000614277.1,,,0,
3855,>hsa-miR-15a-5p,>ENST00000438589.1,,,1,
3856,>hsa-miR-301a-3p,>ENST00000420503.1,,,1,
3857,>hsa-miR-34a-5p,>ENST00000556407.5,,,0,
3858,>hsa-miR-449a,>ENST00000602587.5,,,1,
3859,>hsa-miR-340-5p,>ENST00000551361.1,,,1,
3860,>hsa-miR-155-5p,>ENST00000419746.5,,,1,
3861,>hsa-miR-497-5p,>ENST00000419746.5,,,1,
3862,>hsa-miR-613,>ENST00000577000.1,,,1,
3863,>hsa-miR-543,>ENST00000499418.2,,,0,
3864,>hsa-miR-4465,>ENST00000507799.1,,,0,
3865,>hsa-miR-4465,>ENST00000560545.1,,,1,
3866,>hsa-miR-613,>ENST00000506897.1,,,0,
3867,>hsa-miR-17-5p,>ENST00000519043.5,,,0,
3868,>hsa-miR-302e,>ENST00000450998.5,,,1,
3869,>hsa-miR-329-3p,>ENST00000451141.1,,,0,
3870,>hsa-miR-23c,>ENST00000587036.5,,,1,
3871,>hsa-miR-122-5p,>ENST00000601396.5,,,1,
3872,>hsa-miR-4782-3p,>ENST00000548801.1,,,0,
3873,>hsa-miR-4735-3p,>ENST00000456812.6,,,1,
3874,>hsa-miR-590-3p,>ENST00000566942.1,,,1,
3875,>hsa-miR-4644,>ENST00000596088.5,,,1,
3876,>hsa-miR-28-5p,>ENST00000418954.2,,,0,
3877,>hsa-miR-543,>ENST00000578572.1,,,1,
3878,>hsa-miR-4306,>ENST00000414600.1,,,0,
3879,>hsa-miR-130b-3p,>ENST00000553421.1,,,0,
3880,>hsa-miR-107,>ENST00000455131.5,,,1,
3881,>hsa-miR-520a-3p,>ENST00000568363.5,,,1,
3882,>hsa-miR-330-5p,>ENST00000564629.1,,,1,
3883,>hsa-miR-4306,>ENST00000446816.1,,,0,
3884,>hsa-miR-761,>ENST00000417942.5,,,1,
3885,>hsa-miR-4306,>ENST00000591166.1,,,1,
3886,>hsa-miR-424-5p,>ENST00000564206.1,,,1,
3887,>hsa-miR-30d-5p,>ENST00000423031.1,,,0,
3888,>hsa-miR-15b-5p,>ENST00000456104.5,,,1,
3889,>hsa-miR-372-3p,>ENST00000591920.5,,,0,
3890,>hsa-miR-148a-3p,>ENST00000428029.6,,,1,
3891,>hsa-miR-20b-5p,>ENST00000444375.1,,,0,
3892,>hsa-miR-4306,>ENST00000600376.5,,,1,
3893,>hsa-miR-520d-3p,>ENST00000566531.1,,,1,
3894,>hsa-miR-302a-3p,>ENST00000421206.1,,,0,
3895,>hsa-miR-499a-5p,>ENST00000602587.5,,,1,
3896,>hsa-miR-181c-5p,>ENST00000596050.5,,,1,
3897,>hsa-miR-496,>ENST00000577661.1,,,0,
3898,>hsa-miR-26b-5p,>ENST00000439498.5,,,0,
3899,>hsa-miR-200a-3p,>ENST00000594950.5,,,0,
3900,>hsa-miR-106a-5p,>ENST00000533146.5,,,0,
3901,>hsa-miR-182-5p,>ENST00000561542.1,,,0,
3902,>hsa-miR-205-5p,>ENST00000444489.5,,,1,
3903,>hsa-miR-103a-3p,>ENST00000440698.1,,,0,
3904,>hsa-miR-4644,>ENST00000454968.5,,,0,
3905,>hsa-miR-519d-3p,>ENST00000427306.2,,,1,
3906,>hsa-miR-454-3p,>ENST00000496968.5,,,0,
3907,>hsa-miR-20a-5p,>ENST00000439725.5,,,1,
3908,>hsa-miR-26a-5p,>ENST00000420335.5,,,1,
3909,>hsa-miR-449a,>ENST00000454129.5,,,1,
3910,>hsa-miR-4295,>ENST00000588798.1,,,0,
3911,>hsa-miR-101-3p,>ENST00000520619.1,,,1,
3912,>hsa-miR-181c-5p,>ENST00000499521.2,,,1,
3913,>hsa-miR-329-3p,>ENST00000455474.5,,,1,
3914,>hsa-miR-4465,>ENST00000458220.1,,,1,
3915,>hsa-miR-454-3p,>ENST00000500733.6,,,0,
3916,>hsa-miR-29b-3p,>ENST00000421068.5,,,1,
3917,>hsa-miR-18b-5p,>ENST00000501964.1,,,0,
3918,>hsa-miR-346,>ENST00000579383.5,,,1,
3919,>hsa-miR-101-3p,>ENST00000592195.1,,,0,
3920,>hsa-miR-373-3p,>ENST00000602823.1,,,1,
3921,>hsa-miR-221-3p,>ENST00000429962.1,,,0,
3922,>hsa-miR-122-5p,>ENST00000584816.5,,,1,
3923,>hsa-miR-221-3p,>ENST00000424518.5,,,1,
3924,>hsa-miR-106a-5p,>ENST00000616030.4,,,0,
3925,>hsa-miR-107,>ENST00000591956.1,,,0,
3926,>hsa-miR-141-3p,>ENST00000627197.1,,,1,
3927,>hsa-miR-372-3p,>ENST00000602418.5,,,1,
3928,>hsa-miR-142-3p,>ENST00000414894.1,,,0,
3929,>hsa-miR-29c-3p,>ENST00000449351.5,,,0,
3930,>hsa-miR-15a-5p,>ENST00000505873.1,,,1,
3931,>hsa-miR-376b-3p,>ENST00000538266.5,,,1,
3932,>hsa-miR-302d-3p,>ENST00000425884.5,,,0,
3933,>hsa-miR-128-3p,>ENST00000411670.5,,,1,
3934,>hsa-miR-302d-3p,>ENST00000561961.2,,,1,
3935,>hsa-miR-520a-3p,>ENST00000590213.1,,,1,
3936,>hsa-miR-3619-5p,>ENST00000417942.5,,,1,
3937,>hsa-miR-218-5p,>ENST00000577841.1,,,1,
3938,>hsa-miR-26b-5p,>ENST00000450784.5,,,1,
3939,>hsa-miR-873-5p,>ENST00000422008.5,,,1,
3940,>hsa-miR-497-5p,>ENST00000414600.1,,,0,
3941,>hsa-miR-29a-3p,>ENST00000631093.1,,,1,
3942,>hsa-miR-4644,>ENST00000492922.1,,,0,
3943,>hsa-miR-23c,>ENST00000450998.5,,,1,
3944,>hsa-miR-455-5p,>ENST00000422207.5,,,1,
3945,>hsa-miR-449a,>ENST00000586376.5,,,1,
3946,>hsa-miR-195-5p,>ENST00000580623.1,,,1,
3947,>hsa-miR-421,>ENST00000415236.1,,,1,
3948,>hsa-miR-506-3p,>ENST00000439494.1,,,0,
3949,>hsa-miR-141-3p,>ENST00000506206.5,,,0,
3950,>hsa-miR-23b-3p,>ENST00000588612.5,,,1,
3951,>hsa-miR-653-5p,>ENST00000587568.5,,,0,
3952,>hsa-miR-30c-5p,>ENST00000444968.1,,,0,
3953,>hsa-miR-19b-3p,>ENST00000435921.6,,,0,
3954,>hsa-miR-122-5p,>ENST00000512213.5,,,0,
3955,>hsa-miR-92b-3p,>ENST00000589187.5,,,1,
3956,>hsa-miR-425-5p,>ENST00000469846.2,,,1,
3957,>hsa-miR-196b-5p,>ENST00000589255.5,,,1,
3958,>hsa-miR-373-3p,>ENST00000505215.1,,,0,
3959,>hsa-miR-302e,>ENST00000601494.1,,,0,
3960,>hsa-miR-374b-5p,>ENST00000445551.1,,,0,
3961,>hsa-miR-708-5p,>ENST00000594959.5,,,0,
3962,>hsa-miR-27b-3p,>ENST00000584485.1,,,1,
3963,>hsa-miR-199b-5p,>ENST00000478103.6,,,1,
3964,>hsa-miR-195-5p,>ENST00000450692.6,,,1,
3965,>hsa-miR-302a-3p,>ENST00000515570.1,,,0,
3966,>hsa-miR-133b,>ENST00000456746.5,,,0,
3967,>hsa-miR-4644,>ENST00000616341.1,,,0,
3968,>hsa-miR-195-5p,>ENST00000502082.5,,,0,
3969,>hsa-miR-1297,>ENST00000422008.5,,,1,
3970,>hsa-miR-496,>ENST00000499521.2,,,1,
3971,>hsa-miR-194-5p,>ENST00000535436.5,,,1,
3972,>hsa-miR-590-5p,>ENST00000440698.1,,,0,
3973,>hsa-miR-4465,>ENST00000507999.5,,,0,
3974,>hsa-miR-22-3p,>ENST00000561226.5,,,1,
3975,>hsa-miR-15b-5p,>ENST00000567068.1,,,1,
3976,>hsa-miR-92a-3p,>ENST00000444470.5,,,0,
3977,>hsa-miR-152-3p,>ENST00000547179.1,,,0,
3978,>hsa-miR-128-3p,>ENST00000313807.4,,,1,
3979,>hsa-miR-152-3p,>ENST00000425771.5,,,0,
3980,>hsa-miR-96-5p,>ENST00000442176.1,,,0,
3981,>hsa-miR-599,>ENST00000472367.5,,,0,
3982,>hsa-miR-296-3p,>ENST00000499948.2,,,0,
3983,>hsa-miR-21-5p,>ENST00000524062.5,,,0,
3984,>hsa-miR-181d-5p,>ENST00000587568.5,,,0,
3985,>hsa-miR-138-5p,>ENST00000488745.5,,,1,
3986,>hsa-miR-599,>ENST00000358772.8,,,0,
3987,>hsa-miR-4262,>ENST00000500197.6,,,0,
3988,>hsa-miR-4735-3p,>ENST00000549718.5,,,0,
3989,>hsa-miR-152-3p,>ENST00000415561.1,,,0,
3990,>hsa-miR-520c-3p,>ENST00000457649.6,,,0,
3991,>hsa-miR-136-5p,>ENST00000424235.1,,,1,
3992,>hsa-miR-125b-5p,>ENST00000555766.1,,,0,
3993,>hsa-miR-15a-5p,>ENST00000483436.5,,,1,
3994,>hsa-miR-506-3p,>ENST00000382215.3,,,0,
3995,>hsa-miR-424-5p,>ENST00000444482.1,,,0,
3996,>hsa-miR-495-3p,>ENST00000442860.5,,,1,
3997,>hsa-miR-181c-5p,>ENST00000592689.5,,,0,
3998,>hsa-miR-520d-3p,>ENST00000450784.5,,,0,
3999,>hsa-miR-361-5p,>ENST00000556407.5,,,1,
4000,>hsa-miR-497-5p,>ENST00000458274.1,,,1,
4001,>hsa-miR-103a-3p,>ENST00000504932.2,,,1,
4002,>hsa-miR-206,>ENST00000474795.5,,,0,
4003,>hsa-miR-539-5p,>ENST00000421843.5,,,1,
4004,>hsa-miR-410-3p,>ENST00000559368.5,,,1,
4005,>hsa-miR-186-5p,>ENST00000458623.1,,,0,
4006,>hsa-miR-653-5p,>ENST00000589830.1,,,0,
4007,>hsa-miR-320c,>ENST00000555562.1,,,0,
4008,>hsa-miR-133a-3p,>ENST00000495542.5,,,0,
4009,>hsa-miR-520a-3p,>ENST00000358772.8,,,0,
4010,>hsa-miR-302c-3p,>ENST00000555707.5,,,0,
4011,>hsa-miR-3619-5p,>ENST00000420503.1,,,1,
4012,>hsa-miR-376b-3p,>ENST00000559366.1,,,0,
4013,>hsa-miR-4735-3p,>ENST00000585030.5,,,1,
4014,>hsa-miR-205-5p,>ENST00000449469.5,,,0,
4015,>hsa-miR-106a-5p,>ENST00000589137.5,,,0,
4016,>hsa-miR-421,>ENST00000400282.6,,,1,
4017,>hsa-miR-200a-3p,>ENST00000506584.5,,,1,
4018,>hsa-miR-133a-3p,>ENST00000586784.1,,,1,
4019,>hsa-miR-18a-5p,>ENST00000537925.5,,,1,
4020,>hsa-miR-122-5p,>ENST00000439670.6,,,1,
4021,>hsa-miR-10a-5p,>ENST00000464115.1,,,0,
4022,>hsa-miR-3529-5p,>ENST00000501122.2,,,1,
4023,>hsa-miR-424-5p,>ENST00000456352.2,,,1,
4024,>hsa-miR-3118,>ENST00000515356.2,,,1,
4025,>hsa-miR-708-5p,>ENST00000521034.1,,,0,
4026,>hsa-miR-30b-5p,>ENST00000521708.1,,,0,
4027,>hsa-miR-302a-3p,>ENST00000308604.5,,,0,
4028,>hsa-miR-138-5p,>ENST00000598754.1,,,1,
4029,>hsa-miR-134-5p,>ENST00000429224.1,,,0,
4030,>hsa-miR-3118,>ENST00000429224.1,,,0,
4031,>hsa-miR-449a,>ENST00000595459.5,,,1,
4032,>hsa-miR-26b-5p,>ENST00000504280.1,,,0,
4033,>hsa-miR-494-3p,>ENST00000584621.5,,,1,
4034,>hsa-miR-4458,>ENST00000602322.1,,,1,
4035,>hsa-miR-4735-3p,>ENST00000444470.5,,,1,
4036,>hsa-miR-320d,>ENST00000452514.6,,,0,
4037,>hsa-miR-16-5p,>ENST00000431767.5,,,0,
4038,>hsa-miR-142-3p,>ENST00000529392.1,,,0,
4039,>hsa-miR-142-3p,>ENST00000442765.1,,,1,
4040,>hsa-miR-485-5p,>ENST00000551972.1,,,0,
4041,>hsa-miR-320b,>ENST00000517774.1,,,1,
4042,>hsa-miR-101-3p,>ENST00000570409.1,,,0,
4043,>hsa-miR-205-5p,>ENST00000513752.5,,,1,
4044,>hsa-miR-98-5p,>ENST00000602322.1,,,1,
4045,>hsa-miR-302b-3p,>ENST00000560248.1,,,1,
4046,>hsa-miR-142-3p,>ENST00000541775.5,,,0,
4047,>hsa-miR-491-5p,>ENST00000412788.5,,,1,
4048,>hsa-miR-424-5p,>ENST00000562130.5,,,0,
4049,>hsa-miR-154-5p,>ENST00000537925.5,,,1,
4050,>hsa-miR-103a-3p,>ENST00000585030.5,,,0,
4051,>hsa-miR-372-3p,>ENST00000589907.5,,,0,
4052,>hsa-miR-496,>ENST00000425653.1,,,1,
4053,>hsa-miR-320d,>ENST00000555562.1,,,0,
4054,>hsa-miR-296-3p,>ENST00000432961.1,,,1,
4055,>hsa-miR-15b-5p,>ENST00000426529.6,,,1,
4056,>hsa-miR-328-3p,>ENST00000429952.5,,,1,
4057,>hsa-miR-29c-3p,>ENST00000412224.6,,,0,
4058,>hsa-miR-25-3p,>ENST00000492208.1,,,1,
4059,>hsa-miR-20b-5p,>ENST00000562691.2,,,0,
4060,>hsa-miR-181d-5p,>ENST00000584621.5,,,1,
4061,>hsa-miR-96-5p,>ENST00000382265.3,,,0,
4062,>hsa-miR-15a-5p,>ENST00000439440.1,,,0,
4063,>hsa-miR-378b,>ENST00000602192.1,,,0,
4064,>hsa-miR-30e-5p,>ENST00000601263.1,,,0,
4065,>hsa-miR-18a-5p,>ENST00000423999.2,,,1,
4066,>hsa-miR-4319,>ENST00000568764.1,,,1,
4067,>hsa-miR-16-5p,>ENST00000602587.5,,,1,
4068,>hsa-miR-195-5p,>ENST00000432988.1,,,0,
4069,>hsa-miR-26a-5p,>ENST00000415236.1,,,0,
4070,>hsa-miR-3666,>ENST00000524304.1,,,0,
4071,>hsa-miR-449b-5p,>ENST00000570210.1,,,0,
4072,>hsa-miR-152-3p,>ENST00000511571.1,,,1,
4073,>hsa-miR-301a-3p,>ENST00000498624.1,,,0,
4074,>hsa-miR-202-3p,>ENST00000581958.5,,,1,
4075,>hsa-miR-197-3p,>ENST00000455531.1,,,0,
4076,>hsa-miR-326,>ENST00000500258.2,,,0,
4077,>hsa-miR-302d-3p,>ENST00000564147.1,,,1,
4078,>hsa-miR-361-5p,>ENST00000506897.1,,,0,
4079,>hsa-miR-27b-3p,>ENST00000431090.1,,,0,
4080,>hsa-miR-145-5p,>ENST00000449469.5,,,0,
4081,>hsa-miR-3139,>ENST00000560545.1,,,1,
4082,>hsa-miR-222-3p,>ENST00000444470.5,,,1,
4083,>hsa-miR-185-5p,>ENST00000511052.1,,,1,
4084,>hsa-miR-24-3p,>ENST00000431214.5,,,1,
4085,>hsa-miR-134-5p,>ENST00000589830.1,,,0,
4086,>hsa-miR-181b-5p,>ENST00000451543.5,,,0,
4087,>hsa-miR-181d-5p,>ENST00000568421.1,,,0,
4088,>hsa-miR-214-3p,>ENST00000602353.1,,,0,
4089,>hsa-miR-376b-3p,>ENST00000423255.5,,,0,
4090,>hsa-miR-23a-3p,>ENST00000423255.5,,,1,
4091,>hsa-miR-23c,>ENST00000412426.5,,,0,
4092,>hsa-miR-4500,>ENST00000447070.1,,,1,
4093,>hsa-miR-653-5p,>ENST00000603472.1,,,1,
4094,>hsa-miR-140-5p,>ENST00000588803.1,,,0,
4095,>hsa-miR-106b-5p,>ENST00000570278.1,,,0,
4096,>hsa-miR-425-5p,>ENST00000467069.6,,,1,
4097,>hsa-miR-16-5p,>ENST00000435295.1,,,1,
4098,>hsa-miR-181c-5p,>ENST00000577055.5,,,0,
4099,>hsa-miR-101-3p,>ENST00000427447.5,,,0,
4100,>hsa-miR-128-3p,>ENST00000455474.5,,,1,
