A,B,Label
gma-miR172h-5p,lcl_Gmax_Glyma.20G157000.2,0
ath-miR851-3p,CNT2085550,1
ath-miR8174,CNT2088916,0
mtr-miR2589,lcl_Mtruncatula_Medtr1g073660.1,1
mtr-miR2592ap,lcl_Mtruncatula_Medtr0152s0100.1,0
gma-miR482c-3p,lcl_Gmax_Glyma.02G172400.1,1
gma-miR5037a,lcl_Gmax_Glyma.19G038200.1,0
ath-miR167d,CNT2087109,1
ath-miR403-5p,lcl_Athaliana_AT2G30766.1,0
mtr-miR5254,lcl_Mtruncatula_Medtr2g075165.1,1
mtr-miR5235a,lcl_Mtruncatula_Medtr4g043720.3,0
gma-miR166h-5p,lcl_Gmax_Glyma.01G122500.1,1
gma-miR4405,lcl_Gmax_Glyma.02G087300.1,0
ath-miR858b,lcl_Athaliana_AT5G54569.1,1
ath-miR8173,NONATHT002226,0
mtr-miR5745a,lcl_Mtruncatula_Medtr7g070010.1,1
mtr-miR2593a,lcl_Mtruncatula_Medtr0105s0070.1,0
gma-miR169v,lcl_Gmax_Glyma.20G080400.1,1
gma-miR9766,lcl_Gmax_Glyma.02G111100.1,0
ath-miR166a-3p,lcl_Athaliana_AT2G45023.1,1
ath-miR5020a,CNT2088299,0
mtr-miR5283,lcl_Mtruncatula_Medtr3g032720.1,1
mtr-miR4414a-3p,lcl_Mtruncatula_Medtr1g086180.2,0
gma-miR5377,lcl_Gmax_Glyma.15G004000.1,1
gma-miR1520g,lcl_Gmax_Glyma.10G256500.1,0
ath-miR828,lcl_Athaliana_AT4G03837.1,1
ath-miR5019,NONATHT003535,0
mtr-miR1510a-5p,lcl_Mtruncatula_Medtr1g084590.1,1
mtr-miR169g,lcl_Mtruncatula_Medtr5g074570.1,0
gma-miR2118a-5p,lcl_Gmax_Glyma.10G146200.1,1
gma-miR4357,lcl_Gmax_Glyma.12G061000.1,0
ath-miR832-5p,CNT2087892,1
ath-miR849,NONATHT003325,0
mtr-miR5255,lcl_Mtruncatula_Medtr5g020025.1,1
mtr-miR2657,lcl_Mtruncatula_Medtr2g028720.1,0
gma-miR4416b,lcl_Gmax_Glyma.08G054600.1,1
gma-miR1516a-5p,lcl_Gmax_Glyma.05G109000.1,0
ath-miR775,lcl_Athaliana_AT5G37485.1,1
ath-miR863-3p,CNT2088163,0
mtr-miR399t-5p,lcl_Mtruncatula_Medtr2g038070.1,1
mtr-miR2626,lcl_Mtruncatula_Medtr4g115740.7,0
gma-miR4412-3p,lcl_Gmax_Glyma.14G047600.1,1
gma-miR1520m,lcl_Gmax_Glyma.16G055000.2,0
ath-miR162a-5p,lcl_Athaliana_AT1G50732.1,1
ath-miR5641,CNT2088562,0
mtr-miR5276,lcl_Mtruncatula_Medtr1g107085.7,1
mtr-miR2670e,lcl_Mtruncatula_Medtr8g043400.3,0
gma-miR530a,lcl_Gmax_Glyma.08G000200.1,1
gma-miR397a,lcl_Gmax_Glyma.15G110100.1,0
ath-miR5630a,CNT2085674,1
ath-miR5648-5p,CNT2087478,0
mtr-miR2592bo-5p,lcl_Mtruncatula_Medtr7g101160.1,1
mtr-miR166a,lcl_Mtruncatula_Medtr0105s0070.1,0
gma-miR9760,lcl_Gmax_Glyma.15G041000.1,1
gma-miR168b,lcl_Gmax_Glyma.U035100.2,0
ath-miR447c-3p,lcl_Athaliana_AT5G08760.1,1
ath-miR868-3p,lcl_Athaliana_AT3G53342.1,0
mtr-miR159b,lcl_Mtruncatula_Medtr2g033100.1,1
mtr-miR5227,lcl_Mtruncatula_Medtr7g078390.1,0
gma-miR10191,lcl_Gmax_Glyma.08G124700.1,1
gma-miR394b-3p,lcl_Gmax_Glyma.15G148400.1,0
ath-miR8172,lcl_Athaliana_AT2G12540.1,1
ath-miR5634,CNT2088929,0
mtr-miR2603,lcl_Mtruncatula_Medtr5g084105.1,1
mtr-miR5233,lcl_Mtruncatula_Medtr3g109685.1,0
gma-miR4993,lcl_Gmax_Glyma.10G260700.4,1
gma-miR10428,lcl_Gmax_Glyma.08G342400.1,0
ath-miR824-3p,CNT2085080,1
ath-miR1886.3,NONATHT003608,0
mtr-miR2111g-3p,lcl_Mtruncatula_Medtr1g016850.1,1
mtr-miR5245,lcl_Mtruncatula_Medtr8g095630.2,0
gma-miR4371b,lcl_Gmax_Glyma.01G189900.1,1
gma-miR169n-5p,lcl_Gmax_Glyma.11G154900.1,0
ath-miR393a-5p,lcl_Athaliana_AT2G41312.1,1
ath-miR5639-3p,CNT2085767,0
mtr-miR319b-5p,lcl_Mtruncatula_Medtr5g011760.1,1
mtr-miR2592b-3p,lcl_Mtruncatula_Medtr7g078390.1,0
gma-miR1511,lcl_Gmax_Glyma.09G041800.1,1
gma-miR169c,lcl_Gmax_Glyma.01G175700.1,0
ath-miR8181,lcl_Athaliana_AT1G01448.2,1
ath-miR5664,lcl_Athaliana_AT3G09162.1,0
mtr-miR169j,lcl_Mtruncatula_Medtr3g105520.1,1
mtr-miR5299,lcl_Mtruncatula_Medtr1g107440.6,0
gma-miR168a,lcl_Gmax_Glyma.04G210800.1,1
gma-miR4348a-5p,lcl_Gmax_Glyma.02G111100.1,0
ath-miR5020c,lcl_Athaliana_AT3G09950.1,1
ath-miR2111a-3p,lcl_Athaliana_AT1G60150.1,0
mtr-miR5225a,lcl_Mtruncatula_Medtr2g451460.1,1
mtr-miR5272f,lcl_Mtruncatula_Medtr8g022770.3,0
gma-miR169u,lcl_Gmax_Glyma.04G156800.1,1
gma-miR4383,lcl_Gmax_Glyma.05G080300.4,0
ath-miR8181,CNT2088986,1
ath-miR170-5p,CNT2086374,0
mtr-miR5215,lcl_Mtruncatula_Medtr2g005625.1,1
mtr-miR5288,lcl_Mtruncatula_Medtr2g031430.1,0
gma-miR4379,lcl_Gmax_Glyma.06G250700.1,1
gma-miR9728,lcl_Gmax_Glyma.01G220500.1,0
ath-miR390b-3p,NONATHT001529,1
ath-miR852,NONATHT003297,0
mtr-miR2613,lcl_Mtruncatula_Medtr6g016010.1,1
mtr-miR2600b,lcl_Mtruncatula_Medtr5g015470.1,0
gma-miR4405,lcl_Gmax_Glyma.11G164900.1,1
gma-miR166m,lcl_Gmax_Glyma.04G179600.1,0
ath-miR171b-5p,CNT2088475,1
ath-miR844-3p,CNT2085573,0
mtr-miR5259,lcl_Mtruncatula_Medtr1g090580.1,1
mtr-miR2636,lcl_Mtruncatula_Medtr4g035885.1,0
gma-miR5774a,lcl_Gmax_Glyma.11G061100.2,1
gma-miR5673,lcl_Gmax_Glyma.16G055000.2,0
ath-miR167c-5p,CNT2086624,1
ath-miR4243,CNT2088032,0
mtr-miR168b,lcl_Mtruncatula_Medtr7g091260.1,1
mtr-miR2607,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR482e,lcl_Gmax_Glyma.10G269100.1,1
gma-miR169t,lcl_Gmax_Glyma.04G106700.1,0
ath-miR5638b,NONATHT000260,1
ath-miR156g,NONATHT002293,0
mtr-miR7700-5p,lcl_Mtruncatula_Medtr1g091930.1,1
mtr-miR4414b,lcl_Mtruncatula_Medtr4g106400.1,0
gma-miR4415b-5p,lcl_Gmax_Glyma.14G179400.1,1
gma-miR482c-3p,lcl_Gmax_Glyma.16G152000.1,0
ath-miR8181,lcl_Athaliana_AT2G41730.1,1
ath-miR5014a-3p,CNT2087716,0
mtr-miR2620,lcl_Mtruncatula_Medtr7g093150.1,1
mtr-miR5219,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR5783,lcl_Gmax_Glyma.08G171200.1,1
gma-miR9746i,lcl_Gmax_Glyma.13G132200.1,0
ath-miR160a-3p,CNT2085951,1
ath-miR426,lcl_Athaliana_AT3G42150.2,0
mtr-miR5205a,lcl_Mtruncatula_Medtr8g467960.1,1
mtr-miR319d-5p,lcl_Mtruncatula_Medtr4g035885.1,0
gma-miR10199,lcl_Gmax_Glyma.19G225200.1,1
gma-miR2111b,lcl_Gmax_Glyma.12G162900.1,0
ath-miR404,lcl_Athaliana_AT1G50732.1,1
ath-miR5020c,CNT2084808,0
mtr-miR399q,lcl_Mtruncatula_Medtr7g028945.1,1
mtr-miR2592bm-5p,lcl_Mtruncatula_Medtr5g048060.2,0
gma-miR4357,lcl_Gmax_Glyma.12G091800.1,1
gma-miR4399,lcl_Gmax_Glyma.05G013600.1,0
ath-miR159c,lcl_Athaliana_AT3G30712.1,1
ath-miR855,CNT2085301,0
mtr-miR2640,lcl_Mtruncatula_Medtr5g019100.1,1
mtr-miR5215,lcl_Mtruncatula_Medtr6g066100.2,0
gma-miR10447,lcl_Gmax_Glyma.11G017400.1,1
gma-miR1525,lcl_Gmax_Glyma.18G290700.3,0
ath-miR5639-5p,CNT2085441,1
ath-miR8170-3p,lcl_Athaliana_AT2G13975.1,0
mtr-miR2621,lcl_Mtruncatula_Medtr4g007880.1,1
mtr-miR5221,lcl_Mtruncatula_Medtr4g053180.2,0
gma-miR169i-3p,lcl_Gmax_Glyma.03G255700.1,1
gma-miR5370,lcl_Gmax_Glyma.18G300000.1,0
ath-miR156b-3p,CNT2086033,1
ath-miR846-5p,NONATHT001987,0
mtr-miR2668,lcl_Mtruncatula_Medtr1g069540.1,1
mtr-miR2603,lcl_Mtruncatula_Medtr4g072130.1,0
gma-miR4367,lcl_Gmax_Glyma.02G248600.1,1
gma-miR4387e,lcl_Gmax_Glyma.18G290700.3,0
ath-miR10515,NONATHT002528,1
ath-miR5631,lcl_Athaliana_AT5G32591.1,0
mtr-miR5273,lcl_Mtruncatula_Medtr4g100805.1,1
mtr-miR5757,lcl_Mtruncatula_Medtr2g023920.2,0
gma-miR171k-3p,lcl_Gmax_Glyma.09G041800.1,1
gma-miR159e-5p,lcl_Gmax_Glyma.12G162900.1,0
ath-miR5662,NONATHT001463,1
ath-miR161.1,CNT2088760,0
mtr-miR5273,lcl_Mtruncatula_Medtr3g028450.1,1
mtr-miR2670f,lcl_Mtruncatula_Medtr5g015470.1,0
gma-miR171d,lcl_Gmax_Glyma.08G125300.1,1
gma-miR156d,lcl_Gmax_Glyma.04G113900.1,0
ath-miR5021,CNT2086155,1
ath-miR8178,CNT2085230,0
mtr-miR5284a,lcl_Mtruncatula_Medtr4g134330.1,1
mtr-miR2633,lcl_Mtruncatula_Medtr3g050170.1,0
gma-miR172b-5p,lcl_Gmax_Glyma.01G018500.1,1
gma-miR4374a,lcl_Gmax_Glyma.07G054300.1,0
ath-miR164a,NONATHT001810,1
ath-miR406,lcl_Athaliana_AT4G18980.1,0
mtr-miR2111e-3p,lcl_Mtruncatula_Medtr5g021840.1,1
mtr-miR399b,lcl_Mtruncatula_Medtr0016s0040.1,0
gma-miR4387c,lcl_Gmax_Glyma.16G170400.1,1
gma-miR396d,lcl_Gmax_Glyma.13G202700.1,0
ath-miR416,lcl_Athaliana_AT4G27852.1,1
ath-miR8166,lcl_Athaliana_AT2G06280.1,0
mtr-miR5562-3p,lcl_Mtruncatula_Medtr8g031010.1,1
mtr-miR2111l,lcl_Mtruncatula_Medtr7g078390.1,0
gma-miR5764b,lcl_Gmax_Glyma.06G293800.1,1
gma-miR172g,lcl_Gmax_Glyma.08G330400.1,0
ath-miR5021,CNT2085049,1
ath-miR8174,lcl_Athaliana_AT1G10657.3,0
mtr-miR2592bo-5p,lcl_Mtruncatula_Medtr8g059490.1,1
mtr-miR2657,lcl_Mtruncatula_Medtr8g022770.3,0
gma-miR156d,lcl_Gmax_Glyma.07G099300.1,1
gma-miR5676,lcl_Gmax_Glyma.10G052100.1,0
ath-miR5630a,NONATHT000579,1
ath-miR169g-3p,lcl_Athaliana_AT4G14615.1,0
mtr-miR7700-5p,lcl_Mtruncatula_Medtr7g074390.1,1
mtr-miR399r,lcl_Mtruncatula_Medtr4g106400.1,0
gma-miR10438,lcl_Gmax_Glyma.09G115400.1,1
gma-miR1510a-3p,lcl_Gmax_Glyma.05G099800.2,0
ath-miR5657,CNT2088255,1
ath-miR8174,NONATHT003310,0
mtr-miR5209,lcl_Mtruncatula_Medtr6g059790.1,1
mtr-miR2662,lcl_Mtruncatula_Medtr4g115740.6,0
gma-miR172h-5p,lcl_Gmax_Glyma.13G319200.3,1
gma-miR4341,lcl_Gmax_Glyma.10G242900.1,0
ath-miR8168,CNT2087083,1
ath-miR5024-5p,lcl_Athaliana_AT5G32037.1,0
mtr-miR396a-3p,lcl_Mtruncatula_Medtr8g028375.1,1
mtr-miR5758,lcl_Mtruncatula_Medtr1g086180.1,0
gma-miR164a,lcl_Gmax_Glyma.06G228200.1,1
gma-miR1510b-3p,lcl_Gmax_Glyma.01G175700.6,0
ath-miR164c-3p,CNT2085887,1
ath-miR415,CNT2087416,0
mtr-miR399d,lcl_Mtruncatula_Medtr4g015745.1,1
mtr-miR5759,lcl_Mtruncatula_Medtr7g078390.1,0
gma-miR408a-3p,lcl_Gmax_Glyma.19G130300.1,1
gma-miR4398,lcl_Gmax_Glyma.05G080300.4,0
ath-miR399f,lcl_Athaliana_AT1G53687.1,1
ath-miR852,CNT2087144,0
mtr-miR2629h,lcl_Mtruncatula_Medtr7g024990.1,1
mtr-miR395g,lcl_Mtruncatula_Medtr4g053180.2,0
gma-miR164b,lcl_Gmax_Glyma.16G124800.1,1
gma-miR4374a,lcl_Gmax_Glyma.01G175700.1,0
ath-miR167c-3p,CNT2085273,1
ath-miR5019,lcl_Athaliana_AT5G10695.1,0
mtr-miR7700-5p,lcl_Mtruncatula_Medtr1g060080.1,1
mtr-miR5563-5p,lcl_Mtruncatula_Medtr0016s0040.1,0
gma-miR390b-5p,lcl_Gmax_Glyma.03G009300.1,1
gma-miR10187,lcl_Gmax_Glyma.11G154900.1,0
ath-miR5659,CNT2088270,1
ath-miR420,NONATHT002612,0
mtr-miR5259,lcl_Mtruncatula_Medtr6g092850.1,1
mtr-miR7696d-5p,lcl_Mtruncatula_Medtr4g106400.1,0
gma-miR1507c-3p,lcl_Gmax_Glyma.04G210800.1,1
gma-miR4356,lcl_Gmax_Glyma.12G173100.1,0
ath-miR5648-3p,lcl_Athaliana_AT2G39500.1,1
ath-miR869.2,CNT2085531,0
mtr-miR2617a,lcl_Mtruncatula_Medtr3g011180.1,1
mtr-miR5284h,lcl_Mtruncatula_Medtr1g107440.5,0
gma-miR156b,lcl_Gmax_Glyma.12G238300.1,1
gma-miR159d,lcl_Gmax_Glyma.19G045000.1,0
ath-miR156d-3p,CNT2087576,1
ath-miR4243,NONATHT000859,0
mtr-miR2670f,lcl_Mtruncatula_Medtr6g022030.1,1
mtr-miR2089-3p,lcl_Mtruncatula_Medtr8g074520.1,0
gma-miR482b-5p,lcl_Gmax_Glyma.05G067900.1,1
gma-miR4352a,lcl_Gmax_Glyma.U034900.1,0
ath-miR319a,CNT2088320,1
ath-miR848,lcl_Athaliana_AT5G07322.1,0
mtr-miR482-5p,lcl_Mtruncatula_Medtr3g067515.1,1
mtr-miR171f,lcl_Mtruncatula_Medtr4g006610.1,0
gma-miR5044,lcl_Gmax_Glyma.02G124200.1,1
gma-miR10422,lcl_Gmax_Glyma.08G036200.1,0
ath-miR8168,CNT2084895,1
ath-miR403-3p,CNT2085711,0
mtr-miR5232,lcl_Mtruncatula_Medtr4g054405.1,1
mtr-miR2088-5p,lcl_Mtruncatula_Medtr4g053180.2,0
gma-miR169d,lcl_Gmax_Glyma.19G246900.1,1
gma-miR10188,lcl_Gmax_Glyma.10G242900.1,0
ath-miR173-5p,CNT2086361,1
ath-miR822-3p,NONATHT003670,0
mtr-miR2586b,lcl_Mtruncatula_Medtr7g102300.1,1
mtr-miR156g-3p,lcl_Mtruncatula_Medtr5g015470.1,0
gma-miR169p,lcl_Gmax_Glyma.15G032200.2,1
gma-miR2606a,lcl_Gmax_Glyma.01G083400.3,0
ath-miR8165,lcl_Athaliana_AT1G15900.1,1
ath-miR161.1,CNT2085104,0
mtr-miR5233,lcl_Mtruncatula_Medtr4g119110.1,1
mtr-miR7696a-3p,lcl_Mtruncatula_Medtr1g086180.2,0
gma-miR4375,lcl_Gmax_Glyma.02G119200.2,1
gma-miR396i-3p,lcl_Gmax_Glyma.01G175700.10,0
ath-miR166a-5p,lcl_Athaliana_AT1G70949.1,1
ath-miR2939,CNT2086438,0
mtr-miR166c,lcl_Mtruncatula_Medtr2g073150.1,1
mtr-miR2606a,lcl_Mtruncatula_Medtr1g086180.2,0
gma-miR5776,lcl_Gmax_Glyma.18G270300.1,1
gma-miR4381,lcl_Gmax_Glyma.01G175700.5,0
ath-miR319c,CNT2088320,1
ath-miR5631,CNT2088174,0
mtr-miR5270a,lcl_Mtruncatula_Medtr5g085313.1,1
mtr-miR2643b-5p,lcl_Mtruncatula_Medtr2g009910.2,0
gma-miR169b,lcl_Gmax_Glyma.19G246900.1,1
gma-miR4416c-3p,lcl_Gmax_Glyma.18G018700.1,0
ath-miR8171,lcl_Athaliana_AT2G35612.1,1
ath-miR319a,lcl_Athaliana_AT4G32924.1,0
mtr-miR160c,lcl_Mtruncatula_Medtr8g079570.1,1
mtr-miR399k,lcl_Mtruncatula_Medtr0101s0020.4,0
gma-miR159b-3p,lcl_Gmax_Glyma.02G099600.2,1
gma-miR5369,lcl_Gmax_Glyma.13G202700.1,0
ath-miR8181,CNT2088688,1
ath-miR849,CNT2086947,0
mtr-miR5249,lcl_Mtruncatula_Medtr6g465030.1,1
mtr-miR168a,lcl_Mtruncatula_Medtr5g084410.2,0
gma-miR5786,lcl_Gmax_Glyma.13G132200.2,1
gma-miR169o,lcl_Gmax_Glyma.04G237800.1,0
ath-miR5660,lcl_Athaliana_AT5G60945.1,1
ath-miR8178,lcl_Athaliana_AT4G07526.2,0
mtr-miR2599,lcl_Mtruncatula_Medtr6g037030.1,1
mtr-miR2119,lcl_Mtruncatula_Medtr6g007970.1,0
gma-miR4404,lcl_Gmax_Glyma.15G218000.5,1
gma-miR5671b,lcl_Gmax_Glyma.16G002000.1,0
ath-miR5646,CNT2084971,1
ath-miR5655,CNT2087138,0
mtr-miR5554a-3p,lcl_Mtruncatula_Medtr3g467470.1,1
mtr-miR7699-5p,lcl_Mtruncatula_Medtr4g053180.2,0
gma-miR5043,lcl_Gmax_Glyma.06G057600.1,1
gma-miR4374c,lcl_Gmax_Glyma.19G157900.1,0
ath-miR8171,CNT2087301,1
ath-miR4245,CNT2086235,0
mtr-miR395k,lcl_Mtruncatula_Medtr3g061400.1,1
mtr-miR5263,lcl_Mtruncatula_Medtr1g095390.2,0
gma-miR5036,lcl_Gmax_Glyma.10G260700.3,1
gma-miR169s-3p,lcl_Gmax_Glyma.15G168400.1,0
ath-miR167a-5p,CNT2088186,1
ath-miR399f,lcl_Athaliana_AT5G35698.1,0
mtr-miR5296,lcl_Mtruncatula_Medtr2g012430.2,1
mtr-miR2670f,lcl_Mtruncatula_Medtr7g096640.2,0
gma-miR482b-3p,lcl_Gmax_Glyma.01G152800.1,1
gma-miR10405a,lcl_Gmax_Glyma.01G175700.10,0
ath-miR854a,CNT2087070,1
ath-miR830-3p,CNT2088191,0
mtr-miR2602a,lcl_Mtruncatula_Medtr1g046760.1,1
mtr-miR2631,lcl_Mtruncatula_Medtr0101s0020.3,0
gma-miR4993,lcl_Gmax_Glyma.04G169100.1,1
gma-miR4387d,lcl_Gmax_Glyma.01G175700.7,0
ath-miR163,CNT2084891,1
ath-miR825,CNT2086896,0
mtr-miR5279,lcl_Mtruncatula_Medtr2g438200.1,1
mtr-miR2610a,lcl_Mtruncatula_Medtr2g019360.1,0
gma-miR4379,lcl_Gmax_Glyma.16G198100.1,1
gma-miR2119,lcl_Gmax_Glyma.02G087300.1,0
ath-miR169f-3p,CNT2086300,1
ath-miR5017-3p,CNT2085671,0
mtr-miR166e-5p,lcl_Mtruncatula_Medtr6g091850.1,1
mtr-miR5561-5p,lcl_Mtruncatula_Medtr7g111640.3,0
gma-miR4412-3p,lcl_Gmax_Glyma.02G193500.1,1
gma-miR1510a-5p,lcl_Gmax_Glyma.10G289300.1,0
ath-miR4228-3p,CNT2086140,1
ath-miR827,CNT2088072,0
mtr-miR2630a,lcl_Mtruncatula_Medtr1g053785.1,1
mtr-miR1509b,lcl_Mtruncatula_Medtr0105s0070.1,0
gma-miR172g,lcl_Gmax_Glyma.01G189900.1,1
gma-miR4397-3p,lcl_Gmax_Glyma.05G080300.2,0
ath-miR398b-3p,CNT2087158,1
ath-miR5595a,CNT2086998,0
mtr-miR168b,lcl_Mtruncatula_Medtr1g051945.1,1
mtr-miR5281b,lcl_Mtruncatula_Medtr4g049300.2,0
gma-miR4995,lcl_Gmax_Glyma.19G034400.1,1
gma-miR171b-3p,lcl_Gmax_Glyma.16G020900.1,0
ath-miR8181,lcl_Athaliana_AT5G14105.1,1
ath-miR5017-3p,CNT2085779,0
mtr-miR159a,lcl_Mtruncatula_Medtr7g026750.1,1
mtr-miR169a,lcl_Mtruncatula_Medtr0101s0020.2,0
gma-miR166m,lcl_Gmax_Glyma.02G140300.1,1
gma-miR10423,lcl_Gmax_Glyma.07G094000.1,0
ath-miR414,lcl_Athaliana_AT5G53486.3,1
ath-miR5649a,lcl_Athaliana_AT2G03080.1,0
mtr-miR5254,lcl_Mtruncatula_Medtr8g106990.1,1
mtr-miR5239,lcl_Mtruncatula_Medtr2g023920.2,0
gma-miR9748,lcl_Gmax_Glyma.01G118700.1,1
gma-miR166h-3p,lcl_Gmax_Glyma.13G195500.1,0
ath-miR4228-3p,CNT2085106,1
ath-miR849,CNT2087249,0
mtr-miR4414b,lcl_Mtruncatula_Medtr3g074420.1,1
mtr-miR172d-3p,lcl_Mtruncatula_Medtr2g019360.1,0
gma-miR482b-5p,lcl_Gmax_Glyma.07G182500.1,1
gma-miR4354,lcl_Gmax_Glyma.16G020900.1,0
ath-miR845a,CNT2087113,1
ath-miR161.2,CNT2087319,0
mtr-miR5276,lcl_Mtruncatula_Medtr1g046300.1,1
mtr-miR5556-3p,lcl_Mtruncatula_Medtr0016s0040.1,0
gma-miR9763,lcl_Gmax_Glyma.07G052000.1,1
gma-miR10420,lcl_Gmax_Glyma.12G082900.1,0
ath-miR3440b-5p,CNT2088505,1
ath-miR426,CNT2088685,0
mtr-miR2673a,lcl_Mtruncatula_Medtr3g011275.1,1
mtr-miR7696c-5p,lcl_Mtruncatula_Medtr4g059760.1,0
gma-miR319a,lcl_Gmax_Glyma.05G056200.1,1
gma-miR159e-5p,lcl_Gmax_Glyma.02G106000.7,0
ath-miR8171,CNT2088578,1
ath-miR865-5p,CNT2084917,0
mtr-miR319b-5p,lcl_Mtruncatula_Medtr2g014370.3,1
mtr-miR5228,lcl_Mtruncatula_Medtr6g066100.2,0
gma-miR394b-3p,lcl_Gmax_Glyma.06G188200.1,1
gma-miR4405b,lcl_Gmax_Glyma.03G005100.1,0
ath-miR166a-5p,CNT2087299,1
ath-miR867,lcl_Athaliana_AT2G47200.1,0
mtr-miR5213-3p,lcl_Mtruncatula_Medtr0888s0020.1,1
mtr-miR1509b,lcl_Mtruncatula_Medtr0152s0100.1,0
gma-miR169n-3p,lcl_Gmax_Glyma.04G188300.1,1
gma-miR399a,lcl_Gmax_Glyma.13G202700.1,0
ath-miR419,CNT2087107,1
ath-miR857,CNT2085557,0
mtr-miR164a,lcl_Mtruncatula_Medtr3g098900.1,1
mtr-miR2086-5p,lcl_Mtruncatula_Medtr7g111640.2,0
gma-miR4351,lcl_Gmax_Glyma.13G230000.1,1
gma-miR10199,lcl_Gmax_Glyma.07G197400.1,0
ath-miR5638b,lcl_Athaliana_AT3G56390.1,1
ath-miR5631,CNT2088091,0
mtr-miR2089-3p,lcl_Mtruncatula_Medtr2g075405.1,1
mtr-miR5206a,lcl_Mtruncatula_Medtr0016s0040.1,0
gma-miR4412-5p,lcl_Gmax_Glyma.01G092500.1,1
gma-miR5776,lcl_Gmax_Glyma.13G132200.1,0
ath-miR4228-3p,CNT2085069,1
ath-miR406,CNT2087360,0
mtr-miR169g,lcl_Mtruncatula_Medtr4g070305.1,1
mtr-miR2592bm-5p,lcl_Mtruncatula_Medtr1g054150.1,0
gma-miR171e,lcl_Gmax_Glyma.10G260300.1,1
gma-miR5784,lcl_Gmax_Glyma.19G197400.1,0
ath-miR8171,lcl_Athaliana_AT3G21352.1,1
ath-miR4243,lcl_Athaliana_AT3G61930.1,0
mtr-miR1507-3p,lcl_Mtruncatula_Medtr4g107690.1,1
mtr-miR2118,lcl_Mtruncatula_Medtr1g086180.2,0
gma-miR5779,lcl_Gmax_Glyma.03G172000.1,1
gma-miR169s-3p,lcl_Gmax_Glyma.12G224100.1,0
ath-miR159b-3p,NONATHT000854,1
ath-miR864-5p,At4-1,0
mtr-miR2617a,lcl_Mtruncatula_Medtr5g046460.1,1
mtr-miR162,lcl_Mtruncatula_Medtr1g107440.6,0
gma-miR398c,lcl_Gmax_Glyma.18G174300.1,1
gma-miR171b-5p,lcl_Gmax_Glyma.16G002000.1,0
ath-miR773a,lcl_Athaliana_AT2G19320.1,1
ath-miR164c-3p,CNT2084887,0
mtr-miR5563-5p,lcl_Mtruncatula_Medtr8g105565.1,1
mtr-miR399a,lcl_Mtruncatula_Medtr2g031430.1,0
gma-miR5673,lcl_Gmax_Glyma.19G045300.1,1
gma-miR171j-5p,lcl_Gmax_Glyma.01G133700.1,0
ath-miR167a-5p,CNT2085854,1
ath-miR160a-5p,NONATHT003367,0
mtr-miR5275,lcl_Mtruncatula_Medtr0633s0010.1,1
mtr-miR5286a,lcl_Mtruncatula_Medtr0101s0020.4,0
gma-miR408a-3p,lcl_Gmax_Glyma.10G205700.1,1
gma-miR10409,lcl_Gmax_Glyma.20G134300.1,0
ath-miR5018,CNT2087421,1
ath-miR319a,CNT2086649,0
mtr-miR169k,lcl_Mtruncatula_Medtr5g008670.1,1
mtr-miR171f,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR482b-3p,lcl_Gmax_Glyma.06G098400.1,1
gma-miR396d,lcl_Gmax_Glyma.05G099800.2,0
ath-miR172b-5p,CNT2087774,1
ath-miR4239,CNT2088397,0
mtr-miR399t-5p,lcl_Mtruncatula_Medtr7g033705.1,1
mtr-miR5230,lcl_Mtruncatula_Medtr4g053180.2,0
gma-miR1535b,lcl_Gmax_Glyma.19G202100.1,1
gma-miR5042-3p,lcl_Gmax_Glyma.01G122600.1,0
ath-miR396a-5p,lcl_Athaliana_AT1G10800.1,1
ath-miR862-5p,CNT2088648,0
mtr-miR169c,lcl_Mtruncatula_Medtr4g011980.1,1
mtr-miR5267a,lcl_Mtruncatula_Medtr7g111640.3,0
gma-miR169t,lcl_Gmax_Glyma.08G254700.1,1
gma-miR10416,lcl_Gmax_Glyma.01G175700.6,0
ath-miR8181,CNT2087475,1
ath-miR5018,CNT2086084,0
mtr-miR156b-5p,lcl_Mtruncatula_Medtr7g075545.1,1
mtr-miR5269b,lcl_Mtruncatula_Medtr7g096640.2,0
gma-miR160a-5p,lcl_Gmax_Glyma.20G130500.9,1
gma-miR5667-5p,lcl_Gmax_Glyma.04G113900.1,0
ath-miR396b-5p,NONATHT000712,1
ath-miR861-3p,CNT2088040,0
mtr-miR2673a,lcl_Mtruncatula_Medtr3g108510.1,1
mtr-miR159a,lcl_Mtruncatula_Medtr8g074520.1,0
gma-miR1511,lcl_Gmax_Glyma.17G207300.1,1
gma-miR169w,lcl_Gmax_Glyma.16G020900.3,0
ath-miR774a,CNT2087519,1
ath-miR859,lcl_Athaliana_AT3G44798.1,0
mtr-miR5233,lcl_Mtruncatula_Medtr1g073500.1,1
mtr-miR2606a,lcl_Mtruncatula_Medtr0101s0020.3,0
gma-miR5772,lcl_Gmax_Glyma.19G130300.1,1
gma-miR4416c-3p,lcl_Gmax_Glyma.03G198900.1,0
ath-miR5646,NONATHT002007,1
ath-miR169b-5p,lcl_Athaliana_AT2G15000.1,0
mtr-miR2586a,lcl_Mtruncatula_Medtr7g031890.1,1
