,mirna,lncrna,Label,mirna_id,lncrna_id,pair_index
4774,gma-miR5774a,lcl_Gmax_Glyma.12G100000.1,1,300,-3112,4774
4775,gma-miR10426,lcl_Gmax_Glyma.19G119500.1,0,267,-349,4775
4776,ath-miR164c-5p,lcl_Athaliana_AT5G09270.2,1,7,-3113,4776
4777,ath-miR5649a,lcl_Athaliana_AT1G35612.1,0,417,-3114,4777
4778,mtr-miR4414a-3p,lcl_Mtruncatula_Medtr5g082980.1,1,697,-953,4778
4779,mtr-miR2631,lcl_Mtruncatula_Medtr3g466420.1,0,576,-210,4779
4780,gma-miR10433,lcl_Gmax_Glyma.04G115000.1,1,675,-1514,4780
4781,gma-miR4372b,lcl_Gmax_Glyma.18G290700.4,0,551,-206,4781
4782,ath-miR8181,CNT2087968,1,46,-3115,4782
4783,ath-miR8170-3p,NONATHT001652,0,20,-2261,4783
4784,mtr-miR5243,lcl_Mtruncatula_Medtr1g058990.1,1,184,-1417,4784
4785,mtr-miR1509b,lcl_Mtruncatula_Medtr5g081650.3,0,1098,-56,4785
4786,gma-miR399m,lcl_Gmax_Glyma.10G282800.1,1,127,-2398,4786
4787,gma-miR5041-5p,lcl_Gmax_Glyma.04G237800.1,0,1172,-82,4787
4788,ath-miR5642a,CNT2085479,1,916,-3116,4788
4789,ath-miR5665,lcl_Athaliana_AT5G31981.1,0,587,-3117,4789
4790,mtr-miR160c,lcl_Mtruncatula_Medtr8g017380.1,1,448,-3118,4790
4791,mtr-miR2653a,lcl_Mtruncatula_Medtr7g111640.2,0,766,-309,4791
4792,gma-miR5036,lcl_Gmax_Glyma.20G201800.1,1,318,-3119,4792
4793,gma-miR4404,lcl_Gmax_Glyma.11G137200.1,0,249,-822,4793
4794,ath-miR390a-3p,CNT2085209,1,795,-3120,4794
4795,ath-miR5025,CNT2084968,0,424,-3121,4795
4796,mtr-miR2592bp-3p,lcl_Mtruncatula_Medtr0031s0140.1,1,508,-3122,4796
4797,mtr-miR5265,lcl_Mtruncatula_Medtr8g087480.1,0,311,-45,4797
4798,gma-miR4414b,lcl_Gmax_Glyma.10G173900.1,1,165,-2571,4798
4799,gma-miR10425,lcl_Gmax_Glyma.20G104100.1,0,965,-1293,4799
4800,ath-miR865-3p,CNT2085267,1,583,-3123,4800
4801,ath-miR161.1,CNT2085660,0,151,-3124,4801
4802,mtr-miR5233,lcl_Mtruncatula_Medtr2g438540.1,1,452,-3125,4802
4803,mtr-miR2644,lcl_Mtruncatula_Medtr0016s0040.1,0,1227,-10,4803
4804,gma-miR4414b,lcl_Gmax_Glyma.14G219800.1,1,165,-3126,4804
4805,gma-miR5766,lcl_Gmax_Glyma.07G098900.1,0,1143,-1315,4805
4806,ath-miR399f,lcl_Athaliana_AT2G19825.1,1,194,-3127,4806
4807,ath-miR869.1,lcl_Athaliana_AT2G11502.1,0,203,-2338,4807
4808,mtr-miR164a,lcl_Mtruncatula_Medtr1g094170.1,1,633,-337,4808
4809,mtr-miR2590a,lcl_Mtruncatula_Medtr2g105230.5,0,1228,-1252,4809
4810,gma-miR171e,lcl_Gmax_Glyma.03G114000.1,1,921,-3128,4810
4811,gma-miR10188,lcl_Gmax_Glyma.20G134300.1,0,609,-648,4811
4812,ath-miR5662,lcl_Athaliana_AT5G35118.1,1,329,-3129,4812
4813,ath-miR399e,CNT2087463,0,785,-391,4813
4814,mtr-miR5284h,lcl_Mtruncatula_Medtr4g134330.1,1,465,-2021,4814
4815,mtr-miR5270a,lcl_Mtruncatula_Medtr2g019360.1,0,164,-1066,4815
4816,gma-miR5779,lcl_Gmax_Glyma.16G106600.1,1,882,-3130,4816
4817,gma-miR10438,lcl_Gmax_Glyma.07G135200.1,0,497,-1248,4817
4818,ath-miR5665,CNT2087298,1,587,-3131,4818
4819,ath-miR8166,lcl_Athaliana_AT3G54363.1,0,765,-3132,4819
4820,mtr-miR160c,lcl_Mtruncatula_Medtr3g073700.1,1,448,-2429,4820
4821,mtr-miR160a,lcl_Mtruncatula_Medtr1g086180.1,0,152,-524,4821
4822,gma-miR5766,lcl_Gmax_Glyma.07G224500.1,1,1143,-3133,4822
4823,gma-miR10414,lcl_Gmax_Glyma.07G098900.1,0,982,-1315,4823
4824,ath-miR845a,CNT2086005,1,471,-3134,4824
4825,ath-miR5998a,lcl_Athaliana_AT1G31270.1,0,614,-3135,4825
4826,mtr-miR399d,lcl_Mtruncatula_Medtr1g103250.1,1,132,-1816,4826
4827,mtr-miR156j,lcl_Mtruncatula_Medtr2g019360.1,0,983,-1066,4827
4828,gma-miR2109-3p,lcl_Gmax_Glyma.18G098600.1,1,1229,-3136,4828
4829,gma-miR4358,lcl_Gmax_Glyma.07G051900.1,0,741,-937,4829
4830,ath-miR5020c,CNT2085675,1,216,-3137,4830
4831,ath-miR827,CNT2088881,0,519,-3138,4831
4832,mtr-miR2111l,lcl_Mtruncatula_Medtr8g005530.1,1,819,-3139,4832
4833,mtr-miR399r,lcl_Mtruncatula_Medtr3g117730.1,0,728,-68,4833
4834,gma-miR1507c-3p,lcl_Gmax_Glyma.14G054600.1,1,933,-3140,4834
4835,gma-miR169t,lcl_Gmax_Glyma.15G168400.1,0,963,-1337,4835
4836,ath-miR167a-3p,lcl_Athaliana_AT1G27921.1,1,632,-3141,4836
4837,ath-miR867,lcl_Athaliana_AT3G45250.1,0,599,-1644,4837
4838,mtr-miR5216a,lcl_Mtruncatula_Medtr7g046450.1,1,953,-3142,4838
4839,mtr-miR7697-3p,lcl_Mtruncatula_Medtr2g009910.1,0,839,-1238,4839
4840,gma-miR5044,lcl_Gmax_Glyma.02G123600.1,1,12,-3143,4840
4841,gma-miR1532,lcl_Gmax_Glyma.18G297000.1,0,128,-88,4841
4842,ath-miR8176,lcl_Athaliana_AT4G07696.1,1,369,-3144,4842
4843,ath-miR5664,CNT2086674,0,876,-3145,4843
4844,mtr-miR5298a,lcl_Mtruncatula_Medtr7g023600.1,1,705,-3146,4844
4845,mtr-miR5266,lcl_Mtruncatula_Medtr2g105230.5,0,481,-1252,4845
4846,gma-miR482e,lcl_Gmax_Glyma.13G309500.1,1,313,-3147,4846
4847,gma-miR159b-5p,lcl_Gmax_Glyma.10G033300.1,0,55,-1194,4847
4848,ath-miR2111b-3p,CNT2085570,1,887,-1482,4848
4849,ath-miR167c-3p,CNT2088019,0,1084,-3148,4849
4850,mtr-miR164d,lcl_Mtruncatula_Medtr4g116880.1,1,252,-3149,4850
4851,mtr-miR319d-3p,lcl_Mtruncatula_Medtr8g022410.1,0,409,-158,4851
4852,gma-miR167l,lcl_Gmax_Glyma.16G098200.1,1,1045,-3150,4852
4853,gma-miR396h,lcl_Gmax_Glyma.02G087300.1,0,92,-165,4853
4854,ath-miR854a,NONATHT003685,1,319,-3151,4854
4855,ath-miR5641,lcl_Athaliana_AT3G01325.1,0,239,-3152,4855
4856,mtr-miR5254,lcl_Mtruncatula_Medtr7g066140.1,1,26,-3153,4856
4857,mtr-miR2606c,lcl_Mtruncatula_Medtr8g087480.1,0,379,-45,4857
4858,gma-miR171i-3p,lcl_Gmax_Glyma.09G041800.1,1,1198,-1966,4858
4859,gma-miR1508a,lcl_Gmax_Glyma.18G018700.1,0,992,-2087,4859
4860,ath-miR169f-3p,lcl_Athaliana_AT3G26819.1,1,737,-3154,4860
4861,ath-miR860,lcl_Athaliana_AT2G04790.4,0,217,-3155,4861
4862,mtr-miR319b-5p,lcl_Mtruncatula_Medtr7g046925.1,1,1006,-3156,4862
4863,mtr-miR5751,lcl_Mtruncatula_Medtr8g022770.3,0,1230,-288,4863
4864,gma-miR4371b,lcl_Gmax_Glyma.02G165900.1,1,1024,-3157,4864
4865,gma-miR166h-3p,lcl_Gmax_Glyma.13G202700.1,0,466,-217,4865
4866,ath-miR165a-5p,NONATHT002207,1,713,-2414,4866
4867,ath-miR5015,lcl_Athaliana_AT2G06520.1,0,657,-2216,4867
4868,mtr-miR169h,lcl_Mtruncatula_Medtr8g007370.1,1,743,-3158,4868
4869,mtr-miR5268a,lcl_Mtruncatula_Medtr6g066100.2,0,1231,-376,4869
4870,gma-miR10196,lcl_Gmax_Glyma.09G077300.1,1,1213,-3159,4870
4871,gma-miR171i-5p,lcl_Gmax_Glyma.13G132200.1,0,1155,-1493,4871
4872,ath-miR8176,CNT2085952,1,369,-3160,4872
4873,ath-miR864-3p,CNT2088350,0,204,-3161,4873
4874,mtr-miR5284h,lcl_Mtruncatula_Medtr2g022610.1,1,465,-3162,4874
4875,mtr-miR5227,lcl_Mtruncatula_Medtr4g115740.6,0,1059,-435,4875
4876,gma-miR4371b,lcl_Gmax_Glyma.17G246100.1,1,1024,-625,4876
4877,gma-miR398a,lcl_Gmax_Glyma.09G078500.1,0,910,-422,4877
4878,ath-miR8181,lcl_Athaliana_AT2G06045.1,1,46,-3163,4878
4879,ath-miR426,CNT2088441,0,977,-3164,4879
4880,mtr-miR2586b,lcl_Mtruncatula_Medtr3g435810.1,1,356,-3165,4880
4881,mtr-miR5554a-3p,lcl_Mtruncatula_Medtr2g009910.2,0,473,-74,4881
4882,gma-miR482b-5p,lcl_Gmax_Glyma.01G171500.1,1,115,-666,4882
4883,gma-miR482b-5p,lcl_Gmax_Glyma.19G038200.1,0,115,-1261,4883
4884,ath-miR167a-5p,CNT2088981,1,823,-3166,4884
4885,ath-miR8121,CNT2086088,0,99,-3167,4885
4886,mtr-miR5266,lcl_Mtruncatula_Medtr1g083670.1,1,481,-3168,4886
4887,mtr-miR5249,lcl_Mtruncatula_Medtr4g053180.2,0,858,-16,4887
4888,gma-miR5038a,lcl_Gmax_Glyma.14G125900.1,1,347,-2386,4888
4889,gma-miR9740,lcl_Gmax_Glyma.03G199800.1,0,33,-560,4889
4890,ath-miR8183,lcl_Athaliana_AT3G31360.1,1,732,-3169,4890
4891,ath-miR8174,NONATHT002559,0,211,-3170,4891
4892,mtr-miR167a,lcl_Mtruncatula_Medtr3g094810.1,1,484,-3171,4892
4893,mtr-miR2625,lcl_Mtruncatula_Medtr8g022410.1,0,640,-158,4893
4894,gma-miR5774a,lcl_Gmax_Glyma.09G225800.1,1,300,-3172,4894
4895,gma-miR1520f-5p,lcl_Gmax_Glyma.01G175700.7,0,220,-1506,4895
4896,ath-miR5638b,CNT2087297,1,498,-3173,4896
4897,ath-miR161.1,lcl_Athaliana_AT2G40008.1,0,151,-3174,4897
4898,mtr-miR2586b,lcl_Mtruncatula_Medtr1g011730.1,1,356,-3175,4898
4899,mtr-miR2643a,lcl_Mtruncatula_Medtr4g106400.1,0,1119,-180,4899
4900,gma-miR9737,lcl_Gmax_Glyma.08G327000.1,1,510,-3176,4900
4901,gma-miR1520l,lcl_Gmax_Glyma.14G072000.1,0,1025,-1062,4901
4902,ath-miR773a,CNT2085349,1,826,-3177,4902
4903,ath-miR838,NONATHT003411,0,117,-3178,4903
4904,mtr-miR2592bo-5p,lcl_Mtruncatula_Medtr3g070130.1,1,715,-485,4904
4905,mtr-miR2119,lcl_Mtruncatula_Medtr2g009910.2,0,988,-74,4905
4906,gma-miR408a-3p,lcl_Gmax_Glyma.19G182900.1,1,410,-3179,4906
4907,gma-miR10200,lcl_Gmax_Glyma.01G083400.2,0,1232,-977,4907
4908,ath-miR170-5p,lcl_Athaliana_AT4G35430.1,1,251,-3180,4908
4909,ath-miR848,NONATHT000728,0,627,-3181,4909
4910,mtr-miR482-5p,lcl_Mtruncatula_Medtr5g061110.1,1,495,-3182,4910
4911,mtr-miR398a-5p,lcl_Mtruncatula_Medtr3g050170.1,0,720,-135,4911
4912,gma-miR4993,lcl_Gmax_Glyma.12G151800.1,1,437,-3183,4912
4913,gma-miR10435,lcl_Gmax_Glyma.01G220500.1,0,488,-1052,4913
4914,ath-miR5644,lcl_Athaliana_AT2G22940.1,1,521,-2566,4914
4915,ath-miR774a,CNT2088670,0,145,-3184,4915
4916,mtr-miR5277,lcl_Mtruncatula_Medtr4g077330.1,1,279,-3185,4916
4917,mtr-miR2643a,lcl_Mtruncatula_Medtr2g031430.1,0,1119,-581,4917
4918,gma-miR5380a,lcl_Gmax_Glyma.10G130900.1,1,940,-3186,4918
4919,gma-miR166h-5p,lcl_Gmax_Glyma.02G106000.7,0,1052,-258,4919
4920,ath-miR2937,lcl_Athaliana_AT3G30712.1,1,1233,-2003,4920
4921,ath-miR408-3p,lcl_Athaliana_AT4G04293.1,0,1185,-3187,4921
4922,mtr-miR319a-5p,lcl_Mtruncatula_Medtr4g065740.1,1,629,-3188,4922
4923,mtr-miR2603,lcl_Mtruncatula_Medtr1g086180.1,0,889,-524,4923
4924,gma-miR169s-3p,lcl_Gmax_Glyma.09G076900.1,1,831,-3189,4924
4925,gma-miR160a-3p,lcl_Gmax_Glyma.17G146200.1,0,1118,-171,4925
4926,ath-miR8167a,CNT2087321,1,476,-3190,4926
4927,ath-miR393b-3p,CNT2087473,0,1009,-3191,4927
4928,mtr-miR5234,lcl_Mtruncatula_Medtr7g017460.1,1,234,-3192,4928
4929,mtr-miR2605,lcl_Mtruncatula_Medtr2g105230.5,0,1184,-1252,4929
4930,gma-miR169i-5p,lcl_Gmax_Glyma.07G269300.1,1,343,-3193,4930
4931,gma-miR169o,lcl_Gmax_Glyma.01G175700.7,0,214,-1506,4931
4932,ath-miR156f-3p,lcl_Athaliana_AT2G05440.8,1,951,-3194,4932
4933,ath-miR5637,CNT2085076,0,575,-3195,4933
4934,mtr-miR2651,lcl_Mtruncatula_Medtr1964s0010.1,1,603,-3196,4934
4935,mtr-miR5207,lcl_Mtruncatula_Medtr4g059760.1,0,119,-113,4935
4936,gma-miR171k-5p,lcl_Gmax_Glyma.01G136400.1,1,384,-3197,4936
4937,gma-miR1520e,lcl_Gmax_Glyma.08G342400.1,0,1156,-492,4937
4938,ath-miR5656,CNT2087740,1,1234,-3198,4938
4939,ath-miR171b-3p,lcl_Athaliana_AT1G69587.1,0,725,-3199,4939
4940,mtr-miR159b,lcl_Mtruncatula_Medtr5g048080.1,1,200,-3200,4940
4941,mtr-miR169g,lcl_Mtruncatula_Medtr1g107440.5,0,244,-169,4941
4942,gma-miR160a-5p,lcl_Gmax_Glyma.08G175300.1,1,263,-3201,4942
4943,gma-miR10444,lcl_Gmax_Glyma.19G119500.1,0,459,-349,4943
4944,ath-miR167a-5p,NONATHT003342,1,823,-3202,4944
4945,ath-miR867,lcl_Athaliana_AT3G42356.1,0,599,-3203,4945
4946,mtr-miR2623,lcl_Mtruncatula_Medtr7g064970.1,1,772,-3204,4946
4947,mtr-miR2655a,lcl_Mtruncatula_Medtr8g074520.1,0,624,-230,4947
4948,gma-miR482b-5p,lcl_Gmax_Glyma.01G184900.1,1,115,-3205,4948
4949,gma-miR396a-3p,lcl_Gmax_Glyma.12G132700.1,0,1235,-686,4949
4950,ath-miR5653,CNT2085257,1,250,-3206,4950
4951,ath-miR418,CNT2086586,0,94,-3207,4951
4952,mtr-miR5206b,lcl_Mtruncatula_Medtr7g116725.1,1,903,-3208,4952
4953,mtr-miR2655a,lcl_Mtruncatula_Medtr0101s0020.2,0,624,-39,4953
4954,gma-miR5767,lcl_Gmax_Glyma.02G145900.1,1,271,-3209,4954
4955,gma-miR1536,lcl_Gmax_Glyma.18G297000.1,0,868,-88,4955
4956,ath-miR168a-5p,lcl_Athaliana_AT4G08657.1,1,177,-3210,4956
4957,ath-miR5641,CNT2085071,0,239,-2788,4957
4958,mtr-miR4414a-5p,lcl_Mtruncatula_Medtr5g072730.1,1,516,-3211,4958
4959,mtr-miR5231,lcl_Mtruncatula_Medtr8g022770.3,0,1135,-288,4959
4960,gma-miR169o,lcl_Gmax_Glyma.19G017800.1,1,214,-3212,4960
4961,gma-miR9756,lcl_Gmax_Glyma.07G197400.1,0,857,-1268,4961
4962,ath-miR854a,lcl_Athaliana_AT2G33815.1,1,319,-3213,4962
4963,ath-miR868-3p,NONATHT002551,0,628,-3214,4963
4964,mtr-miR5218,lcl_Mtruncatula_Medtr2g005010.1,1,191,-3215,4964
4965,mtr-miR5238,lcl_Mtruncatula_Medtr5g048060.2,0,1036,-314,4965
4966,gma-miR408d,lcl_Gmax_Glyma.06G226500.4,1,160,-3216,4966
4967,gma-miR319n,lcl_Gmax_Glyma.15G148400.1,0,1210,-1024,4967
4968,ath-miR847,CNT2087852,1,1166,-3217,4968
4969,ath-miR5014a-5p,CNT2085233,0,404,-484,4969
4970,mtr-miR159b,lcl_Mtruncatula_Medtr8g064120.1,1,200,-3218,4970
4971,mtr-miR390,lcl_Mtruncatula_Medtr3g109685.1,0,1236,-595,4971
4972,gma-miR4371b,lcl_Gmax_Glyma.10G263100.1,1,1024,-3219,4972
4973,gma-miR4375,lcl_Gmax_Glyma.08G328700.1,0,487,-1254,4973
4974,ath-miR10515,CNT2087263,1,30,-1686,4974
4975,ath-miR418,CNT2087869,0,94,-3220,4975
4976,mtr-miR2592ap,lcl_Mtruncatula_Medtr2g055400.1,1,90,-3221,4976
4977,mtr-miR2668,lcl_Mtruncatula_Medtr3g466420.1,0,78,-210,4977
4978,gma-miR398a,lcl_Gmax_Glyma.09G036600.1,1,910,-2307,4978
4979,gma-miR399j,lcl_Gmax_Glyma.19G112400.1,0,285,-394,4979
4980,ath-miR5660,CNT2087074,1,62,-3222,4980
4981,ath-miR5664,CNT2088554,0,876,-3223,4981
4982,mtr-miR2675,lcl_Mtruncatula_Medtr8g461090.1,1,59,-3224,4982
4983,mtr-miR169l-3p,lcl_Mtruncatula_Medtr7g108080.1,0,891,-496,4983
4984,gma-miR10188,lcl_Gmax_Glyma.14G002600.2,1,609,-3225,4984
4985,gma-miR5774a,lcl_Gmax_Glyma.05G099800.2,0,300,-526,4985
4986,ath-miR8165,CNT2084898,1,103,-3226,4986
4987,ath-miR5646,lcl_Athaliana_AT2G09810.1,0,447,-3227,4987
4988,mtr-miR5560-3p,lcl_Mtruncatula_Medtr8g106990.1,1,617,-2130,4988
4989,mtr-miR2597,lcl_Mtruncatula_Medtr5g048060.2,0,601,-314,4989
4990,gma-miR4397-5p,lcl_Gmax_Glyma.19G253400.1,1,1144,-3228,4990
4991,gma-miR4406,lcl_Gmax_Glyma.18G073900.1,0,736,-344,4991
4992,ath-miR8181,lcl_Athaliana_AT2G34870.1,1,46,-3229,4992
4993,ath-miR5024-5p,CNT2086934,0,542,-3230,4993
4994,mtr-miR5219,lcl_Mtruncatula_Medtr5g076340.1,1,378,-3231,4994
4995,mtr-miR2643b-5p,lcl_Mtruncatula_Medtr5g084410.3,0,434,-848,4995
4996,gma-miR5764,lcl_Gmax_Glyma.12G036000.1,1,687,-3232,4996
4997,gma-miR4415a-5p,lcl_Gmax_Glyma.13G315600.1,0,733,-478,4997
4998,ath-miR399d,NONATHT002557,1,305,-3233,4998
4999,ath-miR8166,CNT2088368,0,765,-3234,4999
5000,mtr-miR319c-5p,lcl_Mtruncatula_Medtr7g006520.1,1,27,-3235,5000
5001,mtr-miR5557-5p,lcl_Mtruncatula_Medtr7g111640.3,0,851,-514,5001
5002,gma-miR171r,lcl_Gmax_Glyma.09G041800.1,1,483,-1966,5002
5003,gma-miR9726,lcl_Gmax_Glyma.04G113900.1,0,1237,-1068,5003
5004,ath-miR393a-5p,lcl_Athaliana_AT1G19960.1,1,1011,-3236,5004
5005,ath-miR447a-3p,CNT2086901,0,207,-3237,5005
5006,mtr-miR5206b,lcl_Mtruncatula_Medtr6g072955.1,1,903,-3238,5006
5007,mtr-miR2648,lcl_Mtruncatula_Medtr2g031430.1,0,1238,-581,5007
5008,gma-miR169i-5p,lcl_Gmax_Glyma.01G087600.1,1,343,-3239,5008
5009,gma-miR530b,lcl_Gmax_Glyma.U035100.2,0,536,-502,5009
5010,ath-miR8168,CNT2088235,1,221,-1175,5010
5011,ath-miR5595a,NONATHT003294,0,552,-2729,5011
5012,mtr-miR5269a,lcl_Mtruncatula_Medtr2g086060.1,1,931,-3240,5012
5013,mtr-miR1510b-5p,lcl_Mtruncatula_Medtr4g049300.2,0,686,-129,5013
5014,gma-miR4414a-5p,lcl_Gmax_Glyma.08G301900.1,1,540,-2211,5014
5015,gma-miR10198,lcl_Gmax_Glyma.13G020800.1,0,110,-743,5015
5016,ath-miR5643a,lcl_Athaliana_AT4G30880.1,1,222,-3241,5016
5017,ath-miR5631,NONATHT003699,0,157,-3242,5017
5018,mtr-miR2601,lcl_Mtruncatula_Medtr2g046770.1,1,499,-3243,5018
5019,mtr-miR5216a,lcl_Mtruncatula_Medtr0016s0040.1,0,953,-10,5019
5020,gma-miR5783,lcl_Gmax_Glyma.11G125900.1,1,346,-3244,5020
5021,gma-miR4370,lcl_Gmax_Glyma.13G372800.1,0,420,-378,5021
5022,ath-miR858b,TAR-224,1,72,-3245,5022
5023,ath-miR5014a-3p,lcl_Athaliana_AT3G33189.1,0,306,-3246,5023
5024,mtr-miR399b,lcl_Mtruncatula_Medtr6g045593.1,1,579,-3247,5024
5025,mtr-miR482-5p,lcl_Mtruncatula_Medtr8g087480.1,0,495,-45,5025
5026,gma-miR5676,lcl_Gmax_Glyma.19G092400.1,1,1078,-3248,5026
5027,gma-miR5038a,lcl_Gmax_Glyma.02G087300.1,0,347,-165,5027
5028,ath-miR5021,lcl_Athaliana_AT3G13061.1,1,928,-3249,5028
5029,ath-miR832-5p,CNT2088407,0,342,-3250,5029
5030,mtr-miR2586b,lcl_Mtruncatula_Medtr3g462200.1,1,356,-3251,5030
5031,mtr-miR160f,lcl_Mtruncatula_Medtr8g051620.3,0,701,-80,5031
5032,gma-miR169i-3p,lcl_Gmax_Glyma.16G049700.1,1,532,-3252,5032
5033,gma-miR4387b,lcl_Gmax_Glyma.01G175700.7,0,137,-1506,5033
5034,ath-miR8181,NONATHT001275,1,46,-3253,5034
5035,ath-miR5014a-3p,lcl_Athaliana_AT5G66052.1,0,306,-3254,5035
5036,mtr-miR5261,lcl_Mtruncatula_Medtr8g445570.1,1,778,-711,5036
5037,mtr-miR2613,lcl_Mtruncatula_Medtr1g054150.1,0,190,-22,5037
5038,gma-miR482b-5p,lcl_Gmax_Glyma.18G081600.1,1,115,-3255,5038
5039,gma-miR4401b,lcl_Gmax_Glyma.03G198900.1,0,996,-597,5039
5040,ath-miR156d-3p,lcl_Athaliana_AT4G28085.1,1,985,-3256,5040
5041,ath-miR418,CNT2088006,0,94,-3257,5041
5042,mtr-miR5276,lcl_Mtruncatula_Medtr6g060310.1,1,298,-3258,5042
5043,mtr-miR2655a,lcl_Mtruncatula_Medtr4g049300.2,0,624,-129,5043
5044,gma-miR10410a,lcl_Gmax_Glyma.01G104000.1,1,744,-3259,5044
5045,gma-miR394a-3p,lcl_Gmax_Glyma.03G199800.1,0,393,-560,5045
5046,ath-miR869.2,CNT2088307,1,655,-3260,5046
5047,ath-miR2939,CNT2087355,0,83,-3261,5047
5048,mtr-miR2673a,lcl_Mtruncatula_Medtr8g026870.1,1,31,-3262,5048
5049,mtr-miR2597,lcl_Mtruncatula_Medtr4g115740.6,0,601,-435,5049
5050,gma-miR5777,lcl_Gmax_Glyma.01G135700.1,1,616,-3263,5050
5051,gma-miR390a-5p,lcl_Gmax_Glyma.16G199800.1,0,121,-765,5051
5052,ath-miR8167a,lcl_Athaliana_AT4G28085.2,1,476,-3264,5052
5053,ath-miR5637,CNT2087053,0,575,-3265,5053
5054,mtr-miR156g-5p,lcl_Mtruncatula_Medtr3g007310.1,1,360,-3266,5054
5055,mtr-miR5262,lcl_Mtruncatula_Medtr2g009910.1,0,764,-1238,5055
5056,gma-miR396g,lcl_Gmax_Glyma.13G328200.1,1,547,-459,5056
5057,gma-miR4342,lcl_Gmax_Glyma.01G122600.1,0,979,-305,5057
5058,ath-miR825,CNT2085849,1,1095,-3267,5058
5059,ath-miR415,CNT2087543,0,809,-3268,5059
5060,mtr-miR164d,lcl_Mtruncatula_Medtr3g032170.1,1,252,-3269,5060
5061,mtr-miR5297,lcl_Mtruncatula_Medtr2g023920.2,0,948,-661,5061
5062,gma-miR482e,lcl_Gmax_Glyma.11G156600.1,1,313,-3270,5062
5063,gma-miR167g,lcl_Gmax_Glyma.02G143900.2,0,64,-412,5063
5064,ath-miR858a,CNT2087788,1,1034,-3271,5064
5065,ath-miR867,lcl_Athaliana_AT1G36740.1,0,599,-3272,5065
5066,mtr-miR5556-5p,lcl_Mtruncatula_Medtr3g085560.1,1,522,-3273,5066
5067,mtr-miR2087-3p,lcl_Mtruncatula_Medtr4g115740.6,0,922,-435,5067
5068,gma-miR5377,lcl_Gmax_Glyma.10G205100.1,1,636,-3274,5068
5069,gma-miR4412-3p,lcl_Gmax_Glyma.02G248900.1,0,783,-2517,5069
5070,ath-miR167a-5p,CNT2087720,1,823,-3275,5070
5071,ath-miR8179,NONATHT003311,0,1239,-3276,5071
5072,mtr-miR168a,lcl_Mtruncatula_Medtr4g104340.1,1,73,-3277,5072
5073,mtr-miR2644,lcl_Mtruncatula_Medtr7g096640.2,0,1227,-544,5073
5074,gma-miR4993,lcl_Gmax_Glyma.06G006300.1,1,437,-3278,5074
5075,gma-miR4998,lcl_Gmax_Glyma.01G220500.1,0,1146,-1052,5075
5076,ath-miR319a,lcl_Athaliana_AT3G30712.1,1,139,-2003,5076
5077,ath-miR418,NONATHT002056,0,94,-3279,5077
5078,mtr-miR166c,lcl_Mtruncatula_Medtr7g056250.1,1,900,-3280,5078
5079,mtr-miR2606c,lcl_Mtruncatula_Medtr5g015470.1,0,379,-123,5079
5080,gma-miR530b,lcl_Gmax_Glyma.13G227500.1,1,536,-1873,5080
5081,gma-miR4360,lcl_Gmax_Glyma.13G164400.1,0,658,-301,5081
5082,ath-miR8175,NONATHT001503,1,260,-3281,5082
5083,ath-miR8166,lcl_Athaliana_AT5G08185.3,0,765,-3282,5083
5084,mtr-miR5562-3p,lcl_Mtruncatula_Medtr0112s0050.1,1,9,-3283,5084
5085,mtr-miR5267l,lcl_Mtruncatula_Medtr7g111640.3,0,1167,-514,5085
5086,gma-miR5766,lcl_Gmax_Glyma.18G181000.1,1,1143,-3284,5086
5087,gma-miR5775,lcl_Gmax_Glyma.03G084100.2,0,608,-182,5087
5088,ath-miR780.1,lcl_Athaliana_AT1G29785.1,1,182,-3285,5088
5089,ath-miR5666,CNT2088936,0,970,-2983,5089
5090,mtr-miR2623,lcl_Mtruncatula_Medtr0008s0430.1,1,772,-3286,5090
5091,mtr-miR7697-3p,lcl_Mtruncatula_Medtr7g096640.2,0,839,-544,5091
5092,gma-miR4414a-5p,lcl_Gmax_Glyma.15G251400.1,1,540,-3287,5092
5093,gma-miR5374-3p,lcl_Gmax_Glyma.07G094600.1,0,1240,-47,5093
5094,ath-miR159c,lcl_Athaliana_AT3G13910.1,1,338,-1543,5094
5095,ath-miR5014b,CNT2084991,0,387,-3288,5095
5096,mtr-miR5270a,lcl_Mtruncatula_Medtr8g446520.1,1,164,-3289,5096
5097,mtr-miR2643a,lcl_Mtruncatula_Medtr8g022410.1,0,1119,-158,5097
5098,gma-miR4340,lcl_Gmax_Glyma.01G032800.1,1,419,-3290,5098
5099,gma-miR4372a,lcl_Gmax_Glyma.19G114700.1,0,1241,-808,5099
5100,ath-miR836,lcl_Athaliana_AT2G07220.1,1,1242,-3291,5100
5101,ath-miR781a,CNT2085653,0,504,-3292,5101
5102,mtr-miR5266,lcl_Mtruncatula_Medtr1g492720.1,1,481,-2483,5102
5103,mtr-miR399k,lcl_Mtruncatula_Medtr8g022770.3,0,1093,-288,5103
5104,gma-miR169o,lcl_Gmax_Glyma.U039400.1,1,214,-2822,5104
5105,gma-miR5673,lcl_Gmax_Glyma.14G013200.1,0,680,-921,5105
5106,ath-miR1886.1,CNT2085934,1,1182,-3293,5106
5107,ath-miR5017-3p,NONATHT003324,0,377,-3294,5107
5108,mtr-miR1510a-3p,lcl_Mtruncatula_Medtr6g033565.1,1,1139,-3295,5108
