ViRBase ID	Virus Name	Virus Strain Name	Taxonomy ID	Virus Family	Host Species	Interactor1 Source	Interactor1 Category	Interactor1 Symbol	Interactor1 ID	Interactor2 Source	Interactor2 Category	Interactor2 Symbol	Interactor2 ID	PMID	Score
HHID00099915	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001736	ALDBSSCT0000001736	host	mRNA	ELF1	100512366	32063887	0.4752
HHID00099916	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001736	ALDBSSCT0000001736	host	mRNA	SUGT1	100736854	32063887	0.4752
HHID00099917	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001737	ALDBSSCT0000001737	host	mRNA	NAA16	100158125	32063887	0.4752
HHID00099918	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001737	ALDBSSCT0000001737	host	mRNA	ELF1	100512366	32063887	0.4752
HHID00099919	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001737	ALDBSSCT0000001737	host	mRNA	SUGT1	100736854	32063887	0.4752
HHID00099920	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001791	ALDBSSCT0000001791	host	mRNA	MBNL2	100519915	32063887	0.4752
HHID00099921	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001839	ALDBSSCT0000001839	host	mRNA	COL4A2	100153454	32063887	0.4752
HHID00099922	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001850	ALDBSSCT0000001850	host	mRNA	XPO4	100519559	32063887	0.4752
HHID00099923	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001850	ALDBSSCT0000001850	host	mRNA	IL17D	100738902	32063887	0.4752
HHID00099924	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001865	ALDBSSCT0000001865	host	mRNA	RNF6	100624861	32063887	0.4752
HHID00099925	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001865	ALDBSSCT0000001865	host	mRNA	CDK8	100739805	32063887	0.4752
HHID00099926	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001868	ALDBSSCT0000001868	host	mRNA	USP12	100511469	32063887	0.4752
HHID00099927	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001873	ALDBSSCT0000001873	host	mRNA	CDX2	100127132	32063887	0.4752
HHID00099928	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001873	ALDBSSCT0000001873	host	mRNA	PAN3	100514180	32063887	0.4752
HHID00099929	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001873	ALDBSSCT0000001873	host	mRNA	URAD	100515273	32063887	0.4752
HHID00099930	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001874	ALDBSSCT0000001874	host	mRNA	CDX2	100127132	32063887	0.4752
HHID00099931	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001874	ALDBSSCT0000001874	host	mRNA	PAN3	100514180	32063887	0.4752
HHID00099932	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001874	ALDBSSCT0000001874	host	mRNA	URAD	100515273	32063887	0.4752
HHID00099933	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001877	ALDBSSCT0000001877	host	mRNA	SLC46A3	100154155	32063887	0.4752
HHID00099934	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001879	ALDBSSCT0000001879	host	lncRNA	POMP	102163533	32063887	0.4752
HHID00099935	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001879	ALDBSSCT0000001879	host	mRNA	SLC46A3	100154155	32063887	0.4752
HHID00099936	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001882	ALDBSSCT0000001882	host	mRNA	KATNAL1	100156612	32063887	0.4752
HHID00099937	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001885	ALDBSSCT0000001885	host	mRNA	KATNAL1	100156612	32063887	0.4752
HHID00099938	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001886	ALDBSSCT0000001886	host	mRNA	KATNAL1	100156612	32063887	0.4752
HHID00099939	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001906	ALDBSSCT0000001906	host	mRNA	SMAD9	100153584	32063887	0.4752
HHID00099940	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001906	ALDBSSCT0000001906	host	mRNA	SUPT20H	100739486	32063887	0.4752
HHID00099941	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001907	ALDBSSCT0000001907	host	mRNA	SMAD9	100153584	32063887	0.4752
HHID00099942	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001907	ALDBSSCT0000001907	host	mRNA	SUPT20H	100739486	32063887	0.4752
HHID00099943	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001912	ALDBSSCT0000001912	host	lncRNA	NHLRC3	102158088	32063887	0.4752
HHID00099944	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001912	ALDBSSCT0000001912	host	mRNA	STOML3	100525123	32063887	0.4752
HHID00099945	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001912	ALDBSSCT0000001912	host	mRNA	PROSER1	102157866	32063887	0.4752
HHID00099946	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001912	ALDBSSCT0000001912	host	mRNA	FREM2	106508661	32063887	0.4752
HHID00099947	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001944	ALDBSSCT0000001944	host	mRNA	SETDB2	100157885	32063887	0.4752
HHID00099948	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001944	ALDBSSCT0000001944	host	mRNA	PHF11	100518446	32063887	0.4752
HHID00099949	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001944	ALDBSSCT0000001944	host	mRNA	CAB39L	100519104	32063887	0.4752
HHID00099950	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001944	ALDBSSCT0000001944	host	mRNA	RCBTB1	100628042	32063887	0.4752
HHID00099951	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001957	ALDBSSCT0000001957	host	mRNA	GPALPP1	100155483	32063887	0.4752
HHID00099952	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001957	ALDBSSCT0000001957	host	mRNA	NUFIP1	100157882	32063887	0.4752
HHID00099953	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001964	ALDBSSCT0000001964	host	mRNA	DNAJC15	100154106	32063887	0.4752
HHID00099954	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001969	ALDBSSCT0000001969	host	mRNA	DGKH	100157742	32063887	0.4752
HHID00099955	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000001996	ALDBSSCT0000001996	host	mRNA	RBM26	100153235	32063887	0.4752
HHID00099956	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002005	ALDBSSCT0000002005	host	mRNA	SPRY2	100157266	32063887	0.4752
HHID00099957	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002026	ALDBSSCT0000002026	host	mRNA	CLDN10	100153752	32063887	0.4752
HHID00099958	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002026	ALDBSSCT0000002026	host	mRNA	DNAJC3	100154166	32063887	0.4752
HHID00099959	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002026	ALDBSSCT0000002026	host	mRNA	DZIP1	100519383	32063887	0.4752
HHID00099960	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002031	ALDBSSCT0000002031	host	mRNA	DOCK9	100522271	32063887	0.4752
HHID00099961	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002034	ALDBSSCT0000002034	host	mRNA	GGACT	100524456	32063887	0.4752
HHID00099962	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002034	ALDBSSCT0000002034	host	mRNA	TMTC4	100524643	32063887	0.4752
HHID00099963	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002042	ALDBSSCT0000002042	host	mRNA	CCDC168	106505342	32063887	0.4752
HHID00099964	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002070	ALDBSSCT0000002070	host	mRNA	TNFSF13B	100038026	32063887	0.4752
HHID00099965	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002070	ALDBSSCT0000002070	host	mRNA	ABHD13	100154680	32063887	0.4752
HHID00099966	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002070	ALDBSSCT0000002070	host	mRNA	LIG4	100155891	32063887	0.4752
HHID00099967	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002101	ALDBSSCT0000002101	host	mRNA	ATP4B	397131	32063887	0.4752
HHID00099968	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002101	ALDBSSCT0000002101	host	mRNA	GAS6	100519331	32063887	0.4752
HHID00099969	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002101	ALDBSSCT0000002101	host	mRNA	DCUN1D2	100620320	32063887	0.4752
HHID00099970	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002101	ALDBSSCT0000002101	host	mRNA	TMCO3	100620378	32063887	0.4752
HHID00099971	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002101	ALDBSSCT0000002101	host	mRNA	GRK1	100620646	32063887	0.4752
HHID00099972	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002101	ALDBSSCT0000002101	host	mRNA	ADPRHL1	100620837	32063887	0.4752
HHID00099973	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002101	ALDBSSCT0000002101	host	mRNA	TMEM255B	100738464	32063887	0.4752
HHID00099974	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002102	ALDBSSCT0000002102	host	mRNA	ZMYM5	100520328	32063887	0.4752
HHID00099975	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002102	ALDBSSCT0000002102	host	mRNA	PSPC1	100520511	32063887	0.4752
HHID00099976	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002115	ALDBSSCT0000002115	host	mRNA	CHMP6	100512857	32063887	0.4752
HHID00099977	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002115	ALDBSSCT0000002115	host	mRNA	BAIAP2	100513228	32063887	0.4752
HHID00099978	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002115	ALDBSSCT0000002115	host	mRNA	AATK	100627757	32063887	0.4752
HHID00099979	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002116	ALDBSSCT0000002116	host	mRNA	CHMP6	100512857	32063887	0.4752
HHID00099980	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002116	ALDBSSCT0000002116	host	mRNA	BAIAP2	100513228	32063887	0.4752
HHID00099981	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002116	ALDBSSCT0000002116	host	mRNA	AATK	100627757	32063887	0.4752
HHID00099982	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002119	ALDBSSCT0000002119	host	mRNA	TIMP2	396988	32063887	0.4752
HHID00099983	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002119	ALDBSSCT0000002119	host	mRNA	USP36	100515275	32063887	0.4752
HHID00099984	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002119	ALDBSSCT0000002119	host	mRNA	CYTH1	100515446	32063887	0.4752
HHID00099985	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002138	ALDBSSCT0000002138	host	mRNA	SRSF2	768117	32063887	0.4752
HHID00099986	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002138	ALDBSSCT0000002138	host	mRNA	ST6GALNAC2	100518510	32063887	0.4752
HHID00099987	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002138	ALDBSSCT0000002138	host	mRNA	JMJD6	100621462	32063887	0.4752
HHID00099988	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002138	ALDBSSCT0000002138	host	mRNA	METTL23	100621548	32063887	0.4752
HHID00099989	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002138	ALDBSSCT0000002138	host	mRNA	MFSD11	100622284	32063887	0.4752
HHID00099990	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002138	ALDBSSCT0000002138	host	mRNA	ST6GALNAC1	100622490	32063887	0.4752
HHID00099991	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002139	ALDBSSCT0000002139	host	mRNA	SRSF2	768117	32063887	0.4752
HHID00099992	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002139	ALDBSSCT0000002139	host	mRNA	ST6GALNAC2	100518510	32063887	0.4752
HHID00099993	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002139	ALDBSSCT0000002139	host	mRNA	JMJD6	100621462	32063887	0.4752
HHID00099994	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002139	ALDBSSCT0000002139	host	mRNA	METTL23	100621548	32063887	0.4752
HHID00099995	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002139	ALDBSSCT0000002139	host	mRNA	MFSD11	100622284	32063887	0.4752
HHID00099996	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002139	ALDBSSCT0000002139	host	mRNA	ST6GALNAC1	100622490	32063887	0.4752
HHID00099997	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002169	ALDBSSCT0000002169	host	mRNA	GNA13	100522824	32063887	0.4752
HHID00099998	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002171	ALDBSSCT0000002171	host	mRNA	GNA13	100522824	32063887	0.4752
HHID00099999	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002183	ALDBSSCT0000002183	host	mRNA	ICAM2	414387	32063887	0.4752
HHID00100000	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002183	ALDBSSCT0000002183	host	mRNA	ERN1	100510978	32063887	0.4752
HHID00100001	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002183	ALDBSSCT0000002183	host	mRNA	TEX2	100525949	32063887	0.4752
HHID00100002	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002185	ALDBSSCT0000002185	host	mRNA	PSMC5	397043	32063887	0.4752
HHID00100003	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002185	ALDBSSCT0000002185	host	mRNA	FTSJ3	100512190	32063887	0.4752
HHID00100004	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002185	ALDBSSCT0000002185	host	mRNA	SMARCD2	100512367	32063887	0.4752
HHID00100005	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002185	ALDBSSCT0000002185	host	mRNA	DDX42	100512557	32063887	0.4752
HHID00100006	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002185	ALDBSSCT0000002185	host	mRNA	LIMD2	100512735	32063887	0.4752
HHID00100007	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002185	ALDBSSCT0000002185	host	mRNA	CCDC47	100513109	32063887	0.4752
HHID00100008	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002185	ALDBSSCT0000002185	host	mRNA	MAP3K3	100513491	32063887	0.4752
HHID00100009	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002185	ALDBSSCT0000002185	host	mRNA	TACO1	100514364	32063887	0.4752
HHID00100010	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002201	ALDBSSCT0000002201	host	mRNA	GFAP	396562	32063887	0.4752
HHID00100011	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002201	ALDBSSCT0000002201	host	mRNA	C1QL1	780424	32063887	0.4752
HHID00100012	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002201	ALDBSSCT0000002201	host	mRNA	DCAKD	100521290	32063887	0.4752
HHID00100013	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002201	ALDBSSCT0000002201	host	mRNA	KIF18B	100521577	32063887	0.4752
HHID00100014	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002201	ALDBSSCT0000002201	host	mRNA	EFTUD2	100522208	32063887	0.4752
HHID00100015	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002201	ALDBSSCT0000002201	host	mRNA	HIGD1B	100522512	32063887	0.4752
HHID00100016	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002201	ALDBSSCT0000002201	host	mRNA	NMT1	100524705	32063887	0.4752
HHID00100017	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002202	ALDBSSCT0000002202	host	mRNA	GFAP	396562	32063887	0.4752
HHID00100018	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002202	ALDBSSCT0000002202	host	mRNA	GJC1	100048959	32063887	0.4752
HHID00100019	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002202	ALDBSSCT0000002202	host	mRNA	KIF18B	100521577	32063887	0.4752
HHID00100020	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002202	ALDBSSCT0000002202	host	mRNA	EFTUD2	100522208	32063887	0.4752
HHID00100021	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002202	ALDBSSCT0000002202	host	mRNA	HIGD1B	100522512	32063887	0.4752
HHID00100022	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002203	ALDBSSCT0000002203	host	mRNA	GRN	733645	32063887	0.4752
HHID00100023	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002203	ALDBSSCT0000002203	host	mRNA	FAM171A2	100514069	32063887	0.4752
HHID00100024	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002203	ALDBSSCT0000002203	host	mRNA	SLC4A1	100514249	32063887	0.4752
HHID00100025	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002203	ALDBSSCT0000002203	host	mRNA	GPATCH8	102160693	32063887	0.4752
HHID00100026	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002204	ALDBSSCT0000002204	host	mRNA	ITGA2B	397059	32063887	0.4752
HHID00100027	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002204	ALDBSSCT0000002204	host	mRNA	GRN	733645	32063887	0.4752
HHID00100028	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002204	ALDBSSCT0000002204	host	mRNA	RUNDC3A	100511099	32063887	0.4752
HHID00100029	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002204	ALDBSSCT0000002204	host	mRNA	ATXN7L3	100511716	32063887	0.4752
HHID00100030	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002204	ALDBSSCT0000002204	host	mRNA	G6PC3	100512070	32063887	0.4752
HHID00100031	Porcine deltacoronavirus	Porcine deltacoronavirus	1586324	Coronaviridae	Sus scrofa	host	lncRNA	ALDBSSCT0000002204	ALDBSSCT0000002204	host	mRNA	FAM171A2	100514069	32063887	0.4752
