,Seqname,GCCoW: GC content of whole sequence,GCCo1: GC content of 1st position of codons,GCCo2: GC content of 2nd position of codons,GCCo3: GC content of 3rd position of codons,GCC1V: GCCo1 variance frame score,GCC2V: GCCo2 variance frame score,GCC3V: GCCo3 variance frame score
1457,ENST00000588925.5,0.4833,0.499494,0.481275,0.46913,0.000679,0.000715,0.000721
1458,ENST00000593284.5,0.578437,0.586994,0.568169,0.580148,0.000266,0.000292,0.000315
1459,ENST00000457870.5,0.471058,0.48503,0.473054,0.45509,0.000602,0.000488,0.000467
1460,ENST00000331944.10,0.491493,0.499055,0.470699,0.504726,0.00102,0.000968,0.000812
1461,ENST00000419680.6,0.531852,0.528889,0.511111,0.555556,0.001574,0.001597,0.001461
1462,ENST00000455131.5,0.511596,0.560709,0.482947,0.491132,0.00534,0.005664,0.00584
1463,ENST00000412393.5,0.444954,0.458716,0.444954,0.431193,0.000515,0.000422,0.00043
1464,ENST00000456685.5,0.53024,0.494615,0.541839,0.554267,0.003054,0.002917,0.00296
1465,ENST00000333145.9,0.489435,0.504528,0.461837,0.50194,0.001719,0.001747,0.001804
1466,ENST00000510859.5,0.475573,0.487678,0.491569,0.447471,0.001766,0.001741,0.001708
1467,ENST00000445791.5,0.349299,0.349515,0.341748,0.356634,0.000168,0.000168,0.000163
1468,ENST00000451027.5,0.448718,0.417582,0.428571,0.5,0.006246,0.006007,0.005843
1469,ENST00000431734.5,0.47259,0.436673,0.499055,0.482042,0.003249,0.002969,0.002747
1470,ENST00000414256.5,0.442053,0.402318,0.442053,0.481788,0.004929,0.004674,0.004672
1471,ENST00000436126.5,0.453968,0.431746,0.48254,0.447619,0.002052,0.001956,0.002084
1472,ENST00000447538.6,0.480287,0.505376,0.435484,0.5,0.004542,0.00473,0.00514
1473,ENST00000546798.5,0.499139,0.459552,0.506024,0.531842,0.004227,0.00456,0.004612
1474,ENST00000549329.5,0.474548,0.482759,0.44335,0.497537,0.002401,0.002342,0.00214
1475,ENST00000552156.5,0.505208,0.463542,0.536458,0.515625,0.004378,0.004728,0.00499
1476,ENST00000425005.5,0.494382,0.495987,0.467095,0.520064,0.00218,0.002173,0.002377
1477,ENST00000454488.5,0.447602,0.479574,0.468917,0.394316,0.006304,0.006029,0.006181
1478,ENST00000419746.5,0.444904,0.455357,0.442291,0.437064,0.000261,0.00025,0.000248
1479,ENST00000427348.5,0.410552,0.422918,0.413026,0.395713,0.000543,0.000492,0.000481
1480,ENST00000449469.5,0.515903,0.496726,0.541628,0.509355,0.001619,0.001577,0.001635
1481,ENST00000414142.5,0.531874,0.529496,0.495243,0.570885,0.004342,0.004344,0.004263
1482,ENST00000400436.6,0.554676,0.553167,0.563348,0.547511,0.00019,0.000193,0.00018
1483,ENST00000421599.5,0.599426,0.590822,0.599426,0.608031,0.000253,0.000286,0.000286
1484,ENST00000449351.5,0.578616,0.597484,0.58805,0.550314,0.001789,0.001718,0.001772
1485,ENST00000420006.5,0.636111,0.620833,0.620833,0.666667,0.002234,0.002307,0.002193
1486,ENST00000437028.5,0.582549,0.562019,0.587682,0.597947,0.001083,0.001154,0.001179
1487,ENST00000439943.5,0.478834,0.455933,0.487162,0.493407,0.001248,0.001327,0.001352
1488,ENST00000437730.5,0.476008,0.485605,0.493282,0.449136,0.001639,0.00161,0.001659
1489,ENST00000417721.5,0.59186,0.617442,0.561628,0.596512,0.002347,0.002243,0.002377
1490,ENST00000450535.5,0.557209,0.602791,0.538605,0.530233,0.00462,0.004463,0.004526
1491,ENST00000441722.5,0.569767,0.605708,0.551797,0.551797,0.002813,0.002676,0.002747
1492,ENST00000326677.9,0.44246,0.446429,0.428571,0.452381,0.000481,0.00046,0.000366
1493,ENST00000445003.5,0.586271,0.584416,0.567718,0.606679,0.00123,0.001251,0.001088
1494,ENST00000445984.5,0.537102,0.561837,0.530035,0.519435,0.001346,0.001563,0.001624
1495,ENST00000420279.5,0.538739,0.545946,0.567568,0.502703,0.003167,0.00322,0.003018
1496,ENST00000448374.5,0.521978,0.489011,0.565934,0.510989,0.004787,0.004503,0.004184
1497,ENST00000439558.5,0.493827,0.481481,0.481481,0.518519,0.001465,0.001561,0.001646
1498,ENST00000428772.5,0.43949,0.433121,0.426752,0.458599,0.000932,0.001021,0.001157
1499,ENST00000431181.5,0.470862,0.461538,0.451049,0.5,0.002065,0.002014,0.001916
1500,ENST00000427691.5,0.490637,0.522472,0.455056,0.494382,0.003373,0.003117,0.003434
1501,ENST00000439507.5,0.39759,0.433735,0.368675,0.390361,0.003177,0.003503,0.003253
1502,ENST00000458422.5,0.490617,0.49866,0.442359,0.530831,0.006195,0.006258,0.006916
1503,ENST00000432910.5,0.499755,0.509545,0.496329,0.493392,0.000211,0.000232,0.000241
1504,ENST00000437035.5,0.53507,0.517034,0.56513,0.523046,0.00209,0.001913,0.001684
1505,ENST00000427447.5,0.466462,0.476436,0.454735,0.468216,0.000359,0.000354,0.000348
1506,ENST00000400353.6,0.458373,0.432057,0.472249,0.470813,0.001586,0.001536,0.001504
1507,ENST00000426942.5,0.624535,0.591078,0.64684,0.635688,0.00295,0.003443,0.003986
1508,ENST00000413721.5,0.588571,0.531429,0.622857,0.611429,0.007732,0.00718,0.006942
1509,ENST00000451543.5,0.527845,0.544794,0.53753,0.501211,0.001483,0.001331,0.001226
1510,ENST00000414659.5,0.4423,0.461993,0.420638,0.444269,0.001283,0.001245,0.001212
1511,ENST00000432735.5,0.409644,0.424848,0.392268,0.411816,0.0008,0.000766,0.000807
1512,ENST00000418918.5,0.486348,0.506826,0.486348,0.46587,0.001162,0.001318,0.001313
1513,ENST00000440347.5,0.517495,0.497238,0.541436,0.513812,0.001549,0.001376,0.001202
1514,ENST00000450203.5,0.487047,0.481865,0.487047,0.492228,0.000109,7e-05,8.4e-05
1515,ENST00000430483.5,0.499157,0.536256,0.430017,0.531197,0.0108,0.011066,0.010576
1516,ENST00000439738.5,0.544586,0.520701,0.597134,0.515924,0.00624,0.006042,0.005727
1517,ENST00000422403.5,0.590909,0.555556,0.606061,0.611111,0.003006,0.003247,0.003145
1518,ENST00000425476.5,0.527337,0.566138,0.481481,0.534392,0.005413,0.005743,0.006117
1519,ENST00000455640.5,0.511438,0.490196,0.509804,0.534314,0.001584,0.001751,0.001746
1520,ENST00000452429.5,0.543624,0.543624,0.52349,0.563758,0.001258,0.001261,0.001355
1521,ENST00000458302.5,0.505085,0.452542,0.569492,0.49322,0.010704,0.010304,0.009855
1522,ENST00000444388.5,0.480392,0.444444,0.493464,0.503268,0.003077,0.003273,0.003334
1523,ENST00000450963.5,0.489362,0.542553,0.483283,0.442249,0.007426,0.007079,0.007027
1524,ENST00000437071.5,0.503976,0.483101,0.545726,0.483101,0.00393,0.003832,0.004029
1525,ENST00000435162.5,0.498684,0.473684,0.453947,0.568421,0.01147,0.011299,0.011028
1526,ENST00000440816.5,0.48731,0.482234,0.467005,0.51269,0.00171,0.001758,0.001619
1527,ENST00000430853.5,0.606383,0.664894,0.632979,0.521277,0.01668,0.016315,0.016544
1528,ENST00000428818.5,0.405099,0.403683,0.378187,0.433428,0.002356,0.002342,0.002205
1529,ENST00000452612.5,0.542895,0.458445,0.538874,0.631367,0.022907,0.023408,0.023368
1530,ENST00000428584.5,0.52398,0.527394,0.512033,0.532514,0.000342,0.000345,0.000336
1531,ENST00000474795.5,0.402104,0.408117,0.403608,0.394589,0.000136,0.000125,0.000122
1532,ENST00000475371.5,0.511596,0.556617,0.474761,0.503411,0.005072,0.004819,0.004599
1533,ENST00000495542.5,0.51992,0.501992,0.555777,0.501992,0.002907,0.003075,0.003441
1534,ENST00000466893.5,0.403402,0.390036,0.393682,0.426488,0.001268,0.001362,0.001323
1535,ENST00000490916.5,0.46422,0.517431,0.423853,0.451376,0.006782,0.007214,0.006903
1536,ENST00000498655.5,0.42596,0.422303,0.389397,0.466179,0.004582,0.00454,0.004288
1537,ENST00000466089.5,0.391442,0.356577,0.427892,0.389857,0.00389,0.004213,0.004433
1538,ENST00000484698.5,0.449963,0.479029,0.451435,0.419426,0.002642,0.00259,0.002586
1539,ENST00000463143.5,0.513109,0.501873,0.546816,0.490637,0.002639,0.002569,0.002396
1540,ENST00000414529.5,0.561122,0.553106,0.541082,0.589178,0.002018,0.002091,0.001906
1541,ENST00000505731.5,0.586793,0.565783,0.547774,0.646823,0.008436,0.00847,0.008366
1542,ENST00000507999.5,0.616176,0.697059,0.571324,0.580147,0.014629,0.014447,0.014553
1543,ENST00000513489.5,0.443843,0.454668,0.479026,0.397835,0.005128,0.005051,0.004813
1544,ENST00000500358.6,0.404767,0.40601,0.407876,0.400415,4.4e-05,4.3e-05,3.9e-05
1545,ENST00000509295.5,0.457924,0.472131,0.442623,0.459016,0.000638,0.000568,0.000505
1546,ENST00000509012.5,0.471631,0.473404,0.452128,0.489362,0.001095,0.001091,0.000959
1547,ENST00000513752.5,0.586335,0.573913,0.544099,0.640994,0.007567,0.007613,0.007344
1548,ENST00000506276.5,0.476529,0.469417,0.460882,0.499289,0.001288,0.001343,0.001447
1549,ENST00000508156.5,0.452611,0.411992,0.487427,0.458414,0.004476,0.004166,0.004447
1550,ENST00000505877.5,0.347233,0.357089,0.350265,0.334344,0.000392,0.000351,0.00036
1551,ENST00000512067.5,0.357764,0.346584,0.376398,0.350311,0.000795,0.000837,0.000877
1552,ENST00000500733.6,0.432553,0.44649,0.41888,0.43229,0.000567,0.000549,0.000568
1553,ENST00000451894.6,0.493432,0.514778,0.480296,0.485222,0.001009,0.001088,0.00114
1554,ENST00000508913.5,0.557334,0.550411,0.538728,0.582865,0.001595,0.001606,0.001638
1555,ENST00000504769.5,0.456204,0.498175,0.481752,0.388686,0.01024,0.010548,0.010306
1556,ENST00000501715.6,0.430518,0.433243,0.449591,0.408719,0.001245,0.001252,0.001168
1557,ENST00000496733.6,0.415648,0.381418,0.454768,0.410758,0.004193,0.004675,0.00418
1558,ENST00000506584.5,0.435146,0.41841,0.481172,0.405858,0.004878,0.004998,0.005271
1559,ENST00000512724.5,0.429825,0.405263,0.410526,0.473684,0.004529,0.004761,0.004631
1560,ENST00000506978.5,0.498227,0.542553,0.468085,0.484043,0.004466,0.004137,0.00391
1561,ENST00000506014.5,0.437177,0.459552,0.423408,0.428571,0.00108,0.001236,0.001371
1562,ENST00000502301.5,0.467972,0.480427,0.453737,0.469751,0.000518,0.000612,0.000751
1563,ENST00000500197.6,0.404022,0.409051,0.394854,0.408163,0.00019,0.000182,0.000197
1564,ENST00000504246.5,0.474348,0.476087,0.473478,0.473478,5e-06,3e-06,2e-06
1565,ENST00000513893.5,0.508108,0.551351,0.508108,0.464865,0.005394,0.005071,0.005068
1566,ENST00000504474.5,0.396095,0.40795,0.379707,0.400628,0.000642,0.000657,0.000637
1567,ENST00000507963.5,0.530369,0.504338,0.569414,0.517354,0.003587,0.003711,0.003538
1568,ENST00000501173.6,0.556375,0.559536,0.537408,0.572181,0.000956,0.000945,0.000851
1569,ENST00000514573.5,0.550082,0.53202,0.536946,0.581281,0.002355,0.002485,0.002385
1570,ENST00000508353.5,0.456967,0.479508,0.418033,0.473361,0.003437,0.003226,0.003633
1571,ENST00000508878.5,0.444215,0.436983,0.467975,0.427686,0.001326,0.001367,0.001246
1572,ENST00000523452.5,0.502703,0.524324,0.502703,0.481081,0.001292,0.001472,0.001466
1573,ENST00000520067.5,0.542443,0.543478,0.555901,0.52795,0.000565,0.000564,0.000507
1574,ENST00000455957.5,0.38,0.402857,0.368571,0.368571,0.00107,0.001302,0.001185
1575,ENST00000454129.5,0.444845,0.432439,0.44259,0.459508,0.00057,0.000584,0.000586
1576,ENST00000444126.5,0.44582,0.452769,0.437134,0.447557,0.000189,0.000181,0.000174
1577,ENST00000422059.5,0.489695,0.465054,0.469086,0.534946,0.004672,0.004722,0.004679
1578,ENST00000453754.5,0.521197,0.531172,0.508728,0.523691,0.000369,0.000288,0.000172
1579,ENST00000442928.6,0.510949,0.509124,0.531022,0.492701,0.001071,0.001097,0.001284
1580,ENST00000449449.6,0.5,0.478316,0.520408,0.501276,0.001379,0.001256,0.001376
1581,ENST00000421310.5,0.537438,0.524126,0.53411,0.554077,0.000784,0.000888,0.000872
1582,ENST00000437621.6,0.591651,0.594633,0.591475,0.588844,2.3e-05,2.6e-05,2.6e-05
1583,ENST00000533935.5,0.571956,0.592251,0.542435,0.581181,0.002027,0.001894,0.001637
1584,ENST00000532358.5,0.560209,0.549738,0.570681,0.560209,0.000363,0.000449,0.000376
1585,ENST00000518088.5,0.485265,0.465619,0.495088,0.495088,0.000958,0.001159,0.001067
1586,ENST00000521159.5,0.525,0.525,0.51,0.54,0.000709,0.000713,0.000795
1587,ENST00000518848.5,0.660142,0.608541,0.683274,0.688612,0.006312,0.006626,0.006876
1588,ENST00000440438.6,0.410765,0.382436,0.348442,0.501416,0.019955,0.019562,0.018896
1589,ENST00000439852.5,0.44507,0.511268,0.409859,0.414085,0.009704,0.010107,0.010354
1590,ENST00000358772.8,0.436364,0.474545,0.447273,0.387273,0.0058,0.006077,0.005972
1591,ENST00000431669.5,0.455285,0.373984,0.569106,0.422764,0.031241,0.032365,0.030983
1592,ENST00000428922.5,0.427451,0.417647,0.470588,0.394118,0.004568,0.004672,0.00503
1593,ENST00000415536.5,0.408451,0.42723,0.361502,0.43662,0.005063,0.004908,0.004661
1594,ENST00000435981.5,0.36984,0.384162,0.361415,0.363943,0.000448,0.000489,0.000465
1595,ENST00000419905.5,0.447721,0.470509,0.438338,0.434316,0.001118,0.000978,0.001039
1596,ENST00000447307.5,0.444904,0.442149,0.483471,0.409091,0.004123,0.004097,0.004317
1597,ENST00000433079.5,0.435816,0.423138,0.425515,0.458796,0.001233,0.001192,0.001236
1598,ENST00000451786.5,0.475892,0.472468,0.483595,0.471612,0.000134,0.00013,0.00012
1599,ENST00000443623.5,0.397351,0.430464,0.397351,0.364238,0.003131,0.002765,0.00277
1600,ENST00000435523.5,0.462929,0.461121,0.439421,0.488246,0.001876,0.001855,0.00168
1601,ENST00000429289.5,0.429653,0.421483,0.438222,0.429255,0.000213,0.000221,0.000212
1602,ENST00000463561.5,0.538194,0.538194,0.482639,0.59375,0.009397,0.009375,0.00966
1603,ENST00000487102.5,0.387648,0.370565,0.413929,0.378449,0.001617,0.00175,0.001563
1604,ENST00000496968.5,0.527307,0.553672,0.514124,0.514124,0.001452,0.001695,0.001813
1605,ENST00000467944.5,0.443128,0.447867,0.454976,0.42654,0.000597,0.000567,0.000425
1606,ENST00000486094.5,0.562882,0.553114,0.575092,0.56044,0.000393,0.000446,0.000388
1607,ENST00000488041.5,0.439068,0.446237,0.44086,0.430108,0.000167,0.000218,0.00023
1608,ENST00000478925.5,0.568345,0.652878,0.496403,0.555755,0.018454,0.019284,0.019819
1609,ENST00000462305.5,0.552393,0.586028,0.531695,0.539457,0.002495,0.002332,0.002205
1610,ENST00000470435.5,0.531561,0.528239,0.533223,0.533223,4e-05,7.6e-05,6.4e-05
1611,ENST00000447563.5,0.4966,0.475418,0.498954,0.515429,0.001229,0.001205,0.001207
1612,ENST00000520348.5,0.419753,0.421296,0.412037,0.425926,0.000161,0.000161,0.000125
1613,ENST00000520944.5,0.424765,0.456113,0.413793,0.404389,0.002179,0.001943,0.002028
1614,ENST00000621883.1,0.376644,0.389795,0.366912,0.373225,0.000414,0.000426,0.000417
1615,ENST00000504145.5,0.504453,0.534351,0.482824,0.496183,0.00211,0.002029,0.002091
1616,ENST00000501396.5,0.464516,0.454839,0.477419,0.46129,0.000417,0.000373,0.000312
1617,ENST00000502082.5,0.457746,0.409859,0.464789,0.498592,0.00611,0.005977,0.005947
1618,ENST00000513868.6,0.522072,0.5103,0.531489,0.524426,0.000363,0.000394,0.000422
1619,ENST00000521600.5,0.502451,0.419118,0.522059,0.566176,0.017699,0.016838,0.016573
1620,ENST00000522875.5,0.464208,0.478308,0.465293,0.449024,0.000604,0.000668,0.000667
1621,ENST00000517345.5,0.410023,0.444191,0.396355,0.389522,0.002518,0.002819,0.003005
1622,ENST00000521090.5,0.445736,0.430233,0.437984,0.468992,0.001335,0.001253,0.001309
1623,ENST00000520068.5,0.425562,0.400281,0.442416,0.433989,0.001555,0.001422,0.001309
1624,ENST00000521097.5,0.464066,0.498973,0.474333,0.418891,0.004845,0.004519,0.004609
1625,ENST00000625218.1,0.511254,0.569132,0.501608,0.463023,0.00818,0.007439,0.007532
1626,ENST00000454968.5,0.55809,0.575196,0.560228,0.538845,0.00096,0.000914,0.000906
1627,ENST00000417942.5,0.396409,0.389503,0.410221,0.389503,0.000431,0.000493,0.00057
1628,ENST00000431616.5,0.468806,0.44385,0.513369,0.449198,0.00452,0.004743,0.00511
1629,ENST00000420471.5,0.488067,0.429594,0.483294,0.551313,0.011406,0.011108,0.011115
1630,ENST00000426528.5,0.44925,0.436893,0.439541,0.471315,0.001145,0.0011,0.001145
1631,ENST00000449111.5,0.534271,0.514938,0.565905,0.521968,0.002293,0.002266,0.002228
1632,ENST00000444489.5,0.510336,0.513385,0.512369,0.505252,5.5e-05,5.1e-05,4.8e-05
1633,ENST00000481898.5,0.470292,0.435045,0.492447,0.483384,0.002929,0.003109,0.003001
1634,ENST00000492250.5,0.446018,0.472566,0.419469,0.446018,0.002057,0.00225,0.002064
1635,ENST00000460249.5,0.469599,0.485123,0.454075,0.469599,0.000697,0.000609,0.000707
1636,ENST00000472367.5,0.554156,0.544081,0.570529,0.547859,0.000624,0.000682,0.0006
1637,ENST00000413665.5,0.513929,0.492795,0.536023,0.512968,0.001436,0.001343,0.001443
1638,ENST00000528524.5,0.491803,0.52459,0.502732,0.448087,0.004475,0.004742,0.004815
1639,ENST00000529031.5,0.457471,0.427586,0.455172,0.489655,0.003116,0.003486,0.00347
1640,ENST00000530825.5,0.442667,0.424,0.448,0.456,0.000953,0.001246,0.001326
1641,ENST00000529811.5,0.456876,0.447552,0.482517,0.440559,0.001505,0.00141,0.001149
