,Seqname,SLDLD: Structural logarithm distance to lncRNA of acguD,SLDPD: Structural logarithm distance to pcRNA of acguD,SLDRD: Structural logarithm distance acguD ratio,SLDLN: Structural logarithm distance to lncRNA of acguACGU,SLDPN: Structural logarithm distance to pcRNA of acguACGU,SLDRN: Structural logarithm distance acguACGU ratio,SDMFE: Secondary structural minimum free energy,SFPUS: Secondary structural UP frequency paired-unpaired,nMFE
1106,ENST00000437191.5,-0.440741,-0.431822,1.020655,-0.331823,-0.321173,1.033159,-122.9,0.110526,-0.215236
1107,ENST00000518046.1,-0.684465,-0.717403,0.954087,-0.504457,-0.514533,0.980418,-115.6,0.092637,-0.273934
1108,ENST00000523364.1,-0.145512,-0.168134,0.865455,-0.14364,-0.147025,0.976976,-296.1,0.115385,-0.299393
1109,ENST00000517550.1,-0.04693,-0.059414,0.789871,-0.052835,-0.056303,0.938392,-607.5,0.117269,-0.300445
1110,ENST00000524048.1,-0.450823,-0.482771,0.933822,-0.358355,-0.371273,0.965207,-151.1,0.117886,-0.306491
1111,ENST00000524304.1,-0.063112,-0.078899,0.799912,-0.056416,-0.061189,0.92199,-774.9,0.112997,-0.375618
1112,ENST00000421733.1,-0.183517,-0.208023,0.882197,-0.170847,-0.179198,0.953401,-269.1,0.116667,-0.344558
1113,ENST00000472494.1,-0.047301,-0.058657,0.806401,-0.052125,-0.054346,0.959139,-794.1,0.11296,-0.347527
1114,ENST00000434399.5,-0.084358,-0.092508,0.911898,-0.105258,-0.105253,1.000055,-359.7,0.119243,-0.295563
1115,ENST00000578293.6,-0.183288,-0.19586,0.935813,-0.147802,-0.149419,0.989177,-318.5,0.097194,-0.318819
1116,ENST00000580902.5,-0.184094,-0.19458,0.946111,-0.155606,-0.158964,0.978877,-314,0.117838,-0.339093
1117,ENST00000426529.6,-0.01435,-0.018975,0.756286,-0.022001,-0.023287,0.944785,-1212.9,0.112323,-0.300669
1118,ENST00000584621.5,-0.036391,-0.040145,0.90649,-0.04763,-0.048174,0.988712,-769.2,0.118227,-0.315552
1119,ENST00000584199.5,-0.486763,-0.508874,0.956548,-0.338381,-0.342686,0.987436,-182.5,0.094828,-0.314114
1120,ENST00000579024.5,-1.052796,-1.04475,1.007701,-0.802136,-0.787884,1.01809,-85,0.091176,-0.249267
1121,ENST00000584372.5,-0.448869,-0.460306,0.975153,-0.37317,-0.373653,0.998707,-154.1,0.095238,-0.281718
1122,ENST00000582733.5,-0.388516,-0.417004,0.931684,-0.312003,-0.321514,0.970416,-160,0.109615,-0.307102
1123,ENST00000579174.5,-0.203636,-0.226617,0.898591,-0.165041,-0.172718,0.955553,-231.2,0.116711,-0.306225
1124,ENST00000578994.5,-0.28498,-0.312042,0.913275,-0.234008,-0.241125,0.970486,-201.5,0.111975,-0.312888
1125,ENST00000448955.1,-0.497345,-0.505835,0.983217,-0.378999,-0.372271,1.018072,-155,0.119914,-0.331197
1126,ENST00000585996.5,-0.265831,-0.262968,1.010887,-0.252182,-0.236758,1.065145,-214.5,0.102256,-0.322072
1127,ENST00000578968.5,-0.087376,-0.116298,0.751314,-0.106904,-0.113363,0.943027,-380.2,0.127421,-0.387169
1128,ENST00000577700.5,-0.020997,-0.026678,0.787057,-0.029559,-0.031222,0.946746,-1128.7,0.117175,-0.362227
1129,ENST00000585030.5,-0.129963,-0.146619,0.886397,-0.131765,-0.134896,0.976783,-347,0.119748,-0.364113
1130,ENST00000579383.5,-0.217076,-0.237782,0.912917,-0.188067,-0.189472,0.992585,-272.1,0.124658,-0.37223
1131,ENST00000421500.1,-0.161259,-0.167301,0.963888,-0.149994,-0.146672,1.022649,-383.6,0.128998,-0.40852
1132,ENST00000421767.1,-0.03888,-0.045536,0.853827,-0.041833,-0.043141,0.969688,-1727,0.112317,-0.367291
1133,ENST00000416572.1,-0.281312,-0.288639,0.974616,-0.290536,-0.286115,1.015449,-170.9,0.126126,-0.307374
1134,ENST00000416366.1,-0.589716,-0.626149,0.941815,-0.442745,-0.453031,0.977296,-262.7,0.132948,-0.505192
1135,ENST00000424477.5,-0.386706,-0.424322,0.911351,-0.250983,-0.266588,0.941466,-196.4,0.132948,-0.377692
1136,ENST00000438538.1,-0.176485,-0.176026,1.002603,-0.196758,-0.189655,1.037453,-182,0.110512,-0.244953
1137,ENST00000415513.1,-0.362791,-0.391877,0.925778,-0.281276,-0.28329,0.992892,-204.4,0.100877,-0.298394
1138,ENST00000417026.1,-0.210008,-0.225686,0.930532,-0.174881,-0.174383,1.002858,-266.1,0.116854,-0.298653
1139,ENST00000587899.3,-0.461074,-0.505255,0.912556,-0.37298,-0.384994,0.968794,-171.9,0.116228,-0.376149
1140,ENST00000591896.5,-0.474895,-0.483679,0.981838,-0.374218,-0.373717,1.001341,-143.3,0.114341,-0.277176
1141,ENST00000449741.1,-0.33752,-0.384986,0.876706,-0.246404,-0.268161,0.918866,-243,0.124786,-0.414505
1142,ENST00000467677.1,-0.373928,-0.371316,1.007034,-0.261646,-0.249739,1.047676,-136.4,0.100877,-0.199124
1143,ENST00000460471.1,-0.266101,-0.26134,1.01822,-0.232641,-0.223894,1.039067,-168.1,0.100894,-0.214413
1144,ENST00000418546.1,-0.304499,-0.315001,0.96666,-0.278486,-0.277136,1.004871,-163.6,0.105719,-0.283045
1145,ENST00000416999.1,-0.742838,-0.74562,0.996268,-0.475668,-0.467111,1.01832,-104.2,0.11658,-0.269251
1146,ENST00000421648.1,-0.491304,-0.483764,1.015586,-0.341495,-0.333787,1.023094,-122.9,0.126294,-0.253926
1147,ENST00000476560.1,-0.208943,-0.223923,0.933101,-0.187032,-0.187389,0.998094,-223.4,0.114883,-0.288527
1148,ENST00000478806.1,-0.445262,-0.490903,0.907027,-0.345619,-0.359203,0.962183,-237,0.113636,-0.413613
1149,ENST00000489488.1,-0.580127,-0.626499,0.925981,-0.462643,-0.473338,0.977404,-162,0.108932,-0.352174
1150,ENST00000493539.1,-1.452049,-1.430541,1.015035,-1.071189,-1.037392,1.032578,-36.2,0.089844,-0.140856
1151,ENST00000468575.1,-0.252726,-0.281544,0.897643,-0.261931,-0.268107,0.976963,-196.4,0.116402,-0.345775
1152,ENST00000477392.1,-0.052704,-0.062343,0.845393,-0.046887,-0.050212,0.933767,-673.1,0.106268,-0.329369
1153,ENST00000486954.1,-0.30125,-0.329456,0.914384,-0.276408,-0.281937,0.980388,-218.2,0.115587,-0.381469
1154,ENST00000417032.1,-0.43773,-0.46069,0.950162,-0.338466,-0.349424,0.968638,-238.8,0.133945,-0.437363
1155,ENST00000413238.1,-0.020573,-0.027406,0.750675,-0.017704,-0.019466,0.909459,-1819.3,0.116592,-0.388407
1156,ENST00000500118.2,-0.010664,-0.019602,0.544037,-0.028338,-0.031032,0.913187,-872,0.126036,-0.361376
1157,ENST00000523225.1,-0.155823,-0.186399,0.83596,-0.147474,-0.156189,0.944206,-422,0.122047,-0.414946
1158,ENST00000517675.1,-0.029275,-0.036372,0.804876,-0.030785,-0.032315,0.952658,-1178.7,0.105911,-0.353359
1159,ENST00000521863.1,-0.33815,-0.394663,0.856807,-0.302728,-0.327714,0.923756,-233.9,0.130515,-0.429174
1160,ENST00000521242.1,-0.248764,-0.291591,0.853126,-0.19648,-0.210536,0.933233,-258.2,0.13007,-0.360615
1161,ENST00000520023.1,-0.235027,-0.266249,0.882734,-0.173818,-0.182821,0.950756,-287.5,0.120668,-0.36859
1162,ENST00000500843.2,-0.265082,-0.263971,1.00421,-0.239934,-0.228348,1.050738,-169.2,0.10462,-0.229579
1163,ENST00000520619.1,-0.452891,-0.440673,1.027724,-0.358752,-0.343004,1.045911,-111.2,0.117155,-0.23215
1164,ENST00000521127.1,-0.286783,-0.304137,0.942942,-0.270622,-0.271855,0.995466,-154.9,0.11449,-0.276607
1165,ENST00000523860.5,-0.23415,-0.248816,0.941055,-0.198944,-0.20018,0.993821,-230.7,0.107513,-0.298448
1166,ENST00000518128.5,-0.039085,-0.039515,0.989131,-0.045927,-0.045322,1.013359,-671.3,0.110004,-0.238897
1167,ENST00000518732.1,-0.088017,-0.084474,1.041936,-0.089863,-0.083266,1.079229,-367.3,0.105295,-0.220866
1168,ENST00000524166.1,-0.231444,-0.227421,1.017688,-0.188738,-0.178162,1.059359,-218.7,0.108982,-0.261603
1169,ENST00000520306.1,-0.610041,-0.595644,1.024171,-0.478894,-0.457686,1.046337,-84,0.111905,-0.199525
1170,ENST00000519854.1,-1.001201,-0.995309,1.00592,-0.748507,-0.734152,1.019552,-68.1,0.113074,-0.239789
1171,ENST00000524190.1,-0.642831,-0.646514,0.994303,-0.522505,-0.509517,1.025491,-113.8,0.112565,-0.297128
1172,ENST00000523995.1,-0.233929,-0.22616,1.034351,-0.22063,-0.208638,1.057476,-183.34,0.0953,-0.239035
1173,ENST00000523859.1,-0.265428,-0.294107,0.902485,-0.202185,-0.207102,0.976259,-215.5,0.117986,-0.309626
1174,ENST00000501194.2,-0.014681,-0.018058,0.812987,-0.028353,-0.02817,1.006491,-985.2,0.112327,-0.283674
1175,ENST00000519233.1,-0.255873,-0.281621,0.908573,-0.22396,-0.222325,1.007351,-213.8,0.113208,-0.309855
1176,ENST00000522132.1,-0.636234,-0.628199,1.012791,-0.472924,-0.452975,1.04404,-70.8,0.130194,-0.19558
1177,ENST00000522715.1,-0.255842,-0.261544,0.978201,-0.253087,-0.251328,1.006999,-225.6,0.131693,-0.326012
1178,ENST00000499418.2,0.000257,-0.003327,-0.077143,-0.016837,-0.017451,0.964816,-1853.9,0.114453,-0.327892
1179,ENST00000519861.1,-0.681269,-0.689697,0.98778,-0.542573,-0.546115,0.993515,-92.3,0.108939,-0.257103
1180,ENST00000523825.1,-0.262334,-0.260622,1.006569,-0.205668,-0.193421,1.063323,-219.5,0.104061,-0.2782
1181,ENST00000502056.1,-0.081209,-0.085862,0.945811,-0.083469,-0.079387,1.051418,-379.1,0.124026,-0.268484
1182,ENST00000521951.1,-0.060073,-0.069758,0.861161,-0.052437,-0.055775,0.940142,-549.5,0.117992,-0.357329
1183,ENST00000521034.1,-0.643313,-0.632947,1.016379,-0.493508,-0.482132,1.023595,-97.7,0.106729,-0.226157
1184,ENST00000583719.5,-0.189406,-0.211288,0.896434,-0.147931,-0.150145,0.985249,-241.4,0.112281,-0.282009
1185,ENST00000580467.5,-0.115573,-0.131417,0.879441,-0.09391,-0.096435,0.973818,-381,0.111199,-0.302381
1186,ENST00000584351.5,-0.038413,-0.045487,0.844479,-0.043143,-0.044255,0.974888,-837.5,0.106807,-0.314699
1187,ENST00000631093.1,-0.266231,-0.276485,0.962914,-0.229121,-0.228844,1.001209,-170.5,0.122835,-0.268082
1188,ENST00000630598.1,-0.709176,-0.731462,0.969532,-0.528688,-0.539168,0.980562,-84.5,0.13,-0.280731
1189,ENST00000628924.1,-0.031594,-0.032682,0.966722,-0.043176,-0.041806,1.03277,-704.52,0.110092,-0.248508
1190,ENST00000429781.1,-0.031231,-0.037883,0.824409,-0.038272,-0.038888,0.984173,-835.1,0.113669,-0.295611
1191,ENST00000448465.1,-1.069908,-1.067952,1.001832,-0.726623,-0.717774,1.012328,-70.5,0.107266,-0.243103
1192,ENST00000561961.2,-0.0403,-0.038727,1.040632,-0.059969,-0.057249,1.047522,-505.9,0.111948,-0.253838
1193,ENST00000439298.5,-0.050488,-0.062765,0.804403,-0.053592,-0.056514,0.948295,-827.6,0.119766,-0.402725
1194,ENST00000414282.5,-0.073106,-0.087882,0.831864,-0.063228,-0.069191,0.913818,-1127.7,0.113752,-0.478447
1195,ENST00000602587.5,-0.361911,-0.356007,1.016585,-0.286689,-0.272594,1.051708,-152.4,0.109966,-0.261407
1196,ENST00000602546.5,-0.171146,-0.188093,0.909899,-0.144174,-0.150252,0.95955,-232.8,0.118265,-0.305512
1197,ENST00000415215.1,-0.460936,-0.492319,0.936254,-0.337876,-0.345413,0.97818,-120.3,0.116034,-0.253263
1198,ENST00000444482.1,-0.563782,-0.576602,0.977765,-0.385361,-0.383431,1.005033,-108.8,0.106667,-0.241242
1199,ENST00000435966.1,-0.398115,-0.410181,0.970584,-0.240127,-0.235857,1.018107,-168.8,0.12522,-0.297183
1200,ENST00000416381.1,-0.033579,-0.035932,0.93453,-0.050917,-0.049198,1.03494,-551.5,0.111387,-0.274105
1201,ENST00000429932.1,-0.585109,-0.604624,0.967724,-0.391947,-0.391347,1.001534,-109.2,0.118721,-0.248747
1202,ENST00000412882.5,-0.397203,-0.401361,0.989639,-0.309849,-0.300549,1.030942,-144.3,0.098865,-0.233495
1203,ENST00000431025.1,-0.237466,-0.23651,1.004041,-0.255664,-0.244619,1.045152,-196.6,0.108833,-0.309606
1204,ENST00000458274.1,-0.390628,-0.423647,0.922059,-0.345353,-0.360331,0.958433,-257.3,0.124542,-0.470384
1205,ENST00000455777.1,-1.038158,-1.017717,1.020084,-0.722737,-0.693328,1.042417,-56.9,0.123675,-0.200352
1206,ENST00000443373.1,-1.00297,-0.997091,1.005896,-0.752771,-0.73473,1.024555,-77.3,0.109215,-0.262925
1207,ENST00000560029.5,-0.214373,-0.197417,1.08589,-0.28157,-0.268734,1.047767,-146.9,0.113982,-0.222913
1208,ENST00000560912.5,-0.352145,-0.364261,0.966738,-0.339644,-0.333704,1.0178,-130.3,0.124454,-0.283878
1209,ENST00000526478.5,-0.273703,-0.27535,0.994017,-0.208764,-0.204454,1.021081,-166.1,0.118441,-0.248653
1210,ENST00000562077.5,-0.083062,-0.091285,0.909917,-0.081324,-0.082561,0.985019,-406.2,0.105442,-0.276139
1211,ENST00000561719.5,-0.177634,-0.177643,0.999952,-0.190858,-0.182185,1.047607,-225.4,0.108753,-0.298543
1212,ENST00000599749.5,-0.021916,-0.03145,0.69686,-0.036983,-0.038831,0.952401,-1055.4,0.112245,-0.371087
1213,ENST00000537498.1,-0.042417,-0.053943,0.786316,-0.050596,-0.052696,0.960133,-854.2,0.115188,-0.396565
1214,ENST00000571138.5,-0.506284,-0.526364,0.961852,-0.406808,-0.412826,0.985423,-124.02,0.110629,-0.268442
1215,ENST00000623522.1,-0.061804,-0.062271,0.992502,-0.064057,-0.061694,1.038304,-457.5,0.11307,-0.277947
1216,ENST00000580770.5,-0.408176,-0.43698,0.934083,-0.311251,-0.318198,0.978167,-185.4,0.115587,-0.324126
1217,ENST00000578757.5,-0.144036,-0.153974,0.935456,-0.117164,-0.119509,0.980377,-301.1,0.113166,-0.327283
1218,ENST00000478103.6,-0.23743,-0.251863,0.942694,-0.188528,-0.192749,0.978102,-249.4,0.120956,-0.350281
1219,ENST00000577537.5,-0.01964,-0.026308,0.746532,-0.028634,-0.029892,0.957907,-1000.1,0.105475,-0.268339
1220,ENST00000439794.6,-0.406486,-0.447972,0.907393,-0.333703,-0.349724,0.95419,-207.2,0.116667,-0.430769
1221,ENST00000582324.5,-0.215179,-0.226785,0.948823,-0.177424,-0.177927,0.997172,-200.57,0.103311,-0.265304
1222,ENST00000577860.5,-0.132677,-0.141272,0.939161,-0.145468,-0.146471,0.993153,-266.8,0.105323,-0.30181
1223,ENST00000580278.5,-0.015356,-0.022766,0.674534,-0.061719,-0.062275,0.991068,-632.1,0.115512,-0.347499
1224,ENST00000580056.5,-0.435176,-0.456579,0.953123,-0.358367,-0.367422,0.975355,-204.3,0.126923,-0.392131
1225,ENST00000423473.6,-0.233802,-0.255116,0.916454,-0.192554,-0.197787,0.973543,-314,0.108592,-0.374255
1226,ENST00000581958.5,-0.167588,-0.177492,0.944204,-0.123783,-0.125396,0.987138,-377.7,0.11289,-0.317929
1227,ENST00000457853.1,-0.122473,-0.135604,0.903169,-0.129969,-0.132211,0.983042,-334.5,0.122081,-0.354719
1228,ENST00000577055.5,-0.073342,-0.081394,0.901067,-0.070341,-0.071648,0.981756,-611.5,0.115363,-0.343926
1229,ENST00000464612.5,-0.24292,-0.243313,0.998382,-0.228255,-0.223834,1.019753,-205.2,0.103064,-0.285396
1230,ENST00000488745.5,-0.063398,-0.07904,0.802104,-0.079106,-0.081968,0.965084,-454.2,0.113636,-0.332747
1231,ENST00000483436.5,-0.243408,-0.27689,0.879077,-0.219785,-0.234157,0.938623,-257.6,0.105727,-0.379912
1232,ENST00000434244.5,-0.027152,-0.03622,0.749652,-0.025532,-0.028074,0.909473,-952.2,0.119183,-0.360136
1233,ENST00000453688.5,-0.285098,-0.293384,0.971758,-0.232589,-0.230443,1.009314,-196.2,0.1317,-0.3
1234,ENST00000413421.5,-0.212819,-0.213343,0.997545,-0.155136,-0.1511,1.026707,-212.3,0.107879,-0.257022
1235,ENST00000413606.5,-0.175189,-0.182201,0.961515,-0.189881,-0.191134,0.993442,-240.3,0.118336,-0.312078
1236,ENST00000602488.5,-1.117477,-1.107312,1.009179,-0.725915,-0.702461,1.033388,-59.4,0.103125,-0.185047
1237,ENST00000457025.5,-0.649933,-0.650055,0.999812,-0.451223,-0.439031,1.027771,-99.6,0.11165,-0.241162
1238,ENST00000446528.6,-0.496041,-0.4974,0.997269,-0.381195,-0.372002,1.024711,-139.9,0.102459,-0.286094
1239,ENST00000451302.6,-0.125351,-0.143513,0.873451,-0.112016,-0.114658,0.976959,-387.2,0.11313,-0.319472
1240,ENST00000415150.5,-0.622401,-0.634356,0.981154,-0.476427,-0.472331,1.008671,-139.1,0.09396,-0.310491
1241,ENST00000455474.5,-1.040646,-1.0364,1.004096,-0.702127,-0.687722,1.020947,-71.4,0.11745,-0.238796
1242,ENST00000447577.5,-0.531029,-0.531724,0.998693,-0.446388,-0.434,1.028543,-127.8,0.106977,-0.29652
1243,ENST00000414430.5,-0.609147,-0.625985,0.973101,-0.481149,-0.477428,1.007793,-152.7,0.103286,-0.357611
1244,ENST00000427669.5,-0.594756,-0.607089,0.979685,-0.500826,-0.50189,0.997878,-130.4,0.117801,-0.34047
1245,ENST00000450843.5,-0.344476,-0.340465,1.011779,-0.285643,-0.275525,1.03672,-146.3,0.111853,-0.243833
1246,ENST00000440778.5,-0.262361,-0.268621,0.976698,-0.27716,-0.266899,1.038446,-140.3,0.115966,-0.235403
1247,ENST00000432741.5,-0.496316,-0.490934,1.010964,-0.373776,-0.360016,1.038221,-131.7,0.08427,-0.246168
1248,ENST00000411670.5,-0.207468,-0.211895,0.979108,-0.214742,-0.211683,1.014452,-220.5,0.11276,-0.326667
1249,ENST00000438777.5,-0.221297,-0.225237,0.982504,-0.20437,-0.201352,1.014986,-229.1,0.117177,-0.304654
1250,ENST00000453011.5,-0.197827,-0.208005,0.951072,-0.174803,-0.1728,1.011593,-224.8,0.113493,-0.282242
1251,ENST00000416329.5,-0.249271,-0.244312,1.020299,-0.236464,-0.22407,1.055315,-169.8,0.106742,-0.238149
1252,ENST00000433505.5,-0.234291,-0.256192,0.914515,-0.188879,-0.193857,0.974321,-211.5,0.133159,-0.27575
1253,ENST00000420707.5,-0.156452,-0.165592,0.944804,-0.139266,-0.138041,1.008874,-264.2,0.110497,-0.291611
1254,ENST00000449289.5,-0.321463,-0.320049,1.004419,-0.248372,-0.238258,1.042447,-162.1,0.133087,-0.299078
1255,ENST00000431268.5,-0.029594,-0.032614,0.907414,-0.055753,-0.053744,1.037386,-483.1,0.119623,-0.284511
1256,ENST00000452197.5,-0.561235,-0.564117,0.994891,-0.403743,-0.393981,1.02478,-143.4,0.116183,-0.296894
1257,ENST00000412059.5,-0.110338,-0.106675,1.034346,-0.118561,-0.110133,1.076519,-273.6,0.123722,-0.279469
1258,ENST00000430245.5,-0.175186,-0.186645,0.938603,-0.180645,-0.180984,0.998126,-240.8,0.131579,-0.333057
1259,ENST00000456812.6,-0.182684,-0.17824,1.024934,-0.184259,-0.174324,1.056989,-202.8,0.127424,-0.280498
1260,ENST00000414075.5,-0.5587,-0.559841,0.997963,-0.481427,-0.472466,1.018968,-119.5,0.133495,-0.289346
1261,ENST00000436656.5,-0.12887,-0.127041,1.014392,-0.154032,-0.146898,1.048559,-235.5,0.127893,-0.286496
1262,ENST00000422183.5,-0.144346,-0.138786,1.04006,-0.16751,-0.157334,1.064677,-210.6,0.134409,-0.282685
1263,ENST00000422207.5,-0.201444,-0.201452,0.999962,-0.232898,-0.222554,1.046476,-162.4,0.123053,-0.252566
1264,ENST00000454068.5,-0.225788,-0.226063,0.998785,-0.216579,-0.211191,1.025514,-216.9,0.125182,-0.313227
1265,ENST00000444470.5,-0.586436,-0.583716,1.004659,-0.436681,-0.420305,1.038962,-111.1,0.120567,-0.262028
1266,ENST00000434796.5,-0.297236,-0.290218,1.02418,-0.300839,-0.287791,1.045337,-144.5,0.116725,-0.251304
1267,ENST00000449589.5,-0.218762,-0.21629,1.011428,-0.205881,-0.197401,1.042962,-207.4,0.11955,-0.291292
1268,ENST00000422008.5,-0.425839,-0.417584,1.019767,-0.334985,-0.320908,1.043867,-126,0.118952,-0.253521
1269,ENST00000416952.5,-0.171572,-0.165793,1.034856,-0.165513,-0.158356,1.045196,-210,0.117794,-0.262829
1270,ENST00000456293.5,-0.244457,-0.251007,0.973903,-0.259359,-0.251986,1.029258,-169.5,0.120275,-0.290738
1271,ENST00000443799.5,-0.115786,-0.112942,1.025176,-0.141226,-0.134703,1.048424,-236.3,0.118304,-0.263434
1272,ENST00000421068.5,-0.095033,-0.094065,1.010291,-0.130221,-0.122883,1.059714,-286.2,0.110482,-0.27
1273,ENST00000425771.5,-1.457807,-1.464958,0.995119,-1.043732,-1.028039,1.015265,-71.4,0.112033,-0.295041
1274,ENST00000448567.2,-0.455024,-0.472617,0.962774,-0.338701,-0.338053,1.001918,-130.1,0.111111,-0.272176
1275,ENST00000414722.5,-0.3493,-0.378743,0.922261,-0.250817,-0.260747,0.961916,-243.4,0.112094,-0.358468
1276,ENST00000411861.5,-0.08832,-0.107413,0.82225,-0.078654,-0.084492,0.930905,-780.2,0.112994,-0.440542
1277,ENST00000412788.5,-0.038865,-0.054236,0.716584,-0.047269,-0.052782,0.895552,-1044.9,0.121491,-0.458089
1278,ENST00000436715.5,-0.202732,-0.231964,0.873983,-0.136519,-0.149058,0.915879,-309.3,0.115116,-0.359233
1279,ENST00000514126.5,-0.262546,-0.257564,1.019343,-0.195062,-0.182493,1.068869,-188,0.110193,-0.258597
1280,ENST00000530169.5,-0.417834,-0.425274,0.982506,-0.346717,-0.342358,1.012732,-131.4,0.134,-0.262275
1281,ENST00000533693.5,-0.400267,-0.411517,0.972663,-0.339342,-0.331478,1.023724,-147,0.125249,-0.291667
1282,ENST00000504206.6,-0.019836,-0.022061,0.899162,-0.02508,-0.024981,1.003995,-1344,0.111462,-0.303181
1283,ENST00000526695.5,-0.3304,-0.336193,0.982769,-0.31084,-0.309519,1.004267,-148.6,0.120504,-0.266786
1284,ENST00000499953.6,-0.145363,-0.164719,0.882491,-0.156606,-0.157635,0.99347,-281.4,0.114889,-0.329508
1285,ENST00000525636.5,-0.301731,-0.310101,0.973008,-0.250389,-0.243682,1.027523,-195.9,0.1146,-0.307053
1286,ENST00000537068.5,-0.277902,-0.284095,0.978201,-0.238844,-0.228944,1.04324,-163.6,0.113057,-0.260095
1287,ENST00000537925.5,-0.065644,-0.07215,0.909816,-0.080586,-0.079412,1.014789,-444.9,0.11642,-0.299193
1288,ENST00000545440.5,-0.223539,-0.226686,0.986118,-0.213857,-0.20624,1.036936,-218.5,0.111554,-0.289788
1289,ENST00000545688.5,-0.270078,-0.268964,1.004142,-0.241546,-0.227578,1.06138,-175.7,0.116585,-0.288033
1290,ENST00000540865.5,-0.255533,-0.252798,1.010816,-0.221514,-0.213526,1.037409,-229.9,0.102171,-0.29324
1291,ENST00000545308.5,-0.195305,-0.198206,0.985364,-0.182039,-0.177144,1.027631,-169.5,0.125581,-0.262384
1292,ENST00000527627.5,-0.307318,-0.325402,0.944427,-0.307492,-0.313653,0.980356,-140.2,0.119284,-0.278175
1293,ENST00000529607.1,-0.44644,-0.469525,0.950834,-0.280184,-0.290594,0.964175,-122,0.128603,-0.269912
1294,ENST00000500276.6,-0.021642,-0.029021,0.745745,-0.032563,-0.034382,0.947119,-872,0.112304,-0.3341
1295,ENST00000545226.5,-0.387292,-0.405212,0.955776,-0.335792,-0.337402,0.99523,-160.9,0.128302,-0.303013
1296,ENST00000535436.5,-0.109706,-0.119821,0.91558,-0.111335,-0.111278,1.000513,-297.5,0.116964,-0.264585
1297,ENST00000547799.5,-0.042122,-0.047542,0.885999,-0.0341,-0.035527,0.959854,-1338.7,0.115525,-0.40579
1298,ENST00000424518.5,-0.029855,-0.037545,0.795168,-0.040425,-0.042468,0.951894,-775.2,0.112397,-0.320198
1299,ENST00000425595.5,-0.450526,-0.479172,0.940218,-0.26264,-0.276962,0.948289,-170.1,0.120841,-0.297378
1300,ENST00000453875.5,-0.500899,-0.529005,0.946871,-0.289225,-0.302991,0.954564,-164.6,0.115865,-0.292883
1301,ENST00000456429.5,-0.034536,-0.0498,0.693498,-0.052813,-0.057141,0.924252,-834.1,0.119632,-0.426214
1302,ENST00000540684.5,-0.246283,-0.262965,0.936561,-0.15137,-0.155109,0.975899,-240.8,0.114994,-0.271171
1303,ENST00000542248.5,-0.47087,-0.478873,0.983287,-0.323078,-0.32631,0.990097,-142.7,0.120658,-0.260401
1304,ENST00000412946.6,-0.190058,-0.222586,0.853862,-0.177735,-0.190079,0.935057,-343.2,0.123822,-0.46129
1305,ENST00000520590.5,-0.277058,-0.297069,0.932637,-0.182886,-0.187565,0.975055,-303.8,0.102064,-0.347995
1306,ENST00000524062.5,-0.04749,-0.058445,0.812556,-0.047882,-0.050483,0.948482,-822.3,0.119965,-0.359869
1307,ENST00000522859.5,-0.234904,-0.243038,0.966534,-0.200472,-0.200812,0.998308,-235.2,0.114583,-0.305852
1308,ENST00000521507.5,-0.371343,-0.3879,0.957315,-0.257229,-0.262933,0.978307,-190.2,0.10994,-0.286015
1309,ENST00000523445.5,-0.199186,-0.219373,0.907981,-0.127578,-0.133958,0.95237,-273,0.136842,-0.318925
1310,ENST00000425586.5,-0.091977,-0.104268,0.882118,-0.104462,-0.106016,0.985339,-410.5,0.109005,-0.323994
1311,ENST00000443587.5,-0.306992,-0.311798,0.984587,-0.273568,-0.265927,1.028732,-140.7,0.09517,-0.199574
1312,ENST00000421758.5,-0.235393,-0.237207,0.99235,-0.239104,-0.230794,1.036007,-153.9,0.108538,-0.222399
1313,ENST00000400282.6,-0.109168,-0.120383,0.906844,-0.122966,-0.123221,0.997932,-264.1,0.119355,-0.283673
1314,ENST00000412224.6,-0.037533,-0.045252,0.829412,-0.055176,-0.056265,0.980654,-777.3,0.108059,-0.355744
1315,ENST00000555866.5,-1.266358,-1.297797,0.975775,-1.069198,-1.061874,1.006897,-62,0.118182,-0.280543
1316,ENST00000556407.5,-0.355972,-0.378052,0.941595,-0.277927,-0.283297,0.981043,-239.6,0.118859,-0.379114
1317,ENST00000429159.6,-0.061381,-0.076212,0.805399,-0.075235,-0.07918,0.950166,-660.1,0.121344,-0.41051
1318,ENST00000554639.5,-0.053354,-0.068785,0.775664,-0.069927,-0.073863,0.946716,-684.6,0.122735,-0.399883
1319,ENST00000452514.6,-0.460616,-0.484545,0.950615,-0.372849,-0.379899,0.981442,-166.7,0.128261,-0.361605
1320,ENST00000398474.7,-0.049139,-0.06308,0.778986,-0.067491,-0.070832,0.952834,-615,0.119186,-0.35735
1321,ENST00000398461.5,-0.034899,-0.043582,0.800777,-0.036252,-0.038141,0.950476,-1314.7,0.116488,-0.380852
1322,ENST00000524131.5,-0.337062,-0.366332,0.920098,-0.249165,-0.258943,0.962241,-268.1,0.133333,-0.371845
1323,ENST00000553584.5,-0.402736,-0.410967,0.979973,-0.366245,-0.365765,1.001311,-189.8,0.108652,-0.381125
1324,ENST00000554852.5,-0.370137,-0.390799,0.947129,-0.318184,-0.320202,0.993699,-201.3,0.113309,-0.3614
